Base index shifted,ATMi3#TOP#AVERAGE,ATMi3#TOP#STD,ATMi3#BOT#AVERAGE,ATMi3#BOT#STD
24.5,0.00106787131761552,0.00037803508269058163,0.00015075800462073017,5.2614708440573276e-05
25.5,0.0010776793022897228,0.0005971402897408601,0.00014674495771503556,1.3378770204251952e-05
26.5,0.0008648213005259572,0.0002416955964289595,0.0008019060642157417,2.9736808083546388e-05
27.5,0.001024945840733576,0.0005538683709943577,0.00030473528471363514,7.451714990130333e-05
28.5,0.0002582509711444354,0.00011460721487111363,0.00011606482564128439,1.927294380518007e-05
29.5,0.0008456518398745694,0.000506203739170107,0.00017071169750891872,6.614532589014866e-05
30.5,0.0003078265309120401,0.00026156957079026576,0.0005635127593351699,8.524316687331415e-05
31.5,0.0002404197855678956,0.00010838597833512729,0.00017869936352325083,4.790447026961839e-05
32.5,0.0004839277870406765,0.00019945470512103755,0.00014906475582348038,3.836085115445275e-05
33.5,0.0004066433711386726,0.00013202858071356867,8.047792019310301e-05,5.721646904319102e-05
34.5,0.000540257958519427,0.0003467171554421144,0.00016350438785513427,7.392675924489014e-05
35.5,0.00025694753901141573,0.00022385770436672073,0.00016360625617333353,3.4431604712971865e-05
36.5,0.000312218178949945,7.383665937142277e-05,0.00012361425476374024,2.9062701673567066e-05
37.5,0.0008703073230459117,0.0003156487346569722,0.00012763305256442923,2.7514898988713503e-05
38.5,0.00022019079337628661,7.394627654621566e-05,0.00016018324406476023,2.220944250342191e-05
39.5,0.00022135485374199287,0.00022890074618974834,8.725475299411308e-05,2.3659262685831825e-05
40.5,0.0002066467270121667,0.0001519986600845697,0.00013698910059232284,5.660776530689927e-05
41.5,0.00015823522761026826,0.00012019123238338509,7.133135969660224e-05,8.267773045845469e-06
42.5,2.6983603902754798e-05,3.089650062196724e-05,0.0011439810212688591,0.000301469812954768
43.5,6.754611711145785e-06,1.1699330669104253e-05,0.00032087966733252755,8.25561468851023e-05
44.5,0.0001459249074955113,0.00012860748260133046,8.362225335414698e-05,2.5969802731048664e-05
45.5,5.3967207805509596e-05,6.179300124393448e-05,6.032049066851598e-05,2.8750877774555103e-05
46.5,0.00013245052701504808,9.737257791311572e-05,0.00010471183714452675,1.4071497200104489e-05
47.5,7.176355044022103e-05,0.00010722886862007502,9.557102754302034e-05,2.623279488856421e-05
48.5,6.754611711145785e-06,1.1699330669104253e-05,0.00014548994580966204,6.94292649620908e-05
49.5,5.9488073267292424e-05,3.863873907735581e-05,9.882297991725792e-05,1.5666230677461337e-05
