Base index,ATMi0_1#TOP,ATMi0_1#BOT
471,5,8
472,1,3
473,6,7
474,4,3
475,1,2
476,6,8
477,7,3
478,7,9
479,6,15
480,1,12
481,3,6
482,11,12
483,2,12
484,7,4
485,3,12
486,5,3
487,4,8
488,14,18
489,3,9
490,5,9
491,4,15
492,1,3
493,3,4
494,3,4
495,4,8
496,3,7
497,1,10
498,1,11
499,10,3
501,8,7
502,4,6
503,1,4
504,6,3
505,1,12
506,3,4
507,5,0
508,2,10
509,4,13
510,6,13
511,5,11
512,7,6
513,7,11
514,3,4
515,13,4
516,4,2
517,4,3
518,2,10
519,8,3
520,8,1
521,9,5
522,5,8
523,5,7
524,5,3
525,4,0
526,2,14
527,1,9
528,4,14
529,8,1
530,3,4
531,6,10
532,9,4
533,9,1
534,3,3
535,5,12
536,4,13
537,4,9
538,2,4
539,9,14
540,7,16
541,2,10
542,2,13
543,3,6
544,7,4
545,4,10
546,11,3
547,8,19
548,3,5
549,2,8
550,9,4
551,8,2
552,7,4
553,4,13
554,6,5
555,7,4
556,1,12
557,4,8
558,7,5
559,5,10
560,6,2
561,1,3
562,2,0
563,6,7
564,2,5
565,1,3
566,2,6
567,0,10
568,6,3
569,4,6
570,1,0
571,1,2
572,5,1
573,7,2
574,1,1
575,4,0
576,3,2
577,4,3
578,3,7
579,8,4
580,7,1
581,4,4
582,2,2
583,2,1
584,2,0
586,3,8
587,2,1
588,1,5
589,2,0
590,0,1
591,1,0
592,0,5
595,3,0
596,4,0
598,1,1
599,0,4
600,0,1
601,0,2
603,1,1
604,0,4
605,0,2
606,0,1
607,0,1
608,0,2
609,1,1
611,0,1
612,1,0
615,0,2
618,0,1
619,1,0
624,1,0
625,1,0
626,0,1
627,1,0
628,0,1
629,0,1
