Base index shifted,ATMi4_2#TOP,ATMi4_2#BOT
-236.5,17,1
-235.5,8,0
-234.5,20,0
-233.5,15,1
-232.5,17,3
-231.5,12,3
-230.5,5,3
-229.5,11,2
-228.5,1,3
-227.5,8,6
-226.5,19,2
-225.5,12,3
-224.5,15,0
-223.5,12,5
-222.5,16,2
-221.5,13,3
-220.5,9,0
-219.5,9,2
-218.5,15,0
-217.5,15,0
-216.5,15,0
-215.5,16,2
-214.5,7,6
-213.5,9,6
-212.5,3,3
-211.5,11,2
-210.5,6,4
-209.5,18,3
-208.5,13,1
-207.5,10,1
-206.5,2,2
-205.5,12,4
-204.5,20,0
-203.5,9,4
-202.5,19,1
-201.5,14,0
-200.5,9,4
-199.5,11,2
-198.5,15,7
-197.5,10,1
-196.5,2,2
-195.5,5,2
-194.5,4,3
-193.5,6,3
-192.5,13,5
-191.5,5,5
-190.5,6,10
-189.5,3,8
-188.5,1,3
-187.5,7,4
-186.5,4,2
-185.5,3,6
-184.5,1,1
-183.5,4,1
-182.5,3,3
-181.5,7,3
-180.5,3,5
-179.5,5,1
-178.5,3,1
-177.5,3,4
-176.5,3,3
-175.5,1,4
-174.5,4,9
-173.5,4,6
-172.5,3,3
-171.5,6,8
-170.5,1,8
-169.5,2,7
-168.5,3,4
-167.5,2,0
-166.5,1,2
-165.5,1,1
-164.5,3,2
-163.5,0,2
-162.5,0,5
-161.5,3,0
-160.5,1,1
-159.5,1,3
-158.5,0,2
-157.5,0,3
-156.5,0,3
-155.5,1,0
-154.5,1,2
-153.5,2,0
-152.5,1,1
-151.5,2,2
-150.5,4,7
-149.5,5,4
-148.5,1,3
-147.5,1,9
-146.5,3,0
-145.5,1,3
-144.5,0,3
-142.5,8,1
-141.5,2,0
-140.5,1,1
-139.5,3,2
-138.5,2,2
-137.5,1,4
-136.5,0,2
-135.5,3,4
-134.5,3,2
-133.5,0,3
-132.5,1,2
-131.5,2,2
-130.5,1,0
-129.5,0,1
-128.5,3,0
-127.5,1,1
-126.5,1,0
-125.5,0,1
-124.5,4,2
-123.5,0,2
-122.5,1,2
-121.5,1,1
-120.5,0,1
-119.5,2,0
-118.5,2,1
-117.5,1,3
-115.5,1,0
-114.5,1,1
-113.5,2,1
-112.5,4,1
-111.5,2,1
-109.5,2,0
-107.5,4,1
-106.5,2,0
-105.5,0,1
-103.5,1,1
-102.5,0,2
-100.5,0,1
-99.5,1,1
-98.5,2,2
-96.5,0,2
-95.5,0,1
-94.5,2,0
-92.5,1,0
-90.5,1,0
-87.5,1,0
-85.5,1,0
-83.5,0,2
-81.5,1,0
-80.5,0,1
-76.5,2,0
-70.5,1,1
-68.5,0,1
-66.5,1,0
-63.5,0,1
-62.5,0,1
-56.5,1,0
-55.5,1,0
-53.5,1,0
-52.5,1,0
-50.5,2,1
-44.5,0,1
-43.5,1,0
-42.5,0,1
-40.5,0,1
-38.5,1,0
-37.5,0,1
-35.5,1,1
-31.5,3,0
-30.5,0,2
-29.5,1,0
-28.5,0,1
-27.5,3,1
-26.5,0,1
-25.5,7,1
-24.5,5,1
-23.5,3,3
-22.5,6,3
-21.5,8,1
-20.5,6,2
-19.5,22,0
-18.5,3,4
-17.5,9,1
-16.5,13,2
-15.5,9,3
-14.5,8,3
-13.5,11,5
-12.5,8,3
-11.5,35,4
-10.5,50,4
-9.5,88,4
-8.5,354,3
-7.5,376,40
-6.5,402,11
-5.5,517,10
-4.5,528,13
-3.5,696,15
-2.5,562,10
-1.5,813,13
-0.5,675,40
0.5,1213,108154
1.5,776,1476
2.5,600,76
3.5,755,176
4.5,461,68
5.5,526,61
6.5,533,21
7.5,250,119
8.5,369,42
9.5,255,47
10.5,135,37
11.5,76,26
12.5,45,30
13.5,38,24
14.5,19,15
15.5,24,54
16.5,27,62
17.5,18,25
18.5,9,33
19.5,12,23
20.5,14,27
21.5,12,33
22.5,12,10
23.5,18,45
24.5,7,15
25.5,5,12
26.5,5,90
27.5,6,24
28.5,1,9
29.5,6,11
30.5,2,45
31.5,5,24
32.5,3,27
33.5,2,9
34.5,3,18
35.5,2,15
36.5,7,14
37.5,6,15
38.5,7,21
39.5,3,6
40.5,4,20
41.5,3,16
42.5,2,71
43.5,0,44
44.5,1,17
45.5,3,10
46.5,1,16
47.5,0,13
48.5,2,23
49.5,2,17
50.5,2,23
51.5,1,15
52.5,1,17
53.5,0,14
54.5,0,14
55.5,1,14
56.5,0,20
57.5,0,18
58.5,1,8
59.5,2,21
60.5,1,16
61.5,0,20
62.5,0,5
63.5,0,12
64.5,1,6
65.5,1,6
66.5,1,12
67.5,1,8
68.5,1,7
69.5,1,18
70.5,0,17
71.5,1,8
72.5,0,19
73.5,1,21
74.5,2,19
75.5,1,20
76.5,1,14
77.5,0,10
78.5,2,6
79.5,0,16
80.5,1,4
81.5,0,10
82.5,2,13
83.5,0,15
84.5,1,14
85.5,0,20
86.5,1,23
87.5,1,8
88.5,4,14
89.5,1,20
90.5,0,13
91.5,1,11
92.5,2,16
93.5,3,10
94.5,2,22
95.5,2,16
96.5,1,12
97.5,1,19
98.5,3,30
99.5,3,9
100.5,3,17
101.5,1,10
102.5,1,9
103.5,2,19
104.5,1,17
105.5,6,16
106.5,0,14
107.5,1,21
108.5,0,41
109.5,1,25
110.5,1,18
111.5,2,25
112.5,0,32
113.5,1,38
114.5,0,34
115.5,0,31
116.5,0,23
117.5,0,13
118.5,1,20
119.5,1,28
120.5,1,26
121.5,0,25
122.5,1,28
123.5,1,26
124.5,3,31
125.5,3,30
126.5,1,40
127.5,2,41
128.5,2,30
129.5,0,48
130.5,1,63
131.5,0,33
132.5,1,38
133.5,0,16
134.5,2,47
135.5,2,42
136.5,4,29
137.5,1,43
138.5,3,37
139.5,0,23
140.5,0,28
141.5,0,32
142.5,1,33
143.5,1,24
144.5,2,40
145.5,0,28
146.5,4,16
147.5,1,10
148.5,1,21
149.5,1,31
150.5,1,12
151.5,2,11
152.5,1,24
153.5,2,23
154.5,0,6
155.5,0,18
156.5,1,24
157.5,5,32
158.5,1,16
159.5,3,4
160.5,5,16
161.5,1,15
162.5,1,9
163.5,1,13
164.5,1,5
165.5,3,13
166.5,0,9
167.5,1,10
168.5,3,12
169.5,2,15
170.5,1,6
171.5,3,7
172.5,1,4
173.5,3,5
174.5,0,5
175.5,1,7
176.5,4,4
177.5,1,3
178.5,1,3
179.5,3,2
180.5,2,0
181.5,0,3
182.5,3,6
183.5,2,7
184.5,1,1
185.5,2,2
186.5,1,3
187.5,0,10
188.5,3,2
189.5,2,3
190.5,2,1
191.5,1,1
192.5,1,3
193.5,4,0
194.5,4,8
195.5,1,4
196.5,0,4
197.5,0,4
198.5,4,4
199.5,1,3
200.5,0,1
201.5,1,2
202.5,3,4
203.5,1,3
204.5,1,0
205.5,0,2
206.5,0,4
207.5,1,3
208.5,0,2
209.5,1,6
210.5,3,4
211.5,0,3
212.5,1,4
213.5,0,1
214.5,1,3
215.5,1,0
216.5,1,1
217.5,0,4
218.5,1,3
219.5,1,0
220.5,0,2
222.5,1,1
223.5,0,1
224.5,2,1
225.5,3,3
226.5,3,0
227.5,0,1
228.5,2,1
229.5,0,3
230.5,0,1
232.5,0,1
233.5,5,4
234.5,6,2
235.5,0,1
238.5,0,1
240.5,0,1
242.5,0,1
243.5,1,0
246.5,2,0
247.5,0,2
248.5,0,1
249.5,0,1
250.5,0,2
251.5,0,1
252.5,0,1
255.5,1,0
257.5,0,1
260.5,1,0
265.5,0,1
267.5,0,1
270.5,0,1
272.5,0,1
