Base index shifted,ATMi2_3#TOP,ATMi2_3#BOT
-211.5,5,13
-210.5,0,5
-209.5,7,11
-208.5,5,3
-207.5,5,7
-206.5,6,6
-205.5,7,1
-204.5,5,3
-203.5,6,4
-202.5,8,3
-201.5,12,4
-200.5,10,7
-199.5,9,2
-198.5,4,6
-197.5,13,4
-196.5,2,7
-195.5,13,11
-194.5,4,5
-193.5,7,6
-192.5,8,16
-191.5,16,10
-190.5,9,6
-189.5,4,6
-188.5,5,4
-187.5,7,7
-186.5,5,5
-185.5,4,9
-184.5,6,4
-183.5,9,1
-182.5,13,3
-181.5,5,8
-180.5,22,2
-179.5,4,4
-178.5,8,2
-177.5,7,3
-176.5,8,3
-175.5,0,7
-174.5,7,9
-173.5,5,5
-172.5,8,7
-171.5,4,8
-170.5,9,8
-169.5,2,12
-168.5,4,10
-167.5,9,9
-166.5,11,2
-165.5,4,7
-164.5,2,0
-163.5,4,9
-162.5,2,3
-161.5,6,5
-160.5,2,2
-159.5,2,4
-158.5,1,12
-157.5,1,3
-156.5,0,4
-155.5,3,5
-154.5,4,7
-153.5,7,13
-152.5,2,7
-151.5,5,3
-150.5,3,8
-149.5,4,6
-148.5,2,1
-147.5,5,7
-146.5,4,2
-145.5,1,3
-144.5,1,6
-143.5,2,1
-142.5,3,4
-141.5,5,4
-140.5,6,5
-139.5,5,4
-138.5,2,4
-137.5,6,9
-136.5,3,2
-135.5,4,7
-134.5,5,6
-133.5,7,5
-132.5,4,10
-131.5,1,2
-130.5,2,3
-129.5,0,6
-128.5,6,2
-127.5,0,4
-126.5,3,1
-125.5,5,2
-124.5,3,4
-123.5,3,9
-122.5,0,3
-121.5,2,7
-120.5,0,3
-119.5,2,3
-118.5,1,1
-117.5,3,1
-116.5,2,2
-115.5,2,1
-114.5,0,2
-113.5,3,1
-112.5,1,1
-111.5,0,7
-110.5,1,3
-109.5,7,1
-108.5,1,2
-107.5,2,0
-106.5,2,3
-105.5,0,2
-104.5,2,0
-103.5,0,3
-101.5,3,2
-100.5,3,0
-99.5,1,0
-98.5,2,2
-97.5,1,3
-95.5,1,2
-94.5,1,1
-93.5,1,0
-92.5,2,0
-91.5,2,0
-90.5,0,1
-89.5,1,0
-88.5,1,1
-86.5,1,0
-85.5,1,1
-84.5,0,1
-83.5,0,1
-82.5,0,1
-81.5,1,0
-80.5,1,2
-79.5,0,1
-77.5,1,0
-75.5,1,1
-68.5,0,1
-67.5,0,2
-63.5,1,0
-61.5,1,1
-59.5,1,0
-57.5,1,0
-56.5,0,1
-53.5,0,1
-52.5,2,2
-51.5,0,1
-50.5,7,0
-49.5,1,0
-48.5,0,1
-47.5,4,0
-46.5,2,1
-45.5,1,1
-43.5,3,1
-42.5,2,1
-41.5,0,1
-40.5,3,3
-39.5,6,0
-38.5,4,1
-37.5,2,2
-36.5,3,0
-35.5,4,0
-34.5,6,0
-33.5,2,0
-32.5,3,3
-31.5,14,1
-30.5,9,3
-29.5,23,4
-28.5,9,5
-27.5,25,2
-26.5,17,3
-25.5,27,3
-24.5,25,0
-23.5,9,10
-22.5,30,1
-21.5,15,3
-20.5,9,6
-19.5,35,0
-18.5,21,3
-17.5,42,4
-16.5,36,4
-15.5,57,2
-14.5,41,3
-13.5,55,5
-12.5,68,5
-11.5,132,1
-10.5,218,5
-9.5,294,8
-8.5,1081,1
-7.5,1044,30
-6.5,1566,15
-5.5,1759,13
-4.5,591,17
-3.5,3443,14
-2.5,2171,21
-1.5,2634,20
-0.5,2900,32
0.5,3263,60718
1.5,1928,1101
2.5,961,115
3.5,3914,91
4.5,1907,80
5.5,1484,36
6.5,1599,13
7.5,566,73
8.5,1101,28
9.5,530,50
10.5,347,55
11.5,211,36
12.5,166,29
13.5,107,19
14.5,55,14
15.5,93,36
16.5,54,37
17.5,65,23
18.5,28,23
19.5,113,25
20.5,51,14
21.5,61,16
22.5,35,18
23.5,52,26
24.5,39,11
25.5,32,11
26.5,29,42
27.5,21,18
28.5,12,16
29.5,20,7
30.5,11,32
31.5,8,13
32.5,14,17
33.5,19,7
34.5,8,14
35.5,10,17
36.5,9,3
37.5,19,15
38.5,13,10
39.5,5,6
40.5,4,16
41.5,2,10
42.5,1,71
43.5,1,14
44.5,5,9
45.5,4,7
46.5,1,5
47.5,2,6
48.5,2,8
49.5,1,4
50.5,1,9
51.5,0,10
52.5,2,3
53.5,3,7
54.5,0,9
55.5,0,11
56.5,0,5
57.5,1,10
58.5,1,4
59.5,0,13
60.5,0,9
61.5,2,11
62.5,3,11
63.5,1,5
64.5,3,4
65.5,0,1
66.5,0,7
67.5,1,10
68.5,1,3
69.5,0,7
70.5,0,13
71.5,2,7
72.5,0,6
73.5,0,5
74.5,1,4
75.5,0,6
76.5,1,3
77.5,0,5
78.5,1,3
79.5,1,5
80.5,1,1
81.5,3,5
82.5,1,6
83.5,1,9
84.5,1,6
85.5,1,8
86.5,1,21
87.5,0,9
88.5,9,6
89.5,1,1
90.5,3,2
91.5,2,5
92.5,4,3
93.5,1,6
94.5,1,8
95.5,0,3
96.5,0,5
97.5,0,3
98.5,1,12
99.5,0,4
100.5,3,3
101.5,0,7
102.5,2,3
103.5,1,5
104.5,2,7
105.5,2,6
106.5,1,10
107.5,1,6
108.5,4,23
109.5,1,7
110.5,1,7
111.5,0,12
112.5,1,19
113.5,1,15
114.5,1,14
115.5,2,13
116.5,1,9
117.5,0,6
118.5,0,12
119.5,2,10
120.5,1,13
121.5,0,3
122.5,0,9
123.5,1,11
124.5,2,5
125.5,0,12
126.5,4,16
127.5,2,24
128.5,2,10
129.5,3,12
130.5,4,19
131.5,2,14
132.5,0,15
133.5,4,1
134.5,5,19
135.5,2,27
136.5,1,15
137.5,2,15
138.5,0,24
139.5,0,5
140.5,2,8
141.5,2,12
142.5,2,12
143.5,2,6
144.5,2,12
145.5,0,13
146.5,2,10
147.5,0,4
148.5,2,6
149.5,1,9
150.5,2,3
151.5,2,0
152.5,2,9
153.5,1,4
154.5,1,2
155.5,1,3
156.5,2,5
157.5,3,15
158.5,1,6
159.5,1,5
160.5,3,8
161.5,1,10
162.5,2,4
163.5,2,1
164.5,0,2
165.5,2,7
166.5,2,7
167.5,5,7
168.5,1,10
169.5,0,8
170.5,1,5
171.5,0,1
172.5,1,5
173.5,3,13
174.5,0,9
175.5,1,12
176.5,1,1
177.5,0,8
178.5,4,13
179.5,1,5
180.5,3,5
181.5,0,1
182.5,4,13
183.5,3,11
184.5,4,7
185.5,2,7
186.5,3,8
187.5,2,19
188.5,1,6
189.5,3,17
190.5,1,8
191.5,2,1
192.5,0,5
193.5,5,9
194.5,1,24
195.5,3,6
196.5,0,9
197.5,3,4
198.5,3,6
199.5,2,7
200.5,4,9
201.5,3,5
202.5,2,3
203.5,0,6
204.5,0,2
205.5,1,3
206.5,2,7
207.5,1,4
208.5,3,7
209.5,1,2
210.5,0,14
211.5,0,6
212.5,1,9
213.5,1,3
214.5,0,4
215.5,4,6
216.5,1,5
217.5,0,5
218.5,0,4
219.5,0,3
220.5,2,4
221.5,4,4
222.5,6,3
223.5,0,3
225.5,1,9
226.5,0,3
227.5,3,2
228.5,0,7
229.5,3,8
230.5,1,4
231.5,0,2
232.5,2,1
233.5,2,4
234.5,2,4
235.5,1,0
236.5,0,1
237.5,0,1
238.5,1,1
239.5,1,2
240.5,2,0
242.5,1,3
243.5,1,0
244.5,2,3
245.5,1,3
246.5,2,2
248.5,1,1
249.5,1,2
250.5,0,2
251.5,0,2
252.5,0,2
253.5,0,1
254.5,0,1
255.5,2,1
258.5,1,0
259.5,0,1
260.5,0,2
261.5,1,2
262.5,1,1
264.5,0,1
269.5,1,0
270.5,1,0
271.5,1,0
272.5,0,1
274.5,0,1
