Base index shifted,1500_1#TOP,1500_1#BOT
45.5,0,2
46.5,0,4
47.5,0,1
48.5,1,10
49.5,0,1
50.5,2,3
51.5,0,2
52.5,1,2
53.5,0,1
54.5,0,3
55.5,0,6
56.5,0,3
57.5,0,2
58.5,0,3
59.5,0,3
60.5,0,1
61.5,0,1
62.5,0,1
63.5,0,4
64.5,0,2
65.5,0,1
66.5,0,2
67.5,0,1
68.5,0,1
69.5,0,1
70.5,0,1
71.5,0,2
72.5,1,1
73.5,0,1
74.5,0,5
75.5,0,1
76.5,0,1
77.5,0,1
78.5,2,0
79.5,0,2
81.5,0,1
83.5,0,1
85.5,0,1
86.5,0,2
87.5,0,1
88.5,0,1
89.5,0,1
93.5,0,1
94.5,1,1
97.5,0,1
99.5,0,1
100.5,0,1
101.5,0,2
102.5,0,2
103.5,0,2
104.5,0,2
106.5,0,1
107.5,0,2
108.5,0,2
110.5,0,1
113.5,0,2
116.5,0,2
117.5,0,1
118.5,0,1
119.5,0,1
122.5,0,1
123.5,0,1
124.5,0,1
125.5,0,2
127.5,0,2
128.5,0,2
129.5,0,3
130.5,0,3
132.5,0,2
133.5,0,4
134.5,0,4
135.5,0,1
136.5,0,7
137.5,0,3
138.5,0,2
139.5,0,5
140.5,0,1
141.5,0,2
142.5,0,1
144.5,0,5
145.5,0,2
146.5,0,4
148.5,0,3
149.5,0,2
150.5,0,2
151.5,0,1
152.5,0,1
153.5,0,1
155.5,0,2
156.5,0,1
157.5,0,3
158.5,0,2
162.5,0,2
164.5,0,2
165.5,0,1
166.5,0,4
168.5,0,2
169.5,0,2
170.5,0,3
171.5,0,1
173.5,0,4
174.5,0,2
175.5,0,1
177.5,0,1
178.5,0,3
179.5,0,1
182.5,0,3
183.5,0,1
184.5,0,1
185.5,0,1
186.5,0,3
187.5,0,5
188.5,2,1
189.5,0,2
191.5,0,2
192.5,2,1
193.5,0,1
194.5,0,9
195.5,0,1
200.5,0,4
201.5,0,1
202.5,0,3
203.5,0,1
204.5,0,4
205.5,0,2
206.5,0,3
207.5,0,1
208.5,0,2
209.5,0,1
210.5,0,6
211.5,0,3
212.5,0,3
213.5,0,7
214.5,0,1
216.5,0,3
217.5,0,1
218.5,0,4
219.5,1,4
220.5,0,4
221.5,0,2
222.5,0,1
223.5,0,6
224.5,0,2
225.5,0,3
226.5,0,2
227.5,0,1
228.5,1,5
229.5,0,1
230.5,0,2
231.5,0,1
233.5,0,5
234.5,0,4
235.5,1,7
236.5,0,4
237.5,0,1
238.5,0,1
239.5,0,6
240.5,0,2
242.5,0,1
244.5,0,2
245.5,0,4
246.5,0,2
247.5,0,3
248.5,0,1
249.5,0,3
250.5,0,6
251.5,0,10
252.5,0,7
253.5,0,3
255.5,0,4
256.5,0,2
257.5,0,3
258.5,0,5
259.5,0,1
260.5,0,6
261.5,0,2
262.5,0,4
263.5,0,2
264.5,0,8
265.5,0,2
266.5,0,5
267.5,0,2
268.5,0,3
269.5,0,6
270.5,0,7
271.5,0,3
272.5,0,8
273.5,0,3
274.5,0,4
275.5,0,2
276.5,0,3
277.5,0,9
278.5,0,3
279.5,0,4
280.5,0,7
281.5,0,1
282.5,0,2
283.5,0,10
284.5,0,11
285.5,0,3
286.5,0,6
287.5,0,9
288.5,0,6
289.5,0,6
290.5,0,6
291.5,0,3
292.5,0,9
293.5,0,6
294.5,0,7
295.5,0,12
296.5,0,8
297.5,0,7
298.5,0,8
299.5,0,7
300.5,0,6
301.5,0,2
302.5,0,3
303.5,0,9
304.5,0,11
305.5,0,3
306.5,0,1
307.5,0,4
308.5,0,8
309.5,0,6
310.5,0,1
311.5,0,10
312.5,0,8
313.5,0,10
314.5,0,8
315.5,0,3
316.5,0,5
317.5,0,2
318.5,0,4
319.5,0,6
320.5,0,6
321.5,0,9
322.5,0,8
323.5,0,9
324.5,0,7
325.5,0,13
326.5,1,10
327.5,0,4
328.5,0,6
329.5,0,4
330.5,1,6
331.5,0,3
332.5,1,9
333.5,0,13
334.5,1,9
335.5,0,15
336.5,0,16
337.5,1,6
338.5,0,13
339.5,0,9
340.5,0,4
341.5,0,8
342.5,0,18
343.5,0,4
344.5,0,5
345.5,0,8
346.5,0,5
347.5,1,9
348.5,0,4
349.5,0,17
350.5,0,7
351.5,0,11
352.5,0,7
353.5,0,12
354.5,0,5
355.5,0,7
356.5,0,12
357.5,0,5
358.5,0,5
359.5,0,12
360.5,0,4
361.5,0,11
362.5,0,8
363.5,0,5
364.5,0,9
365.5,0,11
366.5,0,8
367.5,0,5
368.5,0,12
369.5,0,6
370.5,1,7
371.5,0,8
372.5,0,10
373.5,0,6
374.5,1,12
375.5,0,17
376.5,0,10
377.5,0,15
378.5,0,5
379.5,0,6
380.5,0,12
381.5,0,9
382.5,0,4
383.5,0,5
384.5,0,7
385.5,0,2
386.5,0,8
387.5,0,5
388.5,0,11
389.5,0,6
390.5,0,10
391.5,0,3
392.5,0,11
393.5,0,9
394.5,0,9
395.5,0,6
396.5,0,9
397.5,0,12
398.5,0,1
399.5,0,7
400.5,0,10
401.5,0,25
402.5,0,5
403.5,0,2
404.5,0,2
405.5,0,7
406.5,0,15
407.5,0,11
408.5,0,6
409.5,0,15
410.5,0,26
411.5,0,15
412.5,0,5
413.5,0,6
414.5,0,4
415.5,0,10
416.5,0,12
417.5,0,13
418.5,0,9
419.5,0,2
420.5,0,12
421.5,0,8
422.5,0,11
423.5,0,10
424.5,0,7
425.5,0,9
426.5,0,4
427.5,0,2
428.5,0,7
429.5,0,5
430.5,0,9
431.5,0,6
432.5,0,8
433.5,0,1
434.5,0,4
435.5,0,3
436.5,0,2
437.5,0,3
438.5,1,6
439.5,0,14
440.5,0,7
441.5,0,6
442.5,0,10
443.5,0,4
444.5,0,3
445.5,0,6
446.5,0,10
447.5,0,14
448.5,1,1
449.5,0,13
450.5,0,14
451.5,0,4
452.5,1,2
453.5,0,9
454.5,0,9
455.5,0,7
456.5,0,7
457.5,0,11
458.5,0,7
459.5,0,3
460.5,0,3
461.5,0,7
462.5,0,11
463.5,0,2
465.5,0,2
466.5,0,7
467.5,0,8
468.5,0,9
469.5,0,5
470.5,0,5
471.5,0,10
472.5,0,6
473.5,0,5
474.5,0,4
475.5,0,2
476.5,0,3
477.5,0,1
478.5,0,1
480.5,0,1
481.5,0,1
482.5,0,1
484.5,1,0
491.5,0,1
498.5,1,0
534.5,1,0
540.5,0,1
544.5,1,0
547.5,0,2
548.5,0,2
551.5,0,1
553.5,0,1
563.5,0,1
566.5,0,1
591.5,1,1
604.5,1,0
619.5,0,1
