Base index shifted,ATMi4#TOP#AVERAGE,ATMi4#TOP#STD,ATMi4#BOT#AVERAGE,ATMi4#BOT#STD
14.5,0.001906402524350332,0.00022131464906628018,0.00016814540344822516,6.943051829342133e-05
15.5,0.002220730296667084,0.0001173300537045943,0.0004475691476625626,4.5825109144029266e-05
16.5,0.0018934132847434747,0.00041759686949475555,0.0005618730080586517,0.00012292743101289955
17.5,0.0015009038317116657,0.00015380417687369669,0.00026032254378138245,5.208315509418694e-05
18.5,0.0007221996543658855,8.853802623030932e-05,0.00032160332515260325,6.407172995169108e-05
19.5,0.0021555056619783413,0.0009777525119139263,0.0002123820870341002,3.298073698344531e-05
20.5,0.0012153135450065295,5.443676811522513e-05,0.0002596894891351073,2.8923283408675608e-05
21.5,0.0014678890946105123,0.00047108111705145884,0.0002270393053490738,8.14564447663086e-05
22.5,0.0009122451885179416,0.00032930098202423096,0.00011054371732286753,2.303205470344075e-05
23.5,0.0010767496831862147,0.00045962722076545203,0.0004144698900438499,1.2636830057518278e-05
24.5,0.0006453103576995901,5.227640155756974e-05,0.00012660446266956398,4.6946779115878774e-05
25.5,0.000559148511649087,0.0001113685800253101,8.889912727815315e-05,2.0118328031834954e-05
26.5,0.0005496184136205388,0.00016077790886418497,0.0007032045658438886,0.00011110862012445009
27.5,0.0005880791587439578,8.00955966549684e-05,0.0001588014156769857,4.933233880944351e-05
28.5,0.0001420362737962883,7.420609445401892e-05,9.384712457323124e-05,2.4325246562394662e-05
29.5,0.0006162187427020062,0.00017477589379041593,7.707227675290137e-05,2.1163004742581504e-05
30.5,0.0001803038574364519,4.2442573388677804e-05,0.0002591580032858019,0.0001346356242668545
31.5,0.0003331948068905927,9.227159890642463e-05,0.00012964491775582256,7.852910774267407e-05
32.5,0.00027517254479813804,5.741307472609206e-05,0.00016269059821938565,6.883323275775676e-05
33.5,0.00024627409128380977,6.278614169494335e-05,8.612233664358094e-05,1.3464152309661403e-05
34.5,0.00034117497222603847,7.12721133588956e-05,0.00015721527202093482,4.552766332936723e-06
35.5,0.0001709669208911592,2.864556807245666e-05,0.00010649523188241564,3.978717698362887e-05
36.5,0.0004286935894863884,0.00016522655919636256,0.00010879547801209996,2.5950731252409388e-05
37.5,0.0005504094767573612,6.098123908186994e-05,0.00011665489092425821,2.2466549013612497e-05
38.5,0.00039102390749979184,0.00019626236549325797,0.00013856035266399417,4.910150033324043e-05
39.5,0.0002469041865179193,7.122433669373121e-05,6.32363152218604e-05,2.3679340042046107e-05
40.5,0.0002100255676681452,0.00011910343718446016,0.00014531016642498946,5.985534979203625e-05
41.5,0.00015279436871251304,9.445606099983575e-05,0.00010218028923361263,4.374560420849832e-05
42.5,0.00011446239791126433,5.86946980159277e-05,0.00047807423127103107,0.00015139465145516066
43.5,5.656891014098e-05,7.489449276770986e-05,0.0003909508139758543,8.437857896146584e-05
44.5,3.839635796233388e-05,4.4315322300605304e-05,0.00011379705246232765,3.814927503576424e-05
45.5,0.00011515688030645904,0.00012681160243206284,9.419183685227596e-05,6.344821176274292e-06
46.5,4.7829875249254304e-05,4.410334059525038e-05,9.069815098740557e-05,4.5852974795830834e-05
47.5,1.8834840993298286e-05,1.6311522258576467e-05,6.1619908136936e-05,4.900138966485708e-05
48.5,7.67283287635826e-05,8.865271479942461e-05,0.00014432960674300488,5.7959305587136554e-05
49.5,9.562755691796603e-05,7.337686018365388e-05,0.00012639158261636244,3.1470695203401304e-05
