Base index shifted,400#TOP#AVERAGE,400#TOP#STD,400#BOT#AVERAGE,400#BOT#STD
-2.5,0.05291295524074811,0.0019199880225241309,9.602929635218914e-05,6.057362456556991e-05
-1.5,0.03456086961901071,0.0018507561976753256,0.0002162152329678462,4.930691093043643e-05
-0.5,0.05072420450536627,0.00246497314574649,0.00021722995312865802,0.00012206994857036298
0.5,0.07952452475708831,0.004413293008479468,0.9866229745623215,0.0001379727336494275
1.5,0.04286087939583473,0.0017476562369232106,0.003134122785804646,0.0006192164728028282
2.5,0.07065050872452103,0.0026701994912201777,0.00028473874438390454,0.00014907179990679382
3.5,0.06196758744223765,0.001265691057525988,0.0009310627224543643,0.0001355246781887492
4.5,0.036569754313071655,0.0005728950582622981,0.00023837568877306702,5.841941189948944e-05
5.5,0.05328596782172421,0.002338304281978073,0.00020513500506523578,6.561292334017296e-05
6.5,0.02145069942307999,0.00197533264842525,9.535281624498125e-05,5.4558937675689375e-05
7.5,0.04707253009765511,0.0029789585027856797,0.0001733934218275479,2.9859049451542314e-05
8.5,0.030453644120571787,0.0006369643699022141,0.00038392508561088017,6.29969676278407e-05
9.5,0.015223794160632442,0.0008221377918170036,0.0003068992001891254,0.00018398571261292
10.5,0.00674470867580867,0.000987252657550761,0.00016368422786316325,6.357332713741585e-05
11.5,0.00879184333826336,0.0010576831648882545,0.0002956268724886386,9.036712629263553e-05
12.5,0.010756145187136112,0.0013848561549781998,0.0002547191388168186,5.861141489516313e-05
13.5,0.006127871957125595,0.000636540271795943,0.00012810911964348097,5.81604705590951e-05
14.5,0.0040735030242397335,0.00036053000965508735,0.00030978203827626674,7.108979958945988e-05
15.5,0.0019127803147268448,0.0004393369148924341,0.00014268463247448182,6.724030419759034e-05
16.5,0.00285276663579567,0.0005825373218521799,0.0001167546849532254,6.435492623739454e-05
17.5,0.0023794566981209827,0.0005188799114285282,0.00019774216188889218,7.012694141039639e-05
18.5,0.001801025725658203,0.00014953624029141635,3.898828615830393e-05,5.749136902604403e-06
19.5,0.0008335750868992223,4.417180934169797e-05,0.00013830269391719715,2.7801326406302232e-05
20.5,0.0008612845519176884,0.00028073083455386295,8.153589051095707e-05,4.844943281723417e-05
21.5,0.0017402883474840355,0.0003034283647426966,0.000288310766257026,0.0001754063560157924
22.5,0.0006552079867378158,6.222946632074464e-05,0.00014542133030589558,4.8339861249552834e-05
23.5,0.0012887463517844762,0.0005163707611683258,3.180561650364668e-05,9.965508729357755e-06
24.5,0.001035004785608327,0.0001219118782823027,0.00010923377524496423,5.1632575084908164e-05
25.5,0.0008973461141211084,0.00027540635338577394,0.00013508161577645186,0.00011926077202927714
26.5,0.0006108607174741826,0.0003483809004644038,2.852050509694261e-05,3.311349742812194e-05
27.5,0.0002660944755487475,5.024001312045004e-05,6.449788663618761e-05,5.754028870645708e-05
28.5,0.0004269830039987004,2.1143817800260143e-05,0.00011039463566150363,4.4799993275331053e-05
29.5,0.0005416729218310883,2.8219461465136345e-05,0.00017838780722608167,6.81459590170338e-05
30.5,0.00041646100460933534,0.00012955001197432532,0.00011395395385585285,2.689285288164236e-05
31.5,0.0003157346655662724,0.00012318282214353205,7.380480728100952e-05,4.664672917996592e-05
32.5,0.0005461020957416723,0.0001419806214600767,9.179349805063203e-05,3.0150902904438432e-05
33.5,0.00060368645259191,0.0003110709144076264,7.051969587430545e-05,3.0663095761565135e-05
34.5,0.0005758601633035554,0.00013910715273557757,0.00017072075726209292,7.898830440023146e-05
35.5,0.0005729912246645504,0.00042501090841995625,0.00013078178420893594,3.429886279739701e-05
36.5,0.0012420185111536761,0.00032795964615888677,6.0262088334630504e-05,2.693803629293921e-05
37.5,0.0005284562656151824,0.00013358551331111034,0.00025253085456069515,4.2577438095202906e-05
38.5,0.0005049582819471165,0.00013778997962181518,0.00010280969268728366,6.998658298631834e-05
39.5,0.0003246664269096093,0.00011888233331260281,6.443385337022882e-05,4.3508722885045535e-05
40.5,0.00018455377053305498,6.0319260036890474e-05,8.488503518361994e-05,1.9428408212500516e-05
41.5,0.0002833553547000173,2.7909861088331698e-05,5.6976976927926424e-05,1.344642644082118e-05
42.5,0.0002923809609362216,0.00031678339853290823,7.441725412225863e-05,2.8058232569797342e-05
43.5,0.00017501936565431406,0.00012524853675269186,3.48165211227056e-05,4.3014032499124145e-05
44.5,0.0002111313620028818,8.594717887481361e-05,4.6234989078919954e-05,4.880328761761542e-05
45.5,0.0002755050327601719,0.0002875542894322882,3.898828615830393e-05,5.749136902604403e-06
46.5,0.00012301903564032078,8.904479999501284e-05,7.024548908666031e-05,5.161519243050675e-05
47.5,0.00015797617906322816,6.462819846697334e-05,4.254760435265315e-05,4.3106484820666046e-05
48.5,0.00022165336139224687,6.565114476002456e-05,8.905680021921826e-05,2.386241118586554e-05
49.5,0.00019074044090470338,0.00014392755280771363,6.361123300729336e-05,1.993101745871551e-05
