Base index,1500_2#TOP,1500_2#BOT
460,1,2
461,2,0
462,3,0
463,2,0
464,6,0
465,3,0
466,1,1
467,4,0
469,3,0
472,2,0
473,0,3
474,1,0
475,2,0
477,2,0
478,0,1
481,1,0
482,2,0
483,2,1
484,2,0
485,2,0
486,3,0
487,2,0
488,3,1
489,1,1
490,2,1
492,1,0
493,2,0
495,2,0
496,1,0
497,1,0
499,1,0
500,1,0
501,1,1
502,1,0
505,0,1
506,1,0
507,2,0
508,0,1
511,3,1
513,1,0
514,1,1
515,0,2
516,1,0
518,1,0
519,1,0
520,0,1
521,1,0
522,0,1
523,0,1
524,0,1
528,1,0
532,2,0
533,2,0
534,3,0
537,0,1
541,3,0
543,1,0
545,1,0
546,1,0
548,1,0
549,1,0
550,0,1
551,1,0
553,0,1
557,1,0
558,0,1
559,1,0
560,1,0
562,1,0
563,3,1
564,1,0
565,0,1
569,2,0
573,0,1
576,1,0
577,1,0
578,1,1
579,0,1
587,1,0
599,1,0
600,1,0
601,1,1
603,2,0
605,1,0
613,1,0
614,0,2
626,1,1
635,0,1
639,1,0
649,1,0
658,1,0
664,1,0
666,1,0
674,2,0
680,0,1
682,1,2
684,2,0
687,0,1
689,0,1
691,0,1
699,1,0
701,1,1
705,0,1
709,1,0
712,1,0
714,2,0
715,1,0
716,1,1
717,1,0
718,0,1
720,0,1
721,2,0
722,1,0
723,1,0
724,0,1
725,5,0
726,1,0
727,3,0
729,1,0
730,4,0
731,1,0
732,11,0
733,30,0
734,33,0
735,64,0
736,47,0
737,76,0
738,56,0
739,55,0
740,91,0
741,106,0
742,125,1
743,183,0
744,137,1
745,64,0
746,102,1
747,88,2
748,125,3
749,96,3
750,102,1
751,127,14175
752,92,40
753,157,4
754,134,9
755,93,3
756,145,5
757,98,0
758,177,2
759,98,3
760,70,6
761,34,0
762,36,6
763,53,2
764,39,2
765,17,4
766,10,2
767,18,2
768,8,8
769,15,2
770,2,4
771,5,3
772,6,8
773,6,2
774,3,0
775,4,1
776,1,4
777,2,1
778,1,0
779,1,1
780,2,1
781,0,1
783,1,2
784,0,1
785,1,2
786,0,2
787,1,3
788,1,0
789,3,2
790,0,1
791,1,4
792,1,0
793,0,2
794,0,5
796,0,2
797,0,2
798,0,2
799,0,3
800,0,4
801,1,1
802,0,1
804,0,2
806,0,1
807,0,2
808,0,1
809,1,1
811,1,0
812,0,1
813,0,3
815,0,2
818,0,2
820,0,1
821,1,0
822,0,2
823,0,2
824,0,1
825,0,4
826,0,1
827,0,2
828,0,1
829,0,1
834,0,1
835,1,0
837,0,1
839,0,1
840,1,0
842,0,2
843,1,0
845,0,1
846,0,1
850,0,2
853,1,1
854,0,1
856,0,1
857,0,1
858,0,1
859,0,2
861,0,1
862,0,2
863,0,2
864,0,1
865,0,3
868,0,1
874,0,3
876,0,4
878,0,2
880,0,1
882,0,2
884,0,1
886,0,2
887,0,4
888,0,2
891,0,1
894,0,1
895,0,1
896,0,1
897,0,1
898,0,1
899,0,1
903,0,1
905,0,1
908,0,1
911,0,1
913,0,1
914,0,2
917,0,1
918,0,1
919,0,1
924,0,2
925,0,1
926,0,3
927,0,1
929,0,1
930,0,1
933,1,1
934,0,2
935,0,1
938,0,3
940,0,1
945,0,5
946,0,2
947,0,1
950,0,1
951,0,2
952,0,4
953,0,1
954,0,3
957,0,1
958,0,1
961,0,1
962,0,1
963,0,3
964,0,3
965,0,1
966,0,1
968,0,1
969,0,2
970,0,1
971,0,2
975,1,2
976,0,3
977,0,2
979,0,1
980,1,2
981,0,1
982,0,1
984,0,2
985,0,1
986,0,1
988,0,3
989,0,2
990,0,3
991,1,5
992,0,1
993,0,1
994,0,2
995,0,2
996,0,1
997,0,1
998,0,2
1000,0,1
1001,0,5
1002,0,3
1003,0,7
1004,0,2
1005,0,3
1006,0,2
1007,0,1
1008,0,3
1009,0,1
1010,0,1
1011,0,2
1013,0,3
1014,0,2
1016,0,2
1017,0,1
1018,0,4
1019,0,1
1020,0,1
1021,0,5
1022,0,2
1023,0,5
1024,0,1
1025,0,1
1026,0,4
1027,0,2
1028,0,3
1029,0,2
1030,0,3
1031,0,2
1033,0,1
1034,0,2
1035,2,1
1036,0,3
1037,0,1
1038,0,3
1039,0,3
1040,1,4
1041,0,1
1042,0,2
1043,0,2
1044,0,3
1045,0,5
1046,0,2
1047,0,3
1048,0,1
1049,0,3
1050,0,3
1051,1,2
1052,0,2
1053,0,3
1054,0,5
1055,0,7
1056,1,4
1058,0,4
1059,0,2
1060,1,3
1061,1,4
1062,0,5
1063,0,8
1064,0,3
1065,0,2
1066,1,0
1067,0,3
1068,0,5
1069,0,4
1070,0,1
1071,0,2
1072,0,3
1073,0,5
1074,0,4
1075,0,1
1076,0,5
1077,0,6
1078,0,5
1079,0,3
1080,0,5
1082,0,2
1083,1,4
1084,0,7
1085,0,3
1086,0,16
1087,0,3
1088,1,1
1089,0,5
1090,0,4
1091,0,7
1092,0,6
1093,0,6
1094,0,3
1095,0,6
1096,0,9
1097,0,5
1098,0,5
1099,0,2
1100,0,6
1101,0,4
1102,0,9
1103,0,3
1104,0,4
1105,0,1
1106,0,2
1107,0,4
1108,1,0
1109,0,5
1110,0,11
1111,0,4
1112,0,5
1113,0,6
1114,0,4
1115,0,3
1116,1,10
1117,0,4
1118,0,5
1119,0,10
1120,1,7
1122,0,5
1123,1,3
1124,0,5
1125,0,9
1126,0,8
1127,0,7
1128,1,4
1129,0,4
1130,0,4
1131,0,6
1132,0,8
1133,0,4
1134,0,9
1135,1,2
1136,0,9
1137,0,12
1138,0,4
1139,0,9
1140,0,9
1141,0,11
1142,0,5
1143,0,8
1144,0,1
1145,0,7
1146,1,4
1147,0,7
1148,0,7
1149,0,2
1150,0,2
1151,0,6
1152,0,8
1153,0,1
1154,0,4
1155,0,4
1156,1,6
1157,0,9
1158,0,5
1159,1,4
1160,0,3
1161,0,12
1162,0,5
1163,0,7
1164,0,9
1165,0,4
1166,0,6
1167,0,3
1168,0,8
1169,0,4
1170,0,2
1171,0,8
1172,0,8
1173,0,7
1174,1,10
1175,0,12
1176,0,1
1177,0,4
1178,0,2
1179,0,4
1180,0,2
1181,0,9
1182,0,2
1183,1,7
1184,0,4
1185,0,3
1186,0,4
1187,0,3
1188,0,4
1189,0,4
1190,0,6
1191,0,8
1192,0,4
1193,0,8
1194,0,4
1195,0,6
1196,1,2
1197,0,9
1198,0,12
1199,0,10
1200,0,7
1201,0,4
1202,0,6
1203,1,2
1204,1,4
1205,0,2
1206,0,5
1207,0,3
1208,0,7
1209,0,4
1211,0,2
1212,0,4
1213,0,8
1214,0,2
1215,0,2
1216,0,2
1217,0,6
1218,0,4
1219,0,5
1220,0,1
1221,0,3
1222,0,2
1223,0,2
1224,0,2
1225,0,2
1246,1,0
1250,1,0
1252,1,0
1260,1,0
1262,1,0
1266,1,0
1272,1,0
1278,1,0
1285,1,0
1288,0,1
1290,0,1
1293,1,0
1294,0,1
1297,0,1
1299,0,2
1301,0,1
1302,0,1
1303,0,4
1305,0,1
1311,0,1
1314,0,3
1316,0,2
1317,0,1
1320,1,0
1322,0,1
1323,0,2
1325,0,1
1326,0,2
1329,0,1
1330,0,1
1331,0,2
1333,0,1
1334,0,1
1335,0,1
1337,0,1
1340,0,1
1341,0,1
1343,1,0
1352,0,1
1353,0,1
1355,0,1
1358,1,0
1359,0,1
1360,0,1
1361,0,1
1369,0,1
1378,0,1
1411,1,0
1416,0,1
