Base index shifted,1500_3#TOP,1500_3#BOT
-566.5,1,0
-565.5,1,1
-564.5,1,0
-562.5,2,0
-560.5,2,0
-559.5,1,0
-556.5,1,0
-555.5,0,1
-554.5,1,0
-553.5,1,0
-552.5,2,2
-551.5,1,0
-550.5,1,0
-549.5,1,1
-548.5,1,0
-546.5,2,1
-545.5,1,0
-544.5,1,0
-542.5,3,0
-541.5,1,2
-540.5,1,1
-539.5,1,0
-538.5,1,0
-537.5,1,0
-536.5,0,2
-535.5,1,1
-534.5,1,0
-531.5,0,1
-528.5,0,1
-524.5,0,1
-522.5,1,0
-521.5,1,1
-520.5,0,1
-518.5,1,0
-515.5,0,1
-514.5,1,0
-513.5,2,0
-512.5,1,0
-510.5,1,0
-509.5,1,0
-508.5,1,0
-507.5,1,0
-506.5,2,0
-504.5,3,1
-502.5,1,0
-501.5,1,1
-500.5,1,0
-498.5,1,0
-497.5,0,1
-495.5,1,0
-494.5,2,1
-493.5,1,1
-487.5,1,0
-486.5,1,0
-484.5,1,0
-483.5,2,0
-482.5,3,0
-481.5,2,1
-480.5,2,1
-479.5,0,1
-478.5,3,0
-476.5,1,0
-474.5,1,0
-473.5,2,0
-472.5,0,1
-471.5,1,0
-470.5,1,1
-469.5,5,0
-467.5,1,1
-466.5,1,0
-464.5,3,1
-463.5,2,0
-460.5,4,0
-459.5,6,0
-458.5,3,0
-456.5,1,0
-455.5,1,1
-454.5,1,0
-453.5,2,2
-452.5,1,1
-451.5,1,0
-450.5,1,0
-449.5,1,1
-448.5,1,0
-446.5,2,0
-445.5,3,0
-444.5,1,0
-442.5,1,1
-441.5,0,3
-440.5,2,2
-438.5,1,1
-437.5,6,1
-435.5,4,0
-434.5,1,0
-433.5,1,0
-432.5,1,1
-431.5,1,1
-430.5,2,0
-429.5,2,0
-428.5,2,3
-427.5,3,1
-426.5,2,0
-425.5,2,0
-424.5,4,1
-423.5,2,0
-422.5,2,1
-421.5,2,0
-420.5,7,1
-419.5,3,0
-417.5,2,0
-416.5,2,0
-415.5,2,0
-414.5,2,0
-413.5,0,1
-412.5,2,0
-411.5,0,3
-410.5,5,0
-409.5,1,1
-408.5,2,1
-407.5,0,1
-406.5,2,0
-405.5,1,0
-404.5,3,2
-402.5,2,0
-401.5,3,2
-400.5,4,0
-399.5,3,1
-397.5,1,0
-395.5,1,0
-394.5,0,1
-393.5,1,1
-391.5,2,2
-390.5,5,1
-389.5,1,1
-388.5,1,0
-387.5,3,0
-386.5,1,1
-385.5,5,1
-384.5,1,1
-383.5,2,1
-382.5,3,0
-381.5,2,1
-380.5,3,0
-379.5,3,0
-378.5,3,0
-377.5,2,0
-376.5,0,1
-375.5,1,0
-374.5,6,0
-373.5,1,4
-372.5,2,0
-371.5,1,0
-370.5,4,1
-369.5,3,1
-368.5,1,1
-367.5,2,2
-366.5,2,0
-365.5,1,0
-364.5,2,0
-362.5,5,1
-361.5,1,0
-360.5,3,1
-359.5,2,1
-358.5,4,1
-357.5,2,2
-356.5,5,0
-355.5,3,0
-354.5,4,2
-353.5,1,0
-352.5,2,2
-351.5,4,2
-350.5,4,0
-349.5,3,1
-348.5,5,0
-347.5,5,1
-346.5,1,0
-345.5,3,2
-344.5,2,1
-343.5,5,0
-342.5,1,5
-341.5,4,1
-340.5,3,0
-339.5,1,1
-338.5,1,1
-337.5,1,1
-336.5,3,0
-335.5,0,2
-334.5,2,1
-333.5,5,0
-332.5,3,0
-331.5,3,0
-330.5,3,0
-329.5,2,0
-327.5,5,1
-326.5,3,2
-325.5,1,1
-324.5,2,1
-323.5,3,0
-322.5,1,0
-321.5,1,1
-320.5,3,1
-319.5,2,0
-318.5,1,1
-317.5,1,2
-316.5,3,0
-315.5,1,0
-314.5,3,2
-313.5,5,1
-312.5,0,2
-311.5,2,0
-309.5,3,3
-308.5,2,1
-307.5,1,0
-306.5,2,1
-305.5,5,0
-304.5,4,0
-303.5,0,1
-302.5,2,0
-300.5,2,1
-299.5,0,1
-298.5,2,1
-297.5,0,1
-296.5,2,1
-295.5,2,0
-294.5,3,1
-292.5,2,2
-291.5,3,1
-290.5,1,1
-289.5,3,1
-288.5,1,0
-287.5,2,0
-286.5,1,1
-285.5,3,0
-284.5,0,2
-282.5,2,0
-281.5,2,1
-280.5,1,0
-279.5,2,0
-278.5,0,1
-277.5,1,1
-276.5,4,3
-275.5,0,2
-271.5,0,1
-270.5,3,0
-269.5,2,2
-268.5,1,1
-266.5,1,1
-265.5,1,0
-264.5,2,0
-263.5,2,1
-262.5,4,0
-261.5,3,0
-260.5,5,0
-259.5,3,0
-258.5,3,0
-257.5,0,1
-256.5,1,1
-254.5,2,0
-251.5,2,0
-250.5,2,0
-249.5,1,0
-248.5,1,0
-247.5,1,0
-246.5,1,2
-245.5,0,1
-244.5,2,1
-243.5,2,0
-241.5,1,1
-240.5,1,1
-238.5,0,1
-237.5,2,0
-236.5,2,1
-235.5,1,0
-234.5,1,0
-233.5,0,1
-232.5,2,0
-231.5,1,0
-230.5,0,1
-227.5,0,1
-226.5,0,2
-224.5,1,0
-223.5,0,2
-222.5,1,0
-221.5,1,0
-220.5,0,1
-219.5,1,0
-218.5,3,1
-217.5,1,0
-216.5,3,0
-215.5,1,0
-214.5,2,0
-212.5,1,0
-211.5,1,1
-209.5,0,1
-207.5,2,0
-205.5,1,0
-202.5,1,1
-201.5,2,0
-199.5,0,1
-198.5,0,1
-197.5,2,0
-196.5,0,1
-194.5,1,0
-193.5,2,0
-192.5,1,2
-191.5,1,0
-189.5,1,1
-188.5,1,0
-187.5,1,1
-186.5,0,1
-185.5,2,0
-183.5,0,2
-181.5,1,0
-180.5,2,1
-179.5,1,0
-178.5,2,0
-177.5,1,0
-176.5,1,0
-175.5,0,1
-174.5,2,0
-173.5,0,1
-172.5,0,1
-171.5,0,1
-170.5,1,0
-166.5,0,2
-165.5,1,1
-164.5,1,0
-163.5,1,0
-162.5,1,0
-157.5,2,0
-156.5,1,2
-154.5,0,2
-153.5,1,0
-150.5,1,0
-147.5,0,2
-146.5,0,1
-145.5,0,1
-139.5,1,0
-138.5,0,1
-134.5,0,1
-132.5,1,0
-123.5,0,1
-122.5,0,1
-121.5,0,1
-120.5,1,0
-118.5,0,1
-106.5,1,0
-104.5,1,0
-102.5,0,2
-101.5,0,1
-99.5,0,1
-93.5,1,0
-92.5,1,0
-84.5,0,1
-79.5,0,2
-77.5,2,0
-76.5,1,0
-71.5,4,0
-68.5,0,1
-59.5,1,0
-56.5,1,0
-54.5,1,0
-53.5,1,0
-52.5,1,0
-50.5,1,0
-49.5,1,0
-48.5,0,1
-46.5,2,0
-45.5,1,0
-43.5,1,0
-42.5,2,0
-41.5,0,1
-39.5,1,0
-38.5,1,0
-37.5,3,0
-36.5,2,1
-35.5,1,0
-34.5,2,1
-33.5,4,0
-31.5,3,0
-30.5,1,0
-29.5,3,1
-28.5,1,0
-27.5,0,1
-26.5,1,1
-25.5,5,0
-24.5,5,0
-23.5,3,0
-22.5,3,0
-21.5,1,0
-20.5,13,0
-19.5,7,0
-18.5,34,0
-17.5,47,0
-16.5,92,0
-15.5,169,0
-14.5,97,1
-13.5,151,0
-12.5,124,0
-11.5,145,3
-10.5,253,0
-9.5,305,1
-8.5,310,0
-7.5,467,2
-6.5,277,2
-5.5,178,3
-4.5,262,1
-3.5,279,4
-2.5,327,1
-1.5,191,4
-0.5,315,2
0.5,378,14722
1.5,225,117
2.5,396,7
3.5,351,17
4.5,290,4
5.5,459,3
6.5,230,4
7.5,479,6
8.5,304,7
9.5,189,5
10.5,100,2
11.5,141,7
12.5,156,5
13.5,106,2
14.5,49,5
15.5,36,2
16.5,41,0
17.5,37,4
18.5,36,2
19.5,16,4
20.5,12,0
21.5,21,1
22.5,5,1
23.5,13,0
24.5,3,2
25.5,5,3
26.5,3,2
27.5,4,1
28.5,1,5
29.5,2,3
30.5,4,1
31.5,2,4
32.5,5,3
33.5,9,0
34.5,1,6
35.5,3,0
36.5,2,3
37.5,1,3
38.5,2,0
39.5,1,1
40.5,0,4
41.5,2,0
42.5,1,0
43.5,0,4
45.5,0,2
47.5,1,2
48.5,0,5
49.5,0,1
50.5,1,4
51.5,1,2
52.5,2,1
53.5,0,4
54.5,0,1
55.5,3,3
56.5,0,2
57.5,2,0
60.5,1,0
61.5,1,2
62.5,0,1
63.5,0,2
64.5,0,2
65.5,1,3
66.5,0,1
67.5,0,1
68.5,3,2
69.5,0,4
70.5,0,7
72.5,0,2
73.5,2,2
74.5,0,3
75.5,0,1
76.5,0,1
77.5,0,2
78.5,2,0
79.5,0,1
81.5,0,1
83.5,1,1
85.5,0,1
86.5,2,1
87.5,0,1
88.5,0,3
89.5,0,2
91.5,0,2
92.5,1,2
94.5,0,1
96.5,0,1
97.5,0,1
99.5,0,2
101.5,1,2
102.5,1,1
103.5,0,1
104.5,2,0
106.5,1,2
107.5,0,1
108.5,0,5
109.5,0,1
110.5,1,0
111.5,0,1
113.5,0,1
114.5,0,2
115.5,0,8
116.5,1,3
117.5,1,1
118.5,0,1
119.5,0,1
120.5,0,1
121.5,0,2
124.5,0,1
127.5,0,1
129.5,1,4
130.5,0,1
131.5,0,2
132.5,0,1
134.5,0,2
136.5,0,3
137.5,0,1
138.5,0,3
140.5,0,1
142.5,0,1
143.5,0,1
144.5,1,1
145.5,0,2
148.5,0,3
149.5,0,1
151.5,0,1
152.5,0,1
155.5,0,2
156.5,0,1
157.5,0,2
158.5,1,0
160.5,1,2
161.5,1,0
162.5,1,1
163.5,0,2
164.5,0,1
165.5,0,2
166.5,1,3
167.5,1,0
169.5,0,2
170.5,1,0
171.5,0,2
173.5,0,2
174.5,0,3
175.5,0,2
178.5,1,3
179.5,1,0
181.5,0,1
182.5,0,6
184.5,0,1
185.5,0,1
186.5,1,1
187.5,1,1
189.5,1,1
190.5,0,2
191.5,0,2
194.5,0,2
195.5,0,3
196.5,1,1
198.5,0,1
199.5,1,1
200.5,1,0
201.5,0,1
202.5,0,2
204.5,0,2
205.5,0,1
206.5,0,1
208.5,0,1
209.5,1,1
210.5,0,1
211.5,0,1
212.5,0,3
213.5,0,3
214.5,0,1
216.5,0,2
217.5,0,2
219.5,1,1
220.5,2,0
221.5,1,0
222.5,0,2
223.5,0,1
225.5,1,5
226.5,1,3
227.5,0,3
228.5,0,3
229.5,2,2
230.5,0,3
231.5,0,1
232.5,0,1
233.5,1,6
234.5,1,5
235.5,0,3
236.5,0,2
238.5,1,3
239.5,0,5
240.5,1,1
241.5,1,2
243.5,1,3
244.5,0,6
245.5,1,2
246.5,1,5
247.5,0,2
248.5,1,1
249.5,0,1
250.5,0,6
251.5,1,5
252.5,1,3
253.5,1,2
254.5,1,0
255.5,0,3
256.5,0,1
257.5,1,0
258.5,0,4
259.5,1,1
260.5,1,0
261.5,1,4
262.5,1,3
263.5,0,2
264.5,0,3
265.5,0,3
266.5,1,6
267.5,1,2
268.5,2,1
269.5,0,4
270.5,0,3
271.5,0,1
272.5,0,4
273.5,1,6
274.5,1,5
275.5,0,2
276.5,0,1
277.5,0,5
278.5,0,5
279.5,0,1
280.5,1,4
281.5,0,3
282.5,0,1
283.5,0,5
284.5,2,2
285.5,0,3
286.5,0,9
287.5,1,4
288.5,1,4
289.5,0,7
290.5,0,4
291.5,0,3
292.5,0,1
293.5,1,5
294.5,1,14
295.5,1,7
296.5,0,7
297.5,0,4
299.5,0,4
300.5,0,3
301.5,0,2
302.5,0,1
303.5,0,3
304.5,0,1
305.5,0,3
306.5,1,3
307.5,1,4
308.5,0,4
309.5,0,4
310.5,1,2
311.5,0,4
312.5,0,9
313.5,0,5
314.5,1,3
315.5,0,4
316.5,0,2
317.5,0,8
318.5,0,7
319.5,0,4
320.5,2,1
321.5,0,3
322.5,1,3
323.5,0,13
324.5,0,8
325.5,0,15
326.5,0,10
327.5,0,9
328.5,0,7
329.5,0,3
330.5,0,3
331.5,1,3
332.5,0,8
333.5,0,9
334.5,0,7
335.5,0,10
336.5,0,9
337.5,0,6
338.5,0,10
339.5,1,9
340.5,0,3
341.5,0,6
342.5,0,9
343.5,0,11
344.5,0,9
345.5,1,9
346.5,1,5
347.5,2,8
348.5,0,1
349.5,0,6
350.5,0,6
351.5,0,7
352.5,0,7
353.5,3,13
354.5,1,4
355.5,1,6
356.5,0,6
357.5,0,5
358.5,0,3
359.5,0,8
360.5,0,9
361.5,0,7
362.5,1,4
363.5,0,4
364.5,0,6
365.5,0,7
366.5,1,6
367.5,1,9
368.5,0,9
369.5,1,8
370.5,0,7
371.5,1,5
372.5,1,8
373.5,0,13
374.5,0,10
375.5,0,13
376.5,0,9
377.5,0,6
378.5,1,7
379.5,0,8
380.5,1,4
381.5,0,8
382.5,1,1
383.5,0,6
384.5,0,6
385.5,1,10
386.5,0,9
387.5,0,3
388.5,1,6
389.5,0,12
390.5,0,8
391.5,0,5
392.5,0,7
393.5,1,6
394.5,0,8
395.5,1,6
396.5,0,8
397.5,0,9
398.5,1,4
399.5,2,5
400.5,3,9
401.5,0,13
402.5,0,9
403.5,1,4
404.5,1,4
405.5,0,8
406.5,0,17
407.5,2,12
408.5,0,3
409.5,0,14
410.5,0,15
411.5,0,9
412.5,0,4
413.5,0,6
414.5,0,8
415.5,1,7
416.5,1,6
417.5,0,5
418.5,0,5
419.5,0,5
420.5,0,8
421.5,1,9
422.5,0,7
423.5,0,15
424.5,0,12
425.5,0,4
426.5,0,6
427.5,1,6
428.5,0,16
429.5,1,9
430.5,1,8
431.5,1,10
432.5,1,16
433.5,0,7
434.5,0,15
435.5,0,2
436.5,1,8
437.5,0,6
438.5,0,3
439.5,0,17
440.5,0,4
441.5,0,8
442.5,2,9
443.5,0,5
444.5,0,3
445.5,0,8
446.5,1,8
447.5,0,10
448.5,0,4
449.5,0,6
450.5,0,12
451.5,0,15
452.5,1,11
453.5,0,10
454.5,0,6
455.5,0,5
456.5,0,7
457.5,0,19
458.5,0,7
459.5,0,6
460.5,1,5
461.5,0,19
462.5,1,11
463.5,0,3
464.5,1,3
465.5,0,7
466.5,0,8
467.5,1,19
468.5,0,14
469.5,0,5
470.5,0,8
471.5,0,2
472.5,0,12
473.5,0,7
474.5,1,3
475.5,1,1
476.5,0,1
477.5,0,4
478.5,0,1
480.5,1,1
481.5,1,2
482.5,1,0
483.5,1,1
484.5,0,1
485.5,1,0
486.5,1,0
488.5,0,2
489.5,2,0
490.5,1,0
492.5,0,1
494.5,1,0
498.5,1,0
499.5,1,0
506.5,1,0
513.5,1,0
517.5,1,0
525.5,1,0
539.5,1,2
540.5,0,1
541.5,0,1
543.5,1,0
544.5,0,1
546.5,0,1
550.5,1,0
551.5,0,2
556.5,2,0
559.5,1,2
560.5,0,1
561.5,0,1
562.5,0,2
567.5,1,0
568.5,0,1
571.5,1,2
575.5,0,1
576.5,0,1
579.5,0,1
582.5,0,1
583.5,1,0
588.5,0,2
592.5,1,0
597.5,0,2
598.5,0,1
604.5,0,1
610.5,0,1
614.5,0,1
616.5,0,2
624.5,1,0
627.5,1,0
637.5,0,1
642.5,0,1
647.5,1,0
663.5,0,1
