Base index shifted,704_2#TOP,704_2#BOT
233.5,0,1
234.5,4,0
236.5,2,0
237.5,0,1
238.5,1,0
239.5,1,0
242.5,1,0
243.5,1,0
247.5,0,1
250.5,0,2
255.5,0,1
264.5,0,1
