Base index shifted,ATMi2_2#TOP,ATMi2_2#BOT
-176.5,4,4
-175.5,3,1
-174.5,6,3
-173.5,2,3
-172.5,10,2
-171.5,1,3
-170.5,6,4
-169.5,3,1
-168.5,2,7
-167.5,3,1
-166.5,6,2
-165.5,2,0
-164.5,5,0
-163.5,5,3
-162.5,3,3
-161.5,0,1
-160.5,4,1
-159.5,0,3
-158.5,0,1
-157.5,1,1
-156.5,1,1
-155.5,1,2
-154.5,2,1
-153.5,3,5
-152.5,1,1
-151.5,1,2
-150.5,1,2
-149.5,1,4
-148.5,0,5
-147.5,2,6
-146.5,4,3
-145.5,2,3
-144.5,0,4
-143.5,1,0
-142.5,3,2
-141.5,0,3
-140.5,0,2
-139.5,0,3
-138.5,1,0
-137.5,1,2
-136.5,0,1
-135.5,0,4
-134.5,0,1
-133.5,3,2
-132.5,2,5
-131.5,2,1
-130.5,0,2
-129.5,1,1
-128.5,0,1
-127.5,4,0
-126.5,1,0
-125.5,1,1
-124.5,1,2
-123.5,2,1
-122.5,3,3
-121.5,1,2
-120.5,2,3
-117.5,2,1
-116.5,1,4
-115.5,0,2
-114.5,2,2
-113.5,0,2
-112.5,5,2
-111.5,2,1
-110.5,0,1
-109.5,1,1
-108.5,2,1
-107.5,1,0
-106.5,1,1
-105.5,1,2
-104.5,1,1
-102.5,3,2
-101.5,3,0
-99.5,2,1
-98.5,0,1
-97.5,1,1
-96.5,1,0
-95.5,2,1
-92.5,0,2
-90.5,0,1
-88.5,1,0
-84.5,0,1
-83.5,1,0
-80.5,1,0
-79.5,1,2
-78.5,1,0
-77.5,1,0
-76.5,1,0
-74.5,1,0
-68.5,1,0
-67.5,0,1
-58.5,0,1
-56.5,0,1
-55.5,1,0
-54.5,0,2
-53.5,0,2
-52.5,0,2
-51.5,0,1
-50.5,1,0
-46.5,0,1
-45.5,0,1
-44.5,1,0
-43.5,1,0
-41.5,0,2
-40.5,1,4
-39.5,2,1
-38.5,3,0
-37.5,0,2
-36.5,3,2
-35.5,0,3
-34.5,1,1
-33.5,1,4
-32.5,2,0
-31.5,2,3
-30.5,1,2
-29.5,8,6
-28.5,2,8
-27.5,5,2
-26.5,6,3
-25.5,4,3
-24.5,10,2
-23.5,4,13
-22.5,11,3
-21.5,5,2
-20.5,8,2
-19.5,15,2
-18.5,5,5
-17.5,10,2
-16.5,19,0
-15.5,23,3
-14.5,6,2
-13.5,15,10
-12.5,30,4
-11.5,51,7
-10.5,77,6
-9.5,139,7
-8.5,290,9
-7.5,385,58
-6.5,547,31
-5.5,693,33
-4.5,240,34
-3.5,1535,17
-2.5,950,31
-1.5,1141,16
-0.5,1283,66
0.5,1556,99362
1.5,928,1699
2.5,402,140
3.5,1501,139
4.5,861,123
5.5,670,63
6.5,859,29
7.5,326,123
8.5,478,51
9.5,247,81
10.5,214,83
11.5,99,60
12.5,94,44
13.5,74,25
14.5,34,24
15.5,60,67
16.5,39,70
17.5,46,20
18.5,24,30
19.5,64,20
20.5,39,24
21.5,34,32
22.5,13,11
23.5,24,35
24.5,15,9
25.5,16,17
26.5,13,55
27.5,10,17
28.5,8,5
29.5,8,9
30.5,11,37
31.5,7,15
32.5,3,10
33.5,7,9
34.5,3,12
35.5,7,6
36.5,8,14
37.5,15,11
38.5,4,12
39.5,3,7
40.5,1,14
41.5,2,9
42.5,0,66
43.5,2,18
44.5,2,6
45.5,1,7
46.5,1,4
47.5,3,8
48.5,0,12
49.5,0,8
50.5,0,9
51.5,0,5
52.5,1,13
53.5,2,11
54.5,1,7
55.5,1,15
56.5,0,7
57.5,1,11
58.5,1,3
59.5,0,15
60.5,1,7
61.5,0,7
62.5,0,7
63.5,0,4
64.5,1,6
65.5,1,4
66.5,3,14
67.5,0,9
68.5,5,12
69.5,0,7
70.5,0,13
71.5,0,5
72.5,1,10
73.5,1,9
74.5,0,9
75.5,1,6
76.5,0,6
77.5,0,7
78.5,2,3
79.5,2,8
80.5,1,4
81.5,1,10
82.5,0,6
83.5,2,15
84.5,2,3
85.5,1,10
86.5,2,29
87.5,1,9
88.5,0,6
89.5,5,5
90.5,1,7
91.5,2,12
92.5,0,7
93.5,0,8
94.5,1,25
95.5,1,7
96.5,0,7
97.5,0,10
98.5,1,14
99.5,2,6
100.5,4,15
101.5,5,6
102.5,2,10
103.5,4,7
104.5,2,7
105.5,4,5
106.5,4,8
107.5,5,10
108.5,0,38
109.5,1,18
110.5,3,7
111.5,2,18
112.5,5,26
113.5,3,22
114.5,2,24
115.5,1,20
116.5,1,20
117.5,0,8
118.5,0,22
119.5,3,23
120.5,2,19
121.5,2,10
122.5,2,10
123.5,3,20
124.5,2,19
125.5,9,29
126.5,5,34
127.5,6,37
128.5,3,15
129.5,5,48
130.5,5,53
131.5,7,27
132.5,4,32
133.5,6,12
134.5,4,28
135.5,9,45
136.5,4,44
137.5,2,49
138.5,3,46
139.5,2,23
140.5,3,18
141.5,9,28
142.5,4,24
143.5,5,31
144.5,3,30
145.5,1,39
146.5,2,16
147.5,1,4
148.5,1,31
149.5,2,26
150.5,5,4
151.5,4,10
152.5,4,25
153.5,6,13
154.5,1,3
155.5,4,27
156.5,0,19
157.5,4,28
158.5,4,21
159.5,3,15
160.5,4,24
161.5,3,12
162.5,11,14
163.5,6,3
164.5,5,8
165.5,4,15
166.5,10,18
167.5,7,9
168.5,5,14
169.5,3,18
170.5,6,6
171.5,4,7
172.5,4,4
173.5,10,14
174.5,2,21
175.5,6,12
176.5,9,4
177.5,12,4
178.5,6,6
179.5,10,4
180.5,9,3
181.5,7,4
182.5,6,12
183.5,7,9
184.5,14,2
185.5,4,8
186.5,14,8
187.5,4,16
188.5,4,5
189.5,9,13
190.5,4,6
191.5,7,3
192.5,5,8
193.5,9,5
194.5,5,14
195.5,6,8
196.5,1,5
197.5,9,1
198.5,7,3
199.5,3,5
200.5,3,7
201.5,6,4
202.5,4,6
203.5,2,10
204.5,0,9
205.5,7,0
206.5,3,11
207.5,3,2
208.5,3,9
209.5,3,1
210.5,2,10
211.5,2,4
212.5,11,6
213.5,4,11
214.5,1,3
215.5,5,5
216.5,7,3
217.5,3,3
218.5,9,0
219.5,3,1
220.5,7,7
221.5,2,1
222.5,6,2
223.5,4,3
224.5,7,1
225.5,5,1
226.5,10,1
227.5,7,1
228.5,2,0
229.5,4,2
230.5,0,1
232.5,1,0
233.5,4,0
234.5,3,2
235.5,2,3
236.5,1,1
237.5,1,1
238.5,2,0
239.5,2,1
240.5,1,0
241.5,1,0
242.5,2,1
243.5,3,0
244.5,0,2
246.5,0,1
247.5,1,2
249.5,0,1
250.5,1,3
251.5,2,0
252.5,0,2
253.5,1,0
254.5,2,0
255.5,0,1
256.5,0,1
258.5,1,0
263.5,3,1
264.5,0,1
265.5,1,0
269.5,1,1
276.5,1,0
