Base index shifted,ATMi0_1#TOP,ATMi0_1#BOT
-207.5,6,6
-206.5,5,8
-205.5,12,5
-204.5,11,9
-203.5,7,7
-202.5,18,5
-201.5,14,8
-200.5,8,14
-199.5,3,4
-198.5,7,3
-197.5,5,17
-196.5,6,7
-195.5,6,17
-194.5,1,14
-193.5,9,13
-192.5,13,16
-191.5,6,10
-190.5,13,13
-189.5,3,11
-188.5,6,3
-187.5,5,13
-186.5,4,4
-185.5,6,7
-184.5,6,11
-183.5,6,5
-182.5,10,6
-181.5,8,11
-180.5,15,11
-179.5,5,13
-178.5,12,5
-177.5,7,3
-176.5,7,7
-175.5,3,9
-174.5,9,6
-173.5,6,5
-172.5,11,5
-171.5,2,14
-170.5,4,8
-169.5,5,11
-168.5,4,12
-167.5,7,9
-166.5,3,6
-165.5,4,8
-164.5,5,3
-163.5,4,9
-162.5,1,3
-161.5,1,7
-160.5,1,4
-159.5,0,7
-158.5,1,3
-157.5,1,5
-156.5,5,13
-155.5,1,5
-154.5,6,4
-153.5,4,10
-152.5,1,5
-151.5,6,5
-150.5,7,7
-149.5,7,9
-148.5,2,5
-147.5,6,10
-146.5,6,11
-145.5,4,7
-144.5,3,7
-143.5,3,3
-142.5,6,4
-141.5,3,4
-140.5,3,2
-139.5,3,4
-138.5,2,4
-137.5,1,10
-136.5,3,8
-135.5,7,1
-134.5,0,3
-133.5,4,2
-132.5,3,4
-131.5,1,1
-130.5,2,2
-129.5,0,5
-128.5,3,2
-127.5,4,3
-126.5,6,1
-125.5,1,1
-124.5,2,0
-123.5,3,2
-122.5,2,7
-121.5,1,2
-120.5,4,1
-118.5,2,1
-117.5,2,4
-116.5,0,1
-115.5,1,1
-114.5,2,0
-112.5,3,0
-111.5,0,2
-110.5,4,4
-109.5,3,0
-108.5,1,1
-107.5,4,0
-106.5,1,2
-105.5,1,0
-104.5,2,0
-103.5,0,2
-102.5,2,1
-101.5,3,1
-100.5,1,3
-98.5,1,4
-97.5,1,0
-95.5,1,0
-92.5,0,1
-91.5,0,1
-90.5,1,1
-86.5,1,0
-83.5,1,0
-80.5,1,0
-78.5,1,0
-76.5,3,0
-75.5,3,0
-70.5,1,0
-67.5,1,0
-66.5,1,0
-65.5,1,0
-61.5,1,1
-60.5,2,0
-58.5,1,0
-57.5,1,0
-54.5,1,0
-52.5,1,0
-51.5,1,0
-50.5,4,1
-49.5,3,0
-48.5,1,0
-44.5,2,0
-43.5,1,0
-42.5,1,0
-41.5,1,0
-40.5,5,1
-39.5,4,1
-38.5,2,2
-37.5,3,1
-36.5,7,1
-35.5,2,0
-34.5,2,1
-33.5,9,1
-32.5,7,0
-31.5,6,0
-30.5,6,0
-29.5,24,0
-28.5,13,1
-27.5,21,0
-26.5,17,2
-25.5,21,3
-24.5,44,2
-23.5,24,8
-22.5,90,1
-21.5,71,0
-20.5,61,0
-19.5,118,0
-18.5,90,3
-17.5,225,0
-16.5,229,2
-15.5,336,2
-14.5,308,5
-13.5,382,4
-12.5,524,3
-11.5,806,4
-10.5,984,4
-9.5,571,3
-8.5,1381,3
-7.5,1100,32
-6.5,1925,8
-5.5,1752,7
-4.5,405,13
-3.5,4203,4
-2.5,3052,20
-1.5,6680,9
-0.5,6796,7
0.5,5745,45294
1.5,6054,95
2.5,2226,62
3.5,5538,19
4.5,1444,55
5.5,1375,14
6.5,1421,17
7.5,420,56
8.5,390,17
9.5,396,34
10.5,445,23
11.5,414,22
12.5,245,34
13.5,171,31
14.5,96,28
15.5,82,37
16.5,54,42
17.5,52,13
18.5,21,35
19.5,52,45
20.5,31,12
21.5,46,10
22.5,27,2
23.5,33,24
24.5,16,2
25.5,14,0
26.5,23,19
27.5,23,5
28.5,6,4
29.5,14,2
30.5,9,9
31.5,3,9
32.5,8,6
33.5,9,6
34.5,4,8
35.5,4,5
36.5,7,4
37.5,10,3
38.5,4,0
39.5,11,4
40.5,2,5
41.5,1,4
42.5,1,27
43.5,0,14
44.5,1,3
45.5,0,1
46.5,0,2
47.5,2,2
48.5,2,7
49.5,2,3
50.5,0,6
51.5,1,4
52.5,2,8
53.5,0,2
54.5,0,8
55.5,4,2
56.5,1,3
57.5,1,4
58.5,2,5
59.5,3,3
60.5,0,5
61.5,2,0
62.5,2,3
63.5,0,5
64.5,3,2
65.5,1,4
66.5,1,6
67.5,1,5
68.5,3,7
69.5,0,9
70.5,0,5
71.5,0,2
72.5,6,3
73.5,0,8
74.5,1,11
75.5,0,3
76.5,3,3
77.5,0,4
78.5,3,2
79.5,2,4
80.5,1,4
81.5,3,0
82.5,3,2
83.5,0,3
84.5,1,8
85.5,1,5
86.5,1,9
87.5,1,2
88.5,4,7
89.5,7,4
90.5,2,2
91.5,1,6
92.5,5,4
93.5,5,5
94.5,4,9
95.5,4,3
96.5,3,4
97.5,1,6
98.5,1,5
99.5,6,3
100.5,2,6
101.5,1,3
102.5,7,3
103.5,6,4
104.5,3,0
105.5,5,2
106.5,4,9
107.5,3,8
108.5,3,13
109.5,3,5
110.5,4,4
111.5,3,4
112.5,3,8
113.5,3,7
114.5,5,6
115.5,6,8
116.5,7,13
117.5,3,5
118.5,5,8
119.5,1,3
120.5,6,7
121.5,4,3
122.5,1,2
123.5,6,8
124.5,7,3
125.5,7,9
126.5,6,15
127.5,1,12
128.5,3,6
129.5,11,12
130.5,2,12
131.5,7,4
132.5,3,12
133.5,5,3
134.5,4,8
135.5,14,18
136.5,3,9
137.5,5,9
138.5,4,15
139.5,1,3
140.5,3,4
141.5,3,4
142.5,4,8
143.5,3,7
144.5,1,10
145.5,1,11
146.5,10,3
148.5,8,7
149.5,4,6
150.5,1,4
151.5,6,3
152.5,1,12
153.5,3,4
154.5,5,0
155.5,2,10
156.5,4,13
157.5,6,13
158.5,5,11
159.5,7,6
160.5,7,11
161.5,3,4
162.5,13,4
163.5,4,2
164.5,4,3
165.5,2,10
166.5,8,3
167.5,8,1
168.5,9,5
169.5,5,8
170.5,5,7
171.5,5,3
172.5,4,0
173.5,2,14
174.5,1,9
175.5,4,14
176.5,8,1
177.5,3,4
178.5,6,10
179.5,9,4
180.5,9,1
181.5,3,3
182.5,5,12
183.5,4,13
184.5,4,9
185.5,2,4
186.5,9,14
187.5,7,16
188.5,2,10
189.5,2,13
190.5,3,6
191.5,7,4
192.5,4,10
193.5,11,3
194.5,8,19
195.5,3,5
196.5,2,8
197.5,9,4
198.5,8,2
199.5,7,4
200.5,4,13
201.5,6,5
202.5,7,4
203.5,1,12
204.5,4,8
205.5,7,5
206.5,5,10
207.5,6,2
208.5,1,3
209.5,2,0
210.5,6,7
211.5,2,5
212.5,1,3
213.5,2,6
214.5,0,10
215.5,6,3
216.5,4,6
217.5,1,0
218.5,1,2
219.5,5,1
220.5,7,2
221.5,1,1
222.5,4,0
223.5,3,2
224.5,4,3
225.5,3,7
226.5,8,4
227.5,7,1
228.5,4,4
229.5,2,2
230.5,2,1
231.5,2,0
233.5,3,8
234.5,2,1
235.5,1,5
236.5,2,0
237.5,0,1
238.5,1,0
239.5,0,5
242.5,3,0
243.5,4,0
245.5,1,1
246.5,0,4
247.5,0,1
248.5,0,2
250.5,1,1
251.5,0,4
252.5,0,2
253.5,0,1
254.5,0,1
255.5,0,2
256.5,1,1
258.5,0,1
259.5,1,0
262.5,0,2
265.5,0,1
266.5,1,0
271.5,1,0
272.5,1,0
273.5,0,1
274.5,1,0
275.5,0,1
276.5,0,1
