Base index shifted,ATMi1#TOP#AVERAGE,ATMi1#TOP#STD,ATMi1#BOT#AVERAGE,ATMi1#BOT#STD
-9.5,0.008281056789295454,0.00029115358693047503,0.00011976869583478081,3.825514111855793e-06
-8.5,0.027530482029638627,0.0030107066044936753,6.719449476060687e-05,1.5788912299554154e-05
-7.5,0.02671087317622869,0.0009466114128311252,0.0009385439160968587,6.969629824734329e-05
-6.5,0.03530453821174945,0.0037917182461623764,0.00035125170523553676,7.535683257413671e-05
-5.5,0.037420752963462665,0.0052242690511724475,0.0002135210865871173,2.7921372412933048e-05
-4.5,0.010377230183839297,0.0008460589424918314,0.0002538282164829598,7.184634274961922e-05
-3.5,0.07894245087795289,0.0032177640939611,0.00010300414761379845,1.5185166597379509e-05
-2.5,0.03889368976099936,0.004699963881949475,0.00044865262235079586,9.02971636126961e-05
-1.5,0.10324900755777762,0.004733462467966654,0.0002415263892875403,5.492785425388113e-05
-0.5,0.09212305822054613,0.00717043185122211,0.0002645115790759204,8.868036088244762e-05
0.5,0.05966841536478607,0.0031575845461069814,0.9515999381044283,0.0017833445611146576
1.5,0.09296247939254997,0.0063900723105845105,0.020363422019536812,0.0032867437399798573
2.5,0.032453619673587175,0.006919818124185317,0.0027552039970098266,0.0008650848530002533
3.5,0.10313706245930693,0.0018207597557790827,0.0008976414842347495,0.00015577076866055942
4.5,0.04844661700850565,0.0026782403242707805,0.0014022478468667117,8.106112949722776e-05
5.5,0.030921578009787835,0.007136500161264825,0.0005612190406591978,2.0374676851903798e-05
6.5,0.043189676978809495,0.008251592624151712,0.00039563837622692605,8.191052083935615e-05
7.5,0.015060243133818105,0.002057803771661905,0.0016263922768644113,0.00012488944296404507
8.5,0.02203864758237823,0.0020764155124189092,0.0008558300825105338,0.0003258808911975757
9.5,0.01050835993756387,0.0018699587610129438,0.0008865871260915431,0.00014266875577879974
10.5,0.013076420533707757,0.0020090668938642408,0.0011151026559780377,0.00017767385839684397
11.5,0.006745342321691003,0.001041608923428083,0.0010799072601310059,8.098093454991657e-05
12.5,0.004218958430162447,0.00017385713652213184,0.0012285333634086365,0.00013297336324549132
13.5,0.0028726370257193155,0.0003556035594226976,0.0004988356908370818,0.00010971736354446884
14.5,0.0016710919534463793,0.0003739795179576657,0.0004619997212849994,6.03634954775444e-05
15.5,0.00200845923894502,0.0005831484112363302,0.0007679810488323305,9.104161858250768e-05
16.5,0.001460603327713138,0.0003433520499263881,0.0009490530667333552,4.697150750073568e-05
17.5,0.0014237896317891195,0.00014345529171480177,0.0003434125990656801,9.808346389025171e-05
18.5,0.0005369217065953123,0.00011016970009810599,0.00044912154716320653,0.00019236825582826664
19.5,0.0023077000442225685,0.0005454746809623877,0.0003876408590778002,3.444440926316219e-05
20.5,0.0015457118582355624,0.00021525649052777605,0.00032011689544415856,4.589487150749671e-05
21.5,0.001983923611004262,0.00021614853866050142,0.00034111308761455996,5.608685418153288e-05
22.5,0.0009790926372919683,0.00013542168530840523,0.00023274040317579055,7.132027228544806e-05
23.5,0.0011709086385539528,0.0001127634011548745,0.0005816131602032095,9.627673076895201e-05
24.5,0.0007765695794703872,2.597150313799623e-05,0.00024237849402996707,9.899359625150531e-05
25.5,0.0006584113318762149,2.7127812977827e-05,0.00016376903283345554,9.515481685893919e-05
26.5,0.0007057060884885346,9.541007348452921e-05,0.0008166530748301202,0.00010683922773858449
27.5,0.0005768345051226475,0.0001231994515097861,0.0002008708354787698,7.360881579271293e-05
28.5,0.00029054292328943153,4.952025012042426e-05,7.663941861842612e-05,7.454047975439403e-06
29.5,0.0005482778234087058,0.0001087354318371032,0.00012884624073977879,3.3239971221525774e-05
30.5,0.00027642449279136565,8.257880059736354e-05,0.00038014702275817306,3.1178728530868884e-05
31.5,0.00016961052081619323,4.99615765347342e-05,0.00014043541913214745,1.167172394132217e-05
32.5,0.0002833190882724051,0.0001180030128414366,0.00012189399532943696,2.8422185109078043e-05
33.5,0.00036799303022890743,0.0001371084490460172,6.21933368884572e-05,4.323619176177848e-05
34.5,0.00028468663400788333,6.839465745871862e-05,0.00014387182345881953,6.479548833003684e-05
35.5,0.0002666027463697429,6.305957803900394e-05,0.00010677002081350528,2.626981933687881e-05
36.5,0.00045355856153550176,0.0001354911608507679,9.552926633406462e-05,1.0996802051835074e-05
37.5,0.0005383653917466279,0.00013157648036759819,8.023107986166894e-05,4.4787899928133515e-05
38.5,0.0003169481233590926,0.00015912957236328146,8.824755205068806e-05,5.654470681835954e-05
39.5,0.00023639577421024103,7.169610117523665e-05,0.00011067219588988958,2.6989489583982288e-05
40.5,0.00015482407446311438,4.802578588578988e-05,0.00013815486272092056,4.8140781284497096e-05
41.5,0.00011511831620585866,4.583060941064236e-05,8.089001760773842e-05,4.848671041346151e-05
42.5,0.00010313125954517998,5.240624111421944e-05,0.0005353959025731107,3.397090162556809e-05
43.5,7.047309283048097e-05,3.2184672416895285e-05,0.00031633206720455844,2.4843261458470182e-05
44.5,8.155159194023322e-05,5.02435436162362e-05,6.342862156090004e-05,3.8711233493627186e-05
45.5,0.00012502760826187757,7.466913041826756e-05,3.9401314096434406e-05,2.583414315756145e-05
46.5,7.268374568976458e-05,2.7659920115496094e-05,6.167070101906518e-05,9.015478573825376e-06
47.5,7.062608889199824e-05,3.2746022562249664e-05,3.582860789308486e-05,3.1125916731096454e-05
48.5,5.555375822277828e-05,1.4210439971390615e-05,0.00017394556053421887,7.31559963941277e-06
49.5,4.80302102948354e-05,4.1659695339863096e-05,8.413325493805323e-05,1.64325792571206e-05
