Base index shifted,ATMi3_3#TOP,ATMi3_3#BOT
-227.5,13,10
-226.5,13,5
-225.5,10,10
-224.5,17,4
-223.5,20,5
-222.5,17,6
-221.5,34,12
-220.5,9,3
-219.5,27,9
-218.5,22,8
-217.5,16,4
-216.5,18,5
-215.5,27,11
-214.5,18,12
-213.5,10,9
-212.5,24,3
-211.5,20,18
-210.5,9,13
-209.5,18,3
-208.5,19,8
-207.5,17,8
-206.5,10,11
-205.5,30,7
-204.5,32,7
-203.5,26,12
-202.5,25,6
-201.5,38,14
-200.5,29,15
-199.5,21,3
-198.5,29,13
-197.5,31,9
-196.5,13,6
-195.5,19,12
-194.5,14,12
-193.5,31,10
-192.5,44,25
-191.5,23,21
-190.5,32,16
-189.5,21,10
-188.5,28,7
-187.5,18,12
-186.5,20,10
-185.5,28,8
-184.5,13,8
-183.5,22,12
-182.5,28,13
-181.5,38,11
-180.5,52,13
-179.5,19,9
-178.5,35,7
-177.5,22,8
-176.5,31,7
-175.5,17,13
-174.5,35,22
-173.5,26,9
-172.5,39,12
-171.5,35,15
-170.5,32,12
-169.5,16,15
-168.5,13,13
-167.5,22,12
-166.5,23,9
-165.5,26,3
-164.5,14,4
-163.5,14,14
-162.5,7,5
-161.5,19,8
-160.5,9,10
-159.5,4,14
-158.5,7,16
-157.5,3,8
-156.5,9,6
-155.5,9,11
-154.5,10,12
-153.5,26,7
-152.5,10,12
-151.5,12,13
-150.5,33,14
-149.5,19,18
-148.5,7,8
-147.5,10,18
-146.5,13,11
-145.5,5,13
-144.5,4,8
-143.5,3,5
-142.5,13,8
-141.5,15,11
-140.5,16,11
-139.5,11,5
-138.5,5,8
-137.5,8,12
-136.5,2,13
-135.5,10,11
-134.5,8,14
-133.5,14,5
-132.5,7,12
-131.5,4,1
-130.5,4,8
-129.5,6,11
-128.5,6,7
-127.5,8,3
-126.5,7,6
-125.5,6,8
-124.5,3,6
-123.5,4,8
-122.5,4,12
-121.5,3,10
-120.5,7,2
-119.5,6,2
-118.5,8,3
-117.5,8,5
-116.5,10,6
-115.5,4,3
-114.5,3,5
-113.5,5,5
-112.5,7,4
-111.5,4,5
-110.5,4,3
-109.5,13,2
-108.5,7,4
-107.5,9,0
-106.5,10,6
-105.5,4,0
-104.5,8,0
-103.5,1,2
-102.5,1,0
-101.5,13,3
-100.5,3,0
-99.5,5,0
-98.5,4,3
-97.5,5,0
-96.5,3,0
-95.5,3,0
-94.5,2,0
-93.5,3,0
-92.5,7,0
-91.5,5,0
-89.5,2,0
-88.5,1,0
-87.5,3,0
-86.5,1,0
-85.5,2,0
-84.5,2,0
-82.5,3,0
-81.5,1,0
-80.5,5,0
-79.5,1,0
-78.5,3,1
-77.5,2,0
-75.5,2,1
-74.5,1,1
-73.5,4,0
-71.5,1,0
-70.5,3,0
-69.5,2,1
-68.5,2,1
-67.5,1,0
-66.5,2,0
-65.5,2,0
-64.5,1,0
-63.5,0,1
-62.5,0,1
-61.5,2,0
-59.5,0,2
-58.5,1,1
-57.5,1,0
-56.5,1,1
-54.5,2,0
-53.5,4,2
-52.5,2,1
-51.5,4,1
-50.5,10,0
-49.5,2,1
-48.5,4,1
-47.5,3,1
-46.5,0,2
-45.5,1,2
-44.5,2,1
-43.5,3,1
-42.5,1,0
-41.5,3,0
-40.5,21,1
-39.5,6,0
-38.5,9,0
-37.5,8,0
-36.5,14,1
-35.5,4,0
-34.5,9,1
-33.5,5,0
-32.5,11,0
-31.5,15,0
-30.5,14,2
-29.5,15,0
-28.5,6,0
-27.5,27,0
-26.5,19,1
-25.5,62,0
-24.5,41,1
-23.5,25,10
-22.5,39,2
-21.5,25,4
-20.5,35,4
-19.5,65,1
-18.5,44,2
-17.5,88,1
-16.5,53,2
-15.5,109,0
-14.5,81,4
-13.5,85,4
-12.5,154,5
-11.5,345,5
-10.5,433,2
-9.5,562,5
-8.5,1700,1
-7.5,1661,35
-6.5,2095,16
-5.5,3139,5
-4.5,1807,15
-3.5,4519,12
-2.5,2704,7
-1.5,3431,8
-0.5,2871,17
0.5,4273,70699
1.5,2692,832
2.5,2222,109
3.5,3832,100
4.5,1717,70
5.5,1771,51
6.5,1789,10
7.5,666,94
8.5,1335,32
9.5,766,49
10.5,435,42
11.5,226,25
12.5,179,22
13.5,158,13
14.5,106,16
15.5,110,50
16.5,66,48
17.5,62,16
18.5,29,37
19.5,90,12
20.5,43,20
21.5,72,16
22.5,32,13
23.5,33,28
24.5,35,15
25.5,31,10
26.5,29,58
27.5,31,22
28.5,10,8
29.5,16,7
30.5,6,34
31.5,8,13
32.5,14,8
33.5,14,2
34.5,11,6
35.5,2,10
36.5,12,7
37.5,25,7
38.5,8,10
39.5,4,7
40.5,3,7
41.5,3,5
42.5,1,59
43.5,1,17
44.5,0,4
45.5,2,2
46.5,1,7
47.5,1,5
48.5,1,10
49.5,1,6
50.5,1,10
51.5,0,7
52.5,1,6
53.5,2,6
54.5,2,7
55.5,0,7
56.5,0,15
57.5,0,9
58.5,1,9
59.5,0,13
60.5,0,7
61.5,2,5
62.5,1,6
63.5,2,6
64.5,1,6
65.5,1,4
66.5,2,13
67.5,4,5
68.5,0,8
69.5,1,16
70.5,1,5
71.5,2,7
72.5,0,6
73.5,3,8
74.5,2,10
75.5,1,6
76.5,1,14
77.5,0,12
78.5,7,7
79.5,2,9
80.5,0,5
81.5,5,9
82.5,1,4
83.5,0,9
84.5,1,13
85.5,1,10
86.5,6,46
87.5,0,8
88.5,1,11
89.5,3,5
90.5,3,11
91.5,5,12
92.5,3,13
93.5,4,9
94.5,2,15
95.5,3,12
96.5,2,12
97.5,2,19
98.5,2,23
99.5,3,9
100.5,4,17
101.5,5,7
102.5,4,7
103.5,3,18
104.5,4,11
105.5,4,9
106.5,6,14
107.5,5,14
108.5,1,57
109.5,2,18
110.5,4,20
111.5,3,20
112.5,2,45
113.5,4,26
114.5,4,30
115.5,3,29
116.5,3,19
117.5,4,16
118.5,4,11
119.5,10,23
120.5,7,15
121.5,3,11
122.5,1,19
123.5,6,17
124.5,6,27
125.5,5,40
126.5,4,28
127.5,1,41
128.5,13,31
129.5,20,46
130.5,6,45
131.5,8,34
132.5,8,44
133.5,9,6
134.5,5,50
135.5,14,57
136.5,6,42
137.5,6,46
138.5,8,62
139.5,4,27
140.5,7,17
141.5,9,43
142.5,7,36
143.5,5,30
144.5,4,43
145.5,4,49
146.5,12,25
147.5,4,10
148.5,11,25
149.5,10,38
150.5,7,18
151.5,11,19
152.5,3,41
153.5,3,24
154.5,4,11
155.5,3,25
156.5,7,21
157.5,4,46
158.5,6,28
159.5,5,24
160.5,19,42
161.5,5,29
162.5,17,23
163.5,10,9
164.5,8,28
165.5,4,28
166.5,11,27
167.5,25,16
168.5,9,38
169.5,9,33
170.5,9,25
171.5,3,12
172.5,10,10
173.5,7,59
174.5,3,83
175.5,8,52
176.5,11,11
177.5,11,34
178.5,13,38
179.5,15,18
180.5,10,14
181.5,13,11
182.5,7,39
183.5,13,43
184.5,22,20
185.5,11,22
186.5,11,38
187.5,11,87
188.5,14,25
189.5,9,37
190.5,13,29
191.5,12,10
192.5,4,30
193.5,9,20
194.5,11,44
195.5,2,21
196.5,6,35
197.5,20,15
198.5,5,18
199.5,5,26
200.5,10,28
201.5,10,7
202.5,9,28
203.5,1,18
204.5,4,16
205.5,11,3
206.5,9,30
207.5,11,3
208.5,3,15
209.5,3,10
210.5,8,37
211.5,6,17
212.5,6,29
213.5,5,17
214.5,2,28
215.5,6,19
216.5,5,11
217.5,4,8
218.5,3,4
219.5,7,9
220.5,3,11
221.5,1,9
222.5,3,5
223.5,8,9
224.5,3,6
225.5,1,14
226.5,5,14
227.5,8,5
228.5,3,18
229.5,1,19
230.5,3,10
231.5,5,9
232.5,4,1
233.5,8,16
234.5,3,11
235.5,1,17
236.5,1,6
237.5,1,4
238.5,3,5
239.5,2,8
240.5,0,3
241.5,1,2
242.5,1,3
243.5,3,3
244.5,1,7
245.5,0,5
246.5,0,7
247.5,0,5
248.5,0,1
249.5,0,7
250.5,0,9
251.5,0,7
252.5,0,6
253.5,1,7
254.5,0,1
255.5,0,4
256.5,1,2
257.5,0,2
258.5,0,1
259.5,1,0
260.5,0,1
261.5,1,1
262.5,0,3
264.5,0,1
265.5,0,1
266.5,0,1
267.5,1,6
270.5,1,0
272.5,1,2
273.5,0,2
274.5,0,1
275.5,0,1
