Base index shifted,ATMi2_1#TOP,ATMi2_1#BOT
-218.5,39,1
-217.5,29,2
-216.5,22,3
-215.5,26,3
-214.5,28,2
-213.5,24,2
-212.5,19,2
-211.5,39,3
-210.5,13,3
-209.5,40,1
-208.5,23,0
-207.5,30,3
-206.5,13,3
-205.5,34,5
-204.5,35,1
-203.5,34,5
-202.5,34,4
-201.5,34,2
-200.5,34,2
-199.5,20,2
-198.5,28,2
-197.5,28,1
-196.5,18,4
-195.5,36,1
-194.5,11,3
-193.5,30,2
-192.5,43,4
-191.5,25,1
-190.5,29,2
-189.5,16,2
-188.5,28,0
-187.5,16,6
-186.5,15,2
-185.5,26,3
-184.5,19,0
-183.5,23,1
-182.5,22,3
-181.5,16,2
-180.5,10,1
-179.5,9,3
-178.5,13,3
-177.5,7,1
-176.5,4,1
-175.5,0,3
-174.5,11,2
-173.5,4,3
-172.5,5,1
-171.5,3,4
-170.5,1,4
-169.5,4,3
-168.5,2,4
-167.5,3,2
-166.5,2,0
-165.5,4,2
-164.5,1,1
-163.5,1,5
-162.5,1,0
-161.5,2,1
-160.5,1,2
-159.5,0,4
-158.5,2,5
-157.5,2,1
-156.5,3,2
-155.5,1,3
-154.5,1,5
-153.5,4,3
-152.5,2,2
-151.5,0,1
-150.5,4,2
-149.5,1,7
-147.5,1,4
-146.5,1,1
-145.5,1,4
-144.5,0,3
-143.5,0,2
-142.5,1,2
-141.5,2,1
-140.5,2,0
-139.5,1,1
-138.5,0,1
-137.5,5,2
-136.5,1,4
-135.5,0,2
-134.5,3,5
-133.5,6,2
-132.5,0,1
-131.5,1,0
-130.5,2,2
-129.5,0,1
-128.5,4,3
-127.5,0,2
-126.5,1,1
-125.5,1,2
-123.5,0,3
-122.5,2,2
-121.5,0,6
-120.5,1,1
-119.5,2,6
-118.5,1,4
-117.5,1,5
-116.5,4,1
-115.5,0,1
-114.5,2,5
-113.5,3,0
-112.5,2,1
-111.5,2,8
-110.5,3,0
-109.5,6,1
-108.5,1,2
-107.5,3,0
-106.5,2,3
-105.5,2,3
-104.5,3,0
-103.5,4,2
-102.5,1,2
-101.5,3,1
-100.5,0,1
-99.5,2,0
-98.5,0,4
-97.5,2,0
-95.5,2,0
-93.5,0,2
-92.5,0,2
-90.5,0,3
-89.5,0,1
-88.5,1,0
-87.5,1,0
-86.5,0,1
-85.5,1,0
-84.5,0,1
-82.5,0,1
-79.5,0,1
-77.5,1,0
-76.5,1,0
-69.5,0,1
-60.5,0,2
-58.5,0,1
-57.5,0,1
-55.5,1,1
-54.5,0,1
-53.5,1,2
-51.5,2,2
-50.5,2,1
-49.5,3,2
-48.5,0,4
-47.5,0,1
-46.5,0,1
-45.5,1,5
-44.5,0,1
-43.5,1,1
-42.5,2,1
-41.5,0,2
-40.5,0,2
-39.5,2,3
-38.5,2,1
-37.5,0,6
-36.5,2,3
-35.5,0,2
-34.5,0,2
-33.5,2,4
-32.5,4,2
-31.5,1,4
-30.5,2,5
-29.5,9,1
-28.5,5,6
-27.5,7,1
-26.5,6,9
-25.5,7,3
-24.5,2,3
-23.5,2,24
-22.5,6,8
-21.5,8,2
-20.5,5,9
-19.5,14,1
-18.5,4,11
-17.5,10,11
-16.5,9,5
-15.5,17,6
-14.5,9,3
-13.5,12,13
-12.5,29,9
-11.5,67,10
-10.5,83,15
-9.5,97,16
-8.5,263,8
-7.5,287,67
-6.5,432,36
-5.5,575,43
-4.5,204,47
-3.5,1255,32
-2.5,730,48
-1.5,876,47
-0.5,1110,102
0.5,1302,142280
1.5,712,2188
2.5,339,159
3.5,1430,167
4.5,784,149
5.5,604,85
6.5,702,43
7.5,325,189
8.5,488,67
9.5,257,91
10.5,217,107
11.5,89,72
12.5,82,48
13.5,62,61
14.5,35,42
15.5,33,86
16.5,28,69
17.5,22,35
18.5,11,58
19.5,54,38
20.5,22,46
21.5,36,36
22.5,17,28
23.5,23,56
24.5,10,24
25.5,15,17
26.5,12,75
27.5,14,28
28.5,6,20
29.5,12,20
30.5,4,60
31.5,4,13
32.5,6,20
33.5,7,16
34.5,7,20
35.5,2,18
36.5,9,11
37.5,17,17
38.5,8,15
39.5,6,12
40.5,3,13
41.5,2,13
42.5,1,101
43.5,1,36
44.5,1,15
45.5,0,9
46.5,1,10
47.5,0,16
48.5,0,27
49.5,1,13
50.5,1,20
51.5,0,9
52.5,0,10
53.5,0,6
54.5,1,18
55.5,0,8
56.5,1,8
57.5,1,18
58.5,0,6
59.5,0,14
60.5,0,15
61.5,2,11
62.5,1,15
63.5,0,6
64.5,0,10
65.5,0,15
66.5,0,13
67.5,1,12
68.5,0,8
69.5,1,20
70.5,0,19
71.5,0,8
72.5,1,9
73.5,0,18
74.5,0,14
75.5,0,21
76.5,0,21
77.5,0,15
78.5,2,12
79.5,0,19
80.5,0,5
81.5,0,10
82.5,1,8
83.5,1,22
84.5,1,19
85.5,3,20
86.5,1,43
87.5,1,22
88.5,1,16
89.5,2,18
90.5,1,9
91.5,1,13
92.5,4,13
93.5,4,18
94.5,3,23
95.5,0,12
96.5,0,24
97.5,0,22
98.5,1,37
99.5,1,18
100.5,1,15
101.5,0,13
102.5,3,12
103.5,3,20
104.5,2,23
105.5,1,15
106.5,3,16
107.5,5,23
108.5,3,77
109.5,2,39
110.5,0,32
111.5,3,30
112.5,0,57
113.5,1,52
114.5,2,39
115.5,1,31
116.5,7,38
117.5,0,11
118.5,2,28
119.5,3,38
120.5,1,27
121.5,4,18
122.5,4,28
123.5,2,40
124.5,3,27
125.5,7,43
126.5,3,50
127.5,2,62
128.5,9,38
129.5,8,76
130.5,2,79
131.5,4,50
132.5,4,44
133.5,4,17
134.5,4,62
135.5,4,87
136.5,4,73
137.5,5,71
138.5,1,68
139.5,5,42
140.5,4,33
141.5,4,67
142.5,2,55
143.5,3,47
144.5,3,64
145.5,1,79
146.5,6,29
147.5,1,14
148.5,7,50
149.5,7,39
150.5,4,24
151.5,4,21
152.5,0,54
153.5,2,26
154.5,3,12
155.5,5,42
156.5,3,40
157.5,8,49
158.5,2,40
159.5,4,20
160.5,8,51
161.5,6,33
162.5,3,34
163.5,6,21
164.5,2,36
165.5,2,45
166.5,6,41
167.5,10,20
168.5,6,57
169.5,3,50
170.5,1,15
171.5,3,21
172.5,4,11
173.5,7,54
174.5,6,62
175.5,4,34
176.5,12,16
177.5,5,17
178.5,6,33
179.5,13,18
180.5,8,4
181.5,3,3
182.5,6,25
183.5,7,10
184.5,8,7
185.5,8,7
186.5,9,6
187.5,10,11
188.5,3,7
189.5,10,8
190.5,4,6
191.5,5,5
192.5,8,4
193.5,5,4
194.5,8,13
195.5,1,3
196.5,4,5
197.5,7,5
198.5,9,5
199.5,4,11
200.5,13,14
201.5,8,13
202.5,6,5
203.5,8,5
204.5,2,8
205.5,8,4
206.5,4,9
207.5,6,4
208.5,4,2
209.5,3,4
210.5,3,10
211.5,0,9
212.5,8,7
213.5,1,8
214.5,2,4
215.5,6,2
216.5,2,7
217.5,2,0
218.5,3,2
219.5,4,1
220.5,6,4
221.5,3,1
222.5,6,0
223.5,7,1
224.5,2,1
225.5,3,5
226.5,4,4
227.5,8,1
228.5,5,3
229.5,4,1
230.5,2,2
231.5,1,2
233.5,5,1
234.5,2,0
235.5,1,1
236.5,2,1
237.5,0,1
238.5,0,2
239.5,2,0
240.5,2,1
242.5,0,3
243.5,5,1
244.5,0,2
245.5,0,4
246.5,0,1
247.5,0,1
248.5,2,1
249.5,1,1
251.5,0,2
254.5,0,1
255.5,2,1
257.5,0,1
259.5,1,0
264.5,1,0
267.5,0,2
275.5,1,0
