Base index shifted,1500_2#TOP,1500_2#BOT
-297.5,1,0
-296.5,2,1
-295.5,2,0
-294.5,3,0
-293.5,2,0
-292.5,1,0
-290.5,1,2
-289.5,2,0
-288.5,3,0
-287.5,2,0
-286.5,6,0
-285.5,3,0
-284.5,1,1
-283.5,4,0
-281.5,3,0
-278.5,2,0
-277.5,0,3
-276.5,1,0
-275.5,2,0
-273.5,2,0
-272.5,0,1
-269.5,1,0
-268.5,2,0
-267.5,2,1
-266.5,2,0
-265.5,2,0
-264.5,3,0
-263.5,2,0
-262.5,3,1
-261.5,1,1
-260.5,2,1
-258.5,1,0
-257.5,2,0
-255.5,2,0
-254.5,1,0
-253.5,1,0
-251.5,1,0
-250.5,1,0
-249.5,1,1
-248.5,1,0
-245.5,0,1
-244.5,1,0
-243.5,2,0
-242.5,0,1
-239.5,3,1
-237.5,1,0
-236.5,1,1
-235.5,0,2
-234.5,1,0
-232.5,1,0
-231.5,1,0
-230.5,0,1
-229.5,1,0
-228.5,0,1
-227.5,0,1
-226.5,0,1
-222.5,1,0
-218.5,2,0
-217.5,2,0
-216.5,3,0
-213.5,0,1
-209.5,3,0
-207.5,1,0
-205.5,1,0
-204.5,1,0
-202.5,1,0
-201.5,1,0
-200.5,0,1
-199.5,1,0
-197.5,0,1
-193.5,1,0
-192.5,0,1
-191.5,1,0
-190.5,1,0
-188.5,1,0
-187.5,3,1
-186.5,1,0
-185.5,0,1
-181.5,2,0
-177.5,0,1
-174.5,1,0
-173.5,1,0
-172.5,1,1
-171.5,0,1
-163.5,1,0
-151.5,1,0
-150.5,1,0
-149.5,1,1
-147.5,2,0
-145.5,1,0
-137.5,1,0
-136.5,0,2
-124.5,1,1
-115.5,0,1
-111.5,1,0
-101.5,1,0
-92.5,1,0
-86.5,1,0
-84.5,1,0
-76.5,2,0
-70.5,0,1
-68.5,1,2
-66.5,2,0
-63.5,0,1
-61.5,0,1
-59.5,0,1
-51.5,1,0
-49.5,1,1
-45.5,0,1
-41.5,1,0
-38.5,1,0
-36.5,2,0
-35.5,1,0
-34.5,1,1
-33.5,1,0
-32.5,0,1
-30.5,0,1
-29.5,2,0
-28.5,1,0
-27.5,1,0
-26.5,0,1
-25.5,5,0
-24.5,1,0
-23.5,3,0
-21.5,1,0
-20.5,4,0
-19.5,1,0
-18.5,11,0
-17.5,30,0
-16.5,33,0
-15.5,64,0
-14.5,47,0
-13.5,76,0
-12.5,56,0
-11.5,55,0
-10.5,91,0
-9.5,106,0
-8.5,125,1
-7.5,183,0
-6.5,137,1
-5.5,64,0
-4.5,102,1
-3.5,88,2
-2.5,125,3
-1.5,96,3
-0.5,102,1
0.5,127,14175
1.5,92,40
2.5,157,4
3.5,134,9
4.5,93,3
5.5,145,5
6.5,98,0
7.5,177,2
8.5,98,3
9.5,70,6
10.5,34,0
11.5,36,6
12.5,53,2
13.5,39,2
14.5,17,4
15.5,10,2
16.5,18,2
17.5,8,8
18.5,15,2
19.5,2,4
20.5,5,3
21.5,6,8
22.5,6,2
23.5,3,0
24.5,4,1
25.5,1,4
26.5,2,1
27.5,1,0
28.5,1,1
29.5,2,1
30.5,0,1
32.5,1,2
33.5,0,1
34.5,1,2
35.5,0,2
36.5,1,3
37.5,1,0
38.5,3,2
39.5,0,1
40.5,1,4
41.5,1,0
42.5,0,2
43.5,0,5
45.5,0,2
46.5,0,2
47.5,0,2
48.5,0,3
49.5,0,4
50.5,1,1
51.5,0,1
53.5,0,2
55.5,0,1
56.5,0,2
57.5,0,1
58.5,1,1
60.5,1,0
61.5,0,1
62.5,0,3
64.5,0,2
67.5,0,2
69.5,0,1
70.5,1,0
71.5,0,2
72.5,0,2
73.5,0,1
74.5,0,4
75.5,0,1
76.5,0,2
77.5,0,1
78.5,0,1
83.5,0,1
84.5,1,0
86.5,0,1
88.5,0,1
89.5,1,0
91.5,0,2
92.5,1,0
94.5,0,1
95.5,0,1
99.5,0,2
102.5,1,1
103.5,0,1
105.5,0,1
106.5,0,1
107.5,0,1
108.5,0,2
110.5,0,1
111.5,0,2
112.5,0,2
113.5,0,1
114.5,0,3
117.5,0,1
123.5,0,3
125.5,0,4
127.5,0,2
129.5,0,1
131.5,0,2
133.5,0,1
135.5,0,2
136.5,0,4
137.5,0,2
140.5,0,1
143.5,0,1
144.5,0,1
145.5,0,1
146.5,0,1
147.5,0,1
148.5,0,1
152.5,0,1
154.5,0,1
157.5,0,1
160.5,0,1
162.5,0,1
163.5,0,2
166.5,0,1
167.5,0,1
168.5,0,1
173.5,0,2
174.5,0,1
175.5,0,3
176.5,0,1
178.5,0,1
179.5,0,1
182.5,1,1
183.5,0,2
184.5,0,1
187.5,0,3
189.5,0,1
194.5,0,5
195.5,0,2
196.5,0,1
199.5,0,1
200.5,0,2
201.5,0,4
202.5,0,1
203.5,0,3
206.5,0,1
207.5,0,1
210.5,0,1
211.5,0,1
212.5,0,3
213.5,0,3
214.5,0,1
215.5,0,1
217.5,0,1
218.5,0,2
219.5,0,1
220.5,0,2
224.5,1,2
225.5,0,3
226.5,0,2
228.5,0,1
229.5,1,2
230.5,0,1
231.5,0,1
233.5,0,2
234.5,0,1
235.5,0,1
237.5,0,3
238.5,0,2
239.5,0,3
240.5,1,5
241.5,0,1
242.5,0,1
243.5,0,2
244.5,0,2
245.5,0,1
246.5,0,1
247.5,0,2
249.5,0,1
250.5,0,5
251.5,0,3
252.5,0,7
253.5,0,2
254.5,0,3
255.5,0,2
256.5,0,1
257.5,0,3
258.5,0,1
259.5,0,1
260.5,0,2
262.5,0,3
263.5,0,2
265.5,0,2
266.5,0,1
267.5,0,4
268.5,0,1
269.5,0,1
270.5,0,5
271.5,0,2
272.5,0,5
273.5,0,1
274.5,0,1
275.5,0,4
276.5,0,2
277.5,0,3
278.5,0,2
279.5,0,3
280.5,0,2
282.5,0,1
283.5,0,2
284.5,2,1
285.5,0,3
286.5,0,1
287.5,0,3
288.5,0,3
289.5,1,4
290.5,0,1
291.5,0,2
292.5,0,2
293.5,0,3
294.5,0,5
295.5,0,2
296.5,0,3
297.5,0,1
298.5,0,3
299.5,0,3
300.5,1,2
301.5,0,2
302.5,0,3
303.5,0,5
304.5,0,7
305.5,1,4
307.5,0,4
308.5,0,2
309.5,1,3
310.5,1,4
311.5,0,5
312.5,0,8
313.5,0,3
314.5,0,2
315.5,1,0
316.5,0,3
317.5,0,5
318.5,0,4
319.5,0,1
320.5,0,2
321.5,0,3
322.5,0,5
323.5,0,4
324.5,0,1
325.5,0,5
326.5,0,6
327.5,0,5
328.5,0,3
329.5,0,5
331.5,0,2
332.5,1,4
333.5,0,7
334.5,0,3
335.5,0,16
336.5,0,3
337.5,1,1
338.5,0,5
339.5,0,4
340.5,0,7
341.5,0,6
342.5,0,6
343.5,0,3
344.5,0,6
345.5,0,9
346.5,0,5
347.5,0,5
348.5,0,2
349.5,0,6
350.5,0,4
351.5,0,9
352.5,0,3
353.5,0,4
354.5,0,1
355.5,0,2
356.5,0,4
357.5,1,0
358.5,0,5
359.5,0,11
360.5,0,4
361.5,0,5
362.5,0,6
363.5,0,4
364.5,0,3
365.5,1,10
366.5,0,4
367.5,0,5
368.5,0,10
369.5,1,7
371.5,0,5
372.5,1,3
373.5,0,5
374.5,0,9
375.5,0,8
376.5,0,7
377.5,1,4
378.5,0,4
379.5,0,4
380.5,0,6
381.5,0,8
382.5,0,4
383.5,0,9
384.5,1,2
385.5,0,9
386.5,0,12
387.5,0,4
388.5,0,9
389.5,0,9
390.5,0,11
391.5,0,5
392.5,0,8
393.5,0,1
394.5,0,7
395.5,1,4
396.5,0,7
397.5,0,7
398.5,0,2
399.5,0,2
400.5,0,6
401.5,0,8
402.5,0,1
403.5,0,4
404.5,0,4
405.5,1,6
406.5,0,9
407.5,0,5
408.5,1,4
409.5,0,3
410.5,0,12
411.5,0,5
412.5,0,7
413.5,0,9
414.5,0,4
415.5,0,6
416.5,0,3
417.5,0,8
418.5,0,4
419.5,0,2
420.5,0,8
421.5,0,8
422.5,0,7
423.5,1,10
424.5,0,12
425.5,0,1
426.5,0,4
427.5,0,2
428.5,0,4
429.5,0,2
430.5,0,9
431.5,0,2
432.5,1,7
433.5,0,4
434.5,0,3
435.5,0,4
436.5,0,3
437.5,0,4
438.5,0,4
439.5,0,6
440.5,0,8
441.5,0,4
442.5,0,8
443.5,0,4
444.5,0,6
445.5,1,2
446.5,0,9
447.5,0,12
448.5,0,10
449.5,0,7
450.5,0,4
451.5,0,6
452.5,1,2
453.5,1,4
454.5,0,2
455.5,0,5
456.5,0,3
457.5,0,7
458.5,0,4
460.5,0,2
461.5,0,4
462.5,0,8
463.5,0,2
464.5,0,2
465.5,0,2
466.5,0,6
467.5,0,4
468.5,0,5
469.5,0,1
470.5,0,3
471.5,0,2
472.5,0,2
473.5,0,2
474.5,0,2
495.5,1,0
499.5,1,0
501.5,1,0
509.5,1,0
511.5,1,0
515.5,1,0
521.5,1,0
527.5,1,0
534.5,1,0
537.5,0,1
539.5,0,1
542.5,1,0
543.5,0,1
546.5,0,1
548.5,0,2
550.5,0,1
551.5,0,1
552.5,0,4
554.5,0,1
560.5,0,1
563.5,0,3
565.5,0,2
566.5,0,1
569.5,1,0
571.5,0,1
572.5,0,2
574.5,0,1
575.5,0,2
578.5,0,1
579.5,0,1
580.5,0,2
582.5,0,1
583.5,0,1
584.5,0,1
586.5,0,1
589.5,0,1
590.5,0,1
592.5,1,0
601.5,0,1
602.5,0,1
604.5,0,1
607.5,1,0
608.5,0,1
609.5,0,1
610.5,0,1
618.5,0,1
627.5,0,1
660.5,1,0
665.5,0,1
