Base index shifted,ATMi4_3#TOP,ATMi4_3#BOT
-8.5,1252,2
-7.5,1243,34
-6.5,1376,7
-5.5,1687,13
-4.5,1695,11
-3.5,1853,11
-2.5,1849,10
-1.5,2405,17
-0.5,2084,32
0.5,3901,85671
1.5,2375,1560
2.5,1828,64
3.5,2102,148
4.5,1288,61
5.5,1535,48
6.5,1714,25
7.5,770,104
8.5,1154,38
9.5,759,44
10.5,381,32
11.5,170,30
12.5,130,19
13.5,132,17
14.5,72,22
15.5,81,41
16.5,64,61
17.5,57,21
18.5,27,35
19.5,90,22
20.5,41,26
21.5,49,22
22.5,19,12
23.5,23,38
24.5,22,15
25.5,21,6
26.5,17,52
27.5,20,11
28.5,8,7
29.5,18,5
30.5,5,21
31.5,11,10
32.5,8,11
33.5,10,9
34.5,14,14
35.5,7,11
36.5,10,7
37.5,18,11
38.5,8,8
39.5,6,8
40.5,5,16
41.5,3,5
42.5,4,41
43.5,5,42
44.5,1,10
45.5,2,9
46.5,2,6
47.5,1,2
48.5,0,12
49.5,3,12
50.5,2,6
51.5,0,7
52.5,1,8
53.5,2,6
54.5,1,10
55.5,3,6
56.5,1,11
57.5,3,5
58.5,2,2
59.5,4,14
60.5,1,8
61.5,2,8
62.5,2,2
63.5,1,5
64.5,1,3
65.5,1,3
66.5,2,6
67.5,4,8
68.5,1,8
69.5,2,7
70.5,2,8
71.5,5,3
72.5,6,6
73.5,2,9
74.5,3,14
75.5,1,7
76.5,2,6
77.5,0,10
78.5,8,7
79.5,3,7
80.5,2,5
81.5,3,9
82.5,3,5
83.5,1,10
84.5,4,9
85.5,0,9
86.5,1,16
87.5,0,10
88.5,11,6
89.5,5,7
90.5,1,8
91.5,4,4
92.5,7,10
93.5,2,9
94.5,2,12
95.5,1,5
96.5,5,5
97.5,2,12
98.5,0,13
99.5,5,8
100.5,5,11
101.5,3,7
102.5,6,5
103.5,1,20
104.5,5,12
105.5,11,8
106.5,5,17
107.5,5,15
108.5,2,18
109.5,5,10
110.5,4,11
111.5,2,17
112.5,2,26
113.5,5,25
114.5,8,30
115.5,2,16
116.5,2,21
117.5,2,11
118.5,6,11
119.5,3,14
120.5,7,9
121.5,3,18
122.5,4,25
123.5,5,24
124.5,4,25
125.5,9,27
126.5,2,23
127.5,2,37
128.5,8,28
129.5,12,41
130.5,6,30
131.5,9,31
132.5,3,40
133.5,5,21
134.5,5,28
135.5,16,64
136.5,5,31
137.5,4,33
138.5,1,42
139.5,7,24
140.5,5,22
141.5,4,31
142.5,10,28
143.5,14,21
144.5,5,31
145.5,5,36
146.5,6,16
147.5,2,12
148.5,11,17
149.5,6,29
150.5,2,14
151.5,7,12
152.5,4,27
153.5,5,20
154.5,7,13
155.5,7,21
156.5,4,11
157.5,5,24
158.5,8,28
159.5,8,4
160.5,13,15
161.5,13,13
162.5,5,10
163.5,12,11
164.5,7,16
165.5,6,22
166.5,9,18
167.5,13,8
168.5,6,27
169.5,1,17
170.5,14,6
171.5,11,7
172.5,8,7
173.5,10,15
174.5,9,33
175.5,8,24
176.5,10,6
177.5,16,9
178.5,14,14
179.5,14,11
180.5,10,10
181.5,2,5
182.5,14,11
183.5,9,14
184.5,12,10
185.5,5,8
186.5,6,6
187.5,18,14
188.5,8,1
189.5,6,7
190.5,4,2
191.5,10,6
192.5,17,5
193.5,13,10
194.5,12,26
195.5,8,11
196.5,4,8
197.5,8,8
198.5,7,6
199.5,12,9
200.5,9,11
201.5,11,4
202.5,10,2
203.5,3,6
204.5,7,5
205.5,5,2
206.5,5,5
207.5,9,5
208.5,7,9
209.5,5,9
210.5,4,39
211.5,3,7
212.5,9,5
213.5,8,2
214.5,10,6
215.5,7,3
216.5,3,6
217.5,4,4
218.5,7,3
219.5,4,1
220.5,2,3
221.5,4,0
222.5,12,1
223.5,8,1
224.5,7,0
225.5,4,6
226.5,3,5
227.5,6,0
228.5,5,2
229.5,7,2
230.5,2,0
231.5,2,4
232.5,4,0
233.5,6,2
234.5,2,0
235.5,1,2
238.5,0,1
239.5,3,0
241.5,4,0
242.5,1,0
243.5,3,1
244.5,0,2
245.5,0,1
246.5,3,0
249.5,1,0
252.5,0,1
253.5,0,2
254.5,1,0
256.5,0,2
258.5,1,0
260.5,1,0
261.5,0,1
271.5,1,0
