Base index shifted,704_3#TOP,704_3#BOT
-40.5,1,0
-39.5,2,0
-38.5,6,1
-36.5,2,0
-34.5,1,0
-33.5,5,1
-32.5,1,2
-31.5,3,0
-30.5,2,3
-29.5,7,1
-28.5,4,1
-27.5,1,0
-25.5,9,0
-24.5,4,0
-23.5,2,0
-22.5,1,1
-20.5,6,1
-19.5,6,0
-18.5,19,0
-17.5,18,0
-16.5,32,1
-15.5,55,0
-14.5,42,0
-13.5,70,0
-12.5,52,1
-11.5,76,2
-10.5,112,4
-9.5,160,3
-8.5,150,0
-7.5,212,1
-6.5,224,1
-5.5,177,2
-4.5,489,3
-3.5,483,3
-2.5,662,3
-1.5,449,3
-0.5,393,2
0.5,565,16711
1.5,350,51
2.5,609,1
3.5,584,13
4.5,351,5
5.5,663,5
6.5,225,4
7.5,343,2
8.5,255,14
9.5,158,7
10.5,71,4
11.5,87,2
12.5,103,2
13.5,91,3
14.5,55,5
15.5,24,1
16.5,13,3
17.5,21,3
18.5,17,0
19.5,5,1
20.5,3,2
21.5,12,4
22.5,4,1
23.5,12,1
24.5,3,2
25.5,4,2
26.5,2,1
27.5,2,0
28.5,3,2
29.5,2,2
30.5,3,4
31.5,2,3
32.5,1,2
33.5,5,3
34.5,3,1
35.5,0,1
36.5,6,2
37.5,4,2
38.5,5,3
39.5,1,1
40.5,3,2
41.5,2,1
42.5,1,0
43.5,1,1
44.5,1,1
45.5,0,1
46.5,0,1
47.5,0,2
48.5,0,4
49.5,0,2
50.5,0,2
51.5,1,2
52.5,2,2
53.5,0,4
54.5,3,0
55.5,0,4
56.5,1,1
57.5,2,5
58.5,0,1
59.5,0,1
61.5,0,1
62.5,3,0
63.5,0,2
64.5,1,3
65.5,0,3
66.5,0,2
67.5,0,1
68.5,2,0
69.5,1,2
70.5,0,2
71.5,0,1
72.5,0,2
73.5,0,6
74.5,0,1
75.5,0,1
76.5,0,3
77.5,0,2
80.5,0,2
81.5,0,1
82.5,1,1
83.5,0,1
84.5,0,3
85.5,0,1
86.5,1,1
88.5,1,4
89.5,1,1
90.5,0,1
91.5,0,1
92.5,1,0
94.5,0,3
96.5,0,1
97.5,0,1
98.5,1,1
99.5,1,1
100.5,0,2
102.5,0,2
103.5,1,3
104.5,1,0
105.5,1,0
106.5,2,1
108.5,1,1
109.5,1,1
110.5,1,1
111.5,0,2
112.5,1,5
113.5,0,3
114.5,0,3
115.5,0,2
116.5,0,3
117.5,0,2
118.5,1,2
119.5,0,5
120.5,1,6
121.5,1,1
122.5,0,4
123.5,0,3
124.5,1,4
125.5,1,4
126.5,0,1
127.5,0,4
128.5,2,5
129.5,2,8
130.5,1,1
131.5,1,5
132.5,1,2
133.5,0,1
134.5,1,5
135.5,2,4
136.5,0,4
137.5,1,6
138.5,1,4
139.5,1,1
140.5,0,1
141.5,1,6
142.5,0,2
143.5,0,3
144.5,0,4
145.5,0,9
146.5,0,2
148.5,1,5
149.5,0,1
150.5,0,4
151.5,1,0
152.5,0,3
153.5,1,1
154.5,1,2
155.5,1,1
156.5,3,1
157.5,0,4
158.5,1,1
159.5,0,1
160.5,0,3
161.5,1,1
162.5,2,3
163.5,0,1
165.5,1,3
166.5,2,4
167.5,3,2
168.5,0,2
169.5,0,2
170.5,0,2
173.5,0,1
174.5,1,0
175.5,0,2
176.5,5,0
177.5,2,2
178.5,0,1
179.5,2,1
180.5,1,0
181.5,1,0
183.5,1,0
184.5,3,1
186.5,2,1
188.5,1,2
189.5,0,2
191.5,3,0
192.5,0,1
194.5,2,3
195.5,1,0
197.5,1,1
198.5,1,0
199.5,1,0
200.5,1,0
202.5,1,0
203.5,1,1
204.5,0,1
205.5,2,0
207.5,1,0
208.5,0,7
209.5,0,11
210.5,0,7
212.5,1,1
213.5,0,1
214.5,0,1
215.5,1,0
218.5,2,0
220.5,1,5
221.5,2,0
222.5,2,0
224.5,0,1
225.5,0,1
226.5,2,0
228.5,1,0
232.5,1,0
233.5,1,1
234.5,1,0
236.5,1,0
239.5,0,1
250.5,0,1
251.5,0,1
252.5,0,1
264.5,0,1
