Base index shifted,ATMi4_1#TOP,ATMi4_1#BOT
77.5,0,1
78.5,1,3
79.5,2,5
80.5,1,1
81.5,1,2
82.5,0,3
83.5,4,4
84.5,1,4
85.5,2,2
86.5,1,5
87.5,1,5
88.5,4,8
89.5,5,6
90.5,1,4
91.5,2,7
92.5,1,7
93.5,0,1
94.5,2,7
95.5,2,7
96.5,1,3
97.5,0,7
98.5,0,10
99.5,2,10
100.5,2,7
101.5,2,3
102.5,2,4
103.5,2,6
104.5,1,7
105.5,2,7
106.5,2,10
107.5,1,5
108.5,0,15
109.5,6,7
110.5,2,7
111.5,1,11
112.5,0,22
113.5,4,17
114.5,0,9
115.5,1,9
116.5,0,11
117.5,1,8
118.5,3,12
119.5,2,18
120.5,7,5
121.5,3,5
122.5,2,13
123.5,3,9
124.5,3,14
125.5,5,11
126.5,0,19
127.5,2,20
128.5,2,14
129.5,6,35
130.5,2,22
131.5,0,21
132.5,1,25
133.5,3,7
134.5,4,16
135.5,6,26
136.5,4,19
137.5,2,17
138.5,0,27
139.5,4,20
140.5,1,10
141.5,4,14
142.5,0,10
143.5,7,15
144.5,3,16
145.5,0,17
146.5,2,8
147.5,1,7
148.5,0,8
149.5,2,12
150.5,2,12
151.5,4,3
152.5,1,14
153.5,3,10
154.5,0,1
155.5,1,7
156.5,5,8
157.5,2,18
158.5,2,8
159.5,6,4
160.5,3,3
161.5,1,8
162.5,4,6
163.5,1,8
164.5,1,6
165.5,2,11
166.5,2,7
167.5,5,2
168.5,2,11
169.5,2,13
170.5,2,1
171.5,0,6
172.5,0,5
173.5,5,6
174.5,2,14
175.5,3,6
176.5,4,1
177.5,2,3
178.5,4,5
179.5,3,2
180.5,3,1
182.5,1,8
183.5,3,5
184.5,7,4
185.5,3,5
186.5,7,2
187.5,7,8
188.5,1,2
189.5,4,3
190.5,4,1
191.5,6,0
192.5,2,2
193.5,3,5
194.5,1,6
195.5,5,2
196.5,1,4
197.5,5,0
198.5,3,2
199.5,2,6
200.5,1,4
201.5,3,5
202.5,2,2
203.5,3,1
204.5,1,7
205.5,1,1
206.5,3,4
207.5,2,1
208.5,0,2
209.5,2,2
210.5,2,20
211.5,0,3
212.5,1,3
213.5,2,6
214.5,1,2
215.5,1,1
216.5,0,3
217.5,2,3
218.5,3,1
219.5,1,2
220.5,3,1
221.5,3,0
222.5,1,2
223.5,2,0
224.5,0,2
225.5,3,1
226.5,5,1
227.5,2,1
228.5,0,1
229.5,0,3
230.5,0,1
233.5,1,0
234.5,1,2
235.5,2,2
236.5,1,0
238.5,1,0
239.5,0,3
244.5,0,1
246.5,0,1
249.5,0,1
252.5,0,1
253.5,0,1
254.5,1,0
255.5,0,1
256.5,0,1
264.5,1,0
267.5,0,2
