Base index shifted,ATMi0#TOP#AVERAGE,ATMi0#TOP#STD,ATMi0#BOT#AVERAGE,ATMi0#BOT#STD
-0.5,0.10613425823746173,0.010489562828594512,0.00019300834110401617,6.46705762045862e-05
0.5,0.09116905682927232,0.005070597601230973,0.9801447624111436,0.002233954773559946
1.5,0.0982326844171539,0.003391989124427693,0.0017067251800363858,0.00032208763592073657
2.5,0.03347282855807328,0.004448740820704,0.0012380181892536436,9.138015605190887e-05
3.5,0.09437223274479668,0.001939144259720151,0.0004328876884790122,0.0001514158068350965
4.5,0.030119566954926683,0.005801534923518722,0.0008919774328495563,0.0002753773047709465
5.5,0.0358860891136574,0.011236810276311852,0.0003102258488463507,4.729026989932278e-05
6.5,0.03686421661469516,0.011286703485367549,0.0002793153913812618,9.777552387905879e-05
7.5,0.012450544086862605,0.0049171539608359694,0.001190395248868616,2.721853007748164e-05
8.5,0.011200220588831902,0.004406792249674872,0.00042245042009865936,4.830187290171508e-05
9.5,0.012370987528267402,0.006476801206331626,0.0006106278293046868,0.00010668902756211872
10.5,0.012784798421449159,0.00594205483896014,0.0005057306581953798,6.50840398701056e-05
11.5,0.011778413473819053,0.00488187585595637,0.00040195815528958913,6.372449950010968e-05
12.5,0.006723945219729019,0.002381243884407486,0.0005526751826610187,0.00016348328107187182
13.5,0.004545637564958844,0.0015464422181024067,0.00069700943337115,0.00013363315875018636
14.5,0.0022062793927387857,0.0006306331613758864,0.0005417116778667686,8.787139944722863e-05
15.5,0.002340423531430854,0.0008663324717994253,0.0006109079694751621,0.00017745668903020503
16.5,0.00138862195638994,0.000417449245150576,0.0008256813155756412,9.03296556704246e-05
17.5,0.001435935441464783,0.0004885265207034799,0.0002723277169952338,1.5846552002259288e-05
18.5,0.0006909542247985617,0.0003198268078620697,0.0006302010122914985,0.00011836957162705899
19.5,0.0017223597606669458,0.0007439523809776764,0.0008809458402011993,8.500100411727652e-05
20.5,0.0011113325203802016,0.0005402656746966922,0.00021065487404893263,7.82768334750694e-05
21.5,0.001956994923599054,0.0010733225892727103,0.00016505660796534556,4.8636235629561076e-05
22.5,0.0006245132269695151,0.00018581442373639473,8.521642600078285e-05,3.854862255254275e-05
23.5,0.0008905478903834997,0.00043844182936173323,0.0004183319480471128,9.855594199188993e-05
24.5,0.0006053790927047233,0.0003630051399314793,9.016988822320321e-05,4.538619128210316e-05
25.5,0.0004353838543750064,0.00017697085732749178,3.664989772861041e-05,4.0560811983717797e-05
26.5,0.0006244891549300768,0.000253230764888422,0.00042446012619738066,4.5613848445432345e-05
27.5,0.0005989537085385546,0.0002616117515579763,0.0001474100750204291,4.781685216265197e-05
28.5,0.00022968782830824733,0.00015119858473445813,7.533400762082845e-05,1.4097456485578103e-05
29.5,0.000588853961800761,0.00044574722455194586,3.320984159645261e-05,8.749704457515036e-06
30.5,0.00020076614197174787,8.354787287067955e-05,0.00018163702269868555,1.612748681211505e-05
31.5,8.70947042044342e-05,0.00010996897970360286,0.0001177478516778467,7.707204180527147e-05
32.5,0.00020041904624796213,6.660100042421818e-05,0.00011349731143970142,1.3934668240203868e-05
33.5,0.0002337923317402343,0.0001407497824808267,6.644418925779154e-05,5.4852361163291815e-05
34.5,0.00025035898521248473,0.00016749196163749403,0.00010707945525679115,8.220406881917829e-05
35.5,0.0001917973490524761,0.00011602998850513008,9.243522842751351e-05,1.4129969171000387e-05
36.5,0.0003385605711960026,0.00019652558620940656,6.146622097048487e-05,2.1989485744413875e-05
37.5,0.00036930740279859535,0.00021393614810205066,6.417884905348126e-05,1.0419685498027945e-05
38.5,6.718333335549465e-05,6.703106915855211e-05,3.268903552310754e-05,2.865752237229621e-05
39.5,0.00024393360104631604,5.599079173082512e-05,6.592338318444648e-05,2.0890864887096503e-05
40.5,2.401587428092649e-05,2.092288547873777e-05,0.00010580671506939834,1.569702257102951e-05
41.5,6.30788299235077e-05,9.501919513070362e-05,7.533400762082845e-05,1.4097456485578103e-05
42.5,5.780185010471077e-05,4.110427046782878e-05,0.00046765041043333295,0.00010587120462640264
43.5,5.217777456212808e-05,4.97496292539971e-05,0.00022355456674724505,7.21131584541131e-05
44.5,7.056957330047188e-05,4.653289644038897e-05,5.872908682260215e-05,1.2297747698517151e-05
45.5,2.5535446391522232e-05,4.4228690544067854e-05,2.1558383020646666e-05,8.17467089551158e-06
46.5,3.8303169587283346e-05,6.634303581610178e-05,4.8070228263713695e-05,2.415582524678315e-05
47.5,3.039973587880705e-05,2.8873041942104923e-05,5.1534790460757815e-05,1.3288655388493058e-05
48.5,2.401587428092649e-05,2.092288547873777e-05,0.0001147455455622079,4.867533387330283e-05
49.5,2.401587428092649e-05,2.092288547873777e-05,5.872908682260215e-05,1.2297747698517151e-05
