Base index,704_2#TOP,704_2#BOT
347,596,1
348,1424,5
349,1298,4
350,1589,1
351,1146,11
352,1471,11
353,2053,41047
354,1362,180
355,2058,7
356,2055,40
357,1383,17
358,2003,8
359,836,9
360,1759,8
361,1157,23
362,696,7
363,335,5
364,411,7
365,539,11
366,351,7
367,208,13
368,88,5
369,107,5
370,101,17
371,83,6
372,37,8
373,32,2
374,60,14
375,22,3
376,50,3
377,30,5
378,25,10
379,14,5
380,17,5
381,9,4
382,32,10
383,19,7
384,15,4
385,13,8
386,14,4
387,11,7
388,12,6
389,40,5
390,18,4
391,9,2
392,11,2
393,12,5
394,8,4
395,7,2
396,2,5
397,4,2
398,3,2
399,5,5
400,4,3
401,7,4
402,7,9
403,9,7
404,7,2
405,3,7
406,7,6
407,4,3
408,2,2
409,3,2
410,1,4
411,4,3
412,1,1
413,1,2
414,0,5
415,2,5
416,3,1
417,1,2
418,2,1
419,4,5
420,0,3
421,4,4
422,1,0
423,1,4
424,1,3
425,4,4
426,2,2
427,1,6
428,1,3
429,0,2
430,0,3
431,2,0
432,1,2
433,3,1
434,1,0
435,2,1
436,1,1
437,1,1
438,4,4
439,1,4
440,0,3
441,1,2
442,0,1
443,0,5
444,0,1
445,4,0
447,2,0
448,1,3
449,3,4
450,2,4
451,0,3
452,5,1
453,6,1
454,2,3
455,1,3
456,4,2
457,2,0
458,1,1
459,1,2
460,3,1
461,2,3
462,3,0
463,0,2
464,0,4
465,1,6
466,4,6
467,1,4
468,0,2
469,0,2
470,0,2
472,0,1
473,1,1
474,2,1
475,1,2
476,0,7
477,2,5
478,1,2
479,1,3
480,0,3
481,1,2
482,5,8
483,2,4
484,0,2
485,1,5
486,2,1
487,1,8
488,3,6
489,1,4
490,0,8
491,2,4
492,2,2
493,1,0
494,2,3
495,1,2
496,3,3
497,3,3
498,1,9
499,2,2
501,2,3
502,0,5
503,1,2
504,1,1
505,2,7
506,0,5
507,1,1
508,3,1
509,3,0
510,4,5
511,2,3
512,1,3
513,3,2
514,2,5
515,4,1
516,1,2
517,1,4
518,2,4
519,1,4
520,1,1
521,2,3
522,1,2
523,3,2
524,3,0
525,0,1
526,2,5
527,1,3
528,1,2
529,3,0
530,2,0
531,0,2
532,1,0
533,2,0
534,5,0
535,1,0
538,2,1
539,2,0
540,0,3
541,3,0
542,0,2
543,3,1
544,3,0
545,2,0
546,6,1
547,1,3
548,0,1
549,1,2
550,4,0
551,2,0
552,1,0
553,2,2
554,2,1
555,1,2
556,0,1
557,1,0
558,2,0
559,1,0
560,1,1
561,3,0
562,0,1
563,2,1
564,1,0
565,1,0
566,3,0
568,1,1
569,2,1
570,1,0
571,2,1
572,3,1
573,2,0
575,2,0
576,3,0
577,4,0
578,1,4
579,5,0
584,1,1
586,0,1
587,4,0
589,2,0
590,0,1
591,1,0
592,1,0
595,1,0
596,1,0
600,0,1
603,0,2
608,0,1
617,0,1
