Base index,1500_3#TOP,1500_3#BOT
466,0,2
468,2,0
469,2,1
470,1,0
471,2,0
472,0,1
473,1,1
474,4,3
475,0,2
479,0,1
480,3,0
481,2,2
482,1,1
484,1,1
485,1,0
486,2,0
487,2,1
488,4,0
489,3,0
490,5,0
491,3,0
492,3,0
493,0,1
494,1,1
496,2,0
499,2,0
500,2,0
501,1,0
502,1,0
503,1,0
504,1,2
505,0,1
506,2,1
507,2,0
509,1,1
510,1,1
512,0,1
513,2,0
514,2,1
515,1,0
516,1,0
517,0,1
518,2,0
519,1,0
520,0,1
523,0,1
524,0,2
526,1,0
527,0,2
528,1,0
529,1,0
530,0,1
531,1,0
532,3,1
533,1,0
534,3,0
535,1,0
536,2,0
538,1,0
539,1,1
541,0,1
543,2,0
545,1,0
548,1,1
549,2,0
551,0,1
552,0,1
553,2,0
554,0,1
556,1,0
557,2,0
558,1,2
559,1,0
561,1,1
562,1,0
563,1,1
564,0,1
565,2,0
567,0,2
569,1,0
570,2,1
571,1,0
572,2,0
573,1,0
574,1,0
575,0,1
576,2,0
577,0,1
578,0,1
579,0,1
580,1,0
584,0,2
585,1,1
586,1,0
587,1,0
588,1,0
593,2,0
594,1,2
596,0,2
597,1,0
600,1,0
603,0,2
604,0,1
605,0,1
611,1,0
612,0,1
616,0,1
618,1,0
627,0,1
628,0,1
629,0,1
630,1,0
632,0,1
644,1,0
646,1,0
648,0,2
649,0,1
651,0,1
657,1,0
658,1,0
666,0,1
671,0,2
673,2,0
674,1,0
679,4,0
682,0,1
691,1,0
694,1,0
696,1,0
697,1,0
698,1,0
700,1,0
701,1,0
702,0,1
704,2,0
705,1,0
707,1,0
708,2,0
709,0,1
711,1,0
712,1,0
713,3,0
714,2,1
715,1,0
716,2,1
717,4,0
719,3,0
720,1,0
721,3,1
722,1,0
723,0,1
724,1,1
725,5,0
726,5,0
727,3,0
728,3,0
729,1,0
730,13,0
731,7,0
732,34,0
733,47,0
734,92,0
735,169,0
736,97,1
737,151,0
738,124,0
739,145,3
740,253,0
741,305,1
742,310,0
743,467,2
744,277,2
745,178,3
746,262,1
747,279,4
748,327,1
749,191,4
750,315,2
751,378,14722
752,225,117
753,396,7
754,351,17
755,290,4
756,459,3
757,230,4
758,479,6
759,304,7
760,189,5
761,100,2
762,141,7
763,156,5
764,106,2
765,49,5
766,36,2
767,41,0
768,37,4
769,36,2
770,16,4
771,12,0
772,21,1
773,5,1
774,13,0
775,3,2
776,5,3
777,3,2
778,4,1
779,1,5
780,2,3
781,4,1
782,2,4
783,5,3
784,9,0
785,1,6
786,3,0
787,2,3
788,1,3
789,2,0
790,1,1
791,0,4
792,2,0
793,1,0
794,0,4
796,0,2
798,1,2
799,0,5
800,0,1
801,1,4
802,1,2
803,2,1
804,0,4
805,0,1
806,3,3
807,0,2
808,2,0
811,1,0
812,1,2
813,0,1
814,0,2
815,0,2
816,1,3
817,0,1
818,0,1
819,3,2
820,0,4
821,0,7
823,0,2
824,2,2
825,0,3
826,0,1
827,0,1
828,0,2
829,2,0
830,0,1
832,0,1
834,1,1
836,0,1
837,2,1
838,0,1
839,0,3
840,0,2
842,0,2
843,1,2
845,0,1
847,0,1
848,0,1
850,0,2
852,1,2
853,1,1
854,0,1
855,2,0
857,1,2
858,0,1
859,0,5
860,0,1
861,1,0
862,0,1
864,0,1
865,0,2
866,0,8
867,1,3
868,1,1
869,0,1
870,0,1
871,0,1
872,0,2
875,0,1
878,0,1
880,1,4
881,0,1
882,0,2
883,0,1
885,0,2
887,0,3
888,0,1
889,0,3
891,0,1
893,0,1
894,0,1
895,1,1
896,0,2
899,0,3
900,0,1
902,0,1
903,0,1
906,0,2
907,0,1
908,0,2
909,1,0
911,1,2
912,1,0
913,1,1
914,0,2
915,0,1
916,0,2
917,1,3
918,1,0
920,0,2
921,1,0
922,0,2
924,0,2
925,0,3
926,0,2
929,1,3
930,1,0
932,0,1
933,0,6
935,0,1
936,0,1
937,1,1
938,1,1
940,1,1
941,0,2
942,0,2
945,0,2
946,0,3
947,1,1
949,0,1
950,1,1
951,1,0
952,0,1
953,0,2
955,0,2
956,0,1
957,0,1
959,0,1
960,1,1
961,0,1
962,0,1
963,0,3
964,0,3
965,0,1
967,0,2
968,0,2
970,1,1
971,2,0
972,1,0
973,0,2
974,0,1
976,1,5
977,1,3
978,0,3
979,0,3
980,2,2
981,0,3
982,0,1
983,0,1
984,1,6
985,1,5
986,0,3
987,0,2
989,1,3
990,0,5
991,1,1
992,1,2
994,1,3
995,0,6
996,1,2
997,1,5
998,0,2
999,1,1
1000,0,1
1001,0,6
1002,1,5
1003,1,3
1004,1,2
1005,1,0
1006,0,3
1007,0,1
1008,1,0
1009,0,4
1010,1,1
1011,1,0
1012,1,4
1013,1,3
1014,0,2
1015,0,3
1016,0,3
1017,1,6
1018,1,2
1019,2,1
1020,0,4
1021,0,3
1022,0,1
1023,0,4
1024,1,6
1025,1,5
1026,0,2
1027,0,1
1028,0,5
1029,0,5
1030,0,1
1031,1,4
1032,0,3
1033,0,1
1034,0,5
1035,2,2
1036,0,3
1037,0,9
1038,1,4
1039,1,4
1040,0,7
1041,0,4
1042,0,3
1043,0,1
1044,1,5
1045,1,14
1046,1,7
1047,0,7
1048,0,4
1050,0,4
1051,0,3
1052,0,2
1053,0,1
1054,0,3
1055,0,1
1056,0,3
1057,1,3
1058,1,4
1059,0,4
1060,0,4
1061,1,2
1062,0,4
1063,0,9
1064,0,5
1065,1,3
1066,0,4
1067,0,2
1068,0,8
1069,0,7
1070,0,4
1071,2,1
1072,0,3
1073,1,3
1074,0,13
1075,0,8
1076,0,15
1077,0,10
1078,0,9
1079,0,7
1080,0,3
1081,0,3
1082,1,3
1083,0,8
1084,0,9
1085,0,7
1086,0,10
1087,0,9
1088,0,6
1089,0,10
1090,1,9
1091,0,3
1092,0,6
1093,0,9
1094,0,11
1095,0,9
1096,1,9
1097,1,5
1098,2,8
1099,0,1
1100,0,6
1101,0,6
1102,0,7
1103,0,7
1104,3,13
1105,1,4
1106,1,6
1107,0,6
1108,0,5
1109,0,3
1110,0,8
1111,0,9
1112,0,7
1113,1,4
1114,0,4
1115,0,6
1116,0,7
1117,1,6
1118,1,9
1119,0,9
1120,1,8
1121,0,7
1122,1,5
1123,1,8
1124,0,13
1125,0,10
1126,0,13
1127,0,9
1128,0,6
1129,1,7
1130,0,8
1131,1,4
1132,0,8
1133,1,1
1134,0,6
1135,0,6
1136,1,10
1137,0,9
1138,0,3
1139,1,6
1140,0,12
1141,0,8
1142,0,5
1143,0,7
1144,1,6
1145,0,8
1146,1,6
1147,0,8
1148,0,9
1149,1,4
1150,2,5
1151,3,9
1152,0,13
1153,0,9
1154,1,4
1155,1,4
1156,0,8
1157,0,17
1158,2,12
1159,0,3
1160,0,14
1161,0,15
1162,0,9
1163,0,4
1164,0,6
1165,0,8
1166,1,7
1167,1,6
1168,0,5
1169,0,5
1170,0,5
1171,0,8
1172,1,9
1173,0,7
1174,0,15
1175,0,12
1176,0,4
1177,0,6
1178,1,6
1179,0,16
1180,1,9
1181,1,8
1182,1,10
1183,1,16
1184,0,7
1185,0,15
1186,0,2
1187,1,8
1188,0,6
1189,0,3
1190,0,17
1191,0,4
1192,0,8
1193,2,9
1194,0,5
1195,0,3
1196,0,8
1197,1,8
1198,0,10
1199,0,4
1200,0,6
1201,0,12
1202,0,15
1203,1,11
1204,0,10
1205,0,6
1206,0,5
1207,0,7
1208,0,19
1209,0,7
1210,0,6
1211,1,5
1212,0,19
1213,1,11
1214,0,3
1215,1,3
1216,0,7
1217,0,8
1218,1,19
1219,0,14
1220,0,5
1221,0,8
1222,0,2
1223,0,12
1224,0,7
1225,1,3
1226,1,1
1227,0,1
1228,0,4
1229,0,1
1231,1,1
1232,1,2
1233,1,0
1234,1,1
1235,0,1
1236,1,0
1237,1,0
1239,0,2
1240,2,0
1241,1,0
1243,0,1
1245,1,0
1249,1,0
1250,1,0
1257,1,0
1264,1,0
1268,1,0
1276,1,0
1290,1,2
1291,0,1
1292,0,1
1294,1,0
1295,0,1
1297,0,1
1301,1,0
1302,0,2
1307,2,0
1310,1,2
1311,0,1
1312,0,1
1313,0,2
1318,1,0
1319,0,1
1322,1,2
1326,0,1
1327,0,1
1330,0,1
1333,0,1
1334,1,0
1339,0,2
1343,1,0
1348,0,2
1349,0,1
1355,0,1
1361,0,1
1365,0,1
1367,0,2
1375,1,0
1378,1,0
1388,0,1
1393,0,1
1398,1,0
1414,0,1
