Base index shifted,ATMi3_1#TOP,ATMi3_1#BOT
-167.5,3,6
-166.5,5,1
-165.5,9,4
-164.5,3,1
-163.5,5,5
-162.5,3,5
-161.5,6,2
-160.5,5,2
-159.5,3,1
-158.5,2,0
-157.5,1,1
-156.5,1,4
-155.5,2,2
-154.5,5,2
-153.5,2,5
-152.5,3,9
-151.5,3,4
-150.5,4,11
-149.5,2,6
-148.5,5,3
-147.5,5,6
-146.5,2,4
-145.5,2,2
-144.5,2,3
-143.5,0,2
-142.5,4,4
-141.5,5,3
-140.5,3,1
-139.5,1,1
-138.5,2,3
-137.5,1,4
-136.5,2,4
-135.5,5,4
-134.5,4,5
-133.5,3,4
-132.5,1,4
-131.5,1,2
-130.5,2,5
-129.5,0,3
-128.5,1,3
-127.5,3,1
-125.5,1,3
-124.5,2,7
-123.5,4,7
-122.5,0,1
-121.5,1,2
-120.5,1,3
-119.5,2,2
-118.5,0,3
-117.5,4,1
-116.5,1,0
-115.5,2,1
-114.5,1,4
-113.5,4,2
-112.5,2,1
-111.5,3,2
-110.5,2,4
-109.5,3,0
-108.5,2,4
-107.5,3,0
-106.5,4,0
-105.5,5,2
-104.5,1,0
-102.5,2,3
-101.5,1,1
-100.5,0,1
-99.5,1,2
-98.5,1,4
-97.5,0,1
-95.5,0,1
-94.5,0,1
-92.5,1,0
-91.5,3,0
-90.5,0,2
-89.5,1,0
-88.5,1,1
-87.5,1,1
-86.5,1,0
-85.5,1,0
-83.5,0,1
-80.5,1,1
-77.5,2,0
-76.5,1,0
-74.5,1,0
-73.5,2,0
-70.5,1,1
-66.5,0,1
-61.5,1,0
-59.5,0,1
-54.5,0,1
-53.5,1,1
-52.5,1,0
-51.5,0,1
-50.5,3,1
-49.5,1,0
-48.5,1,0
-47.5,3,1
-46.5,0,1
-45.5,0,1
-44.5,1,1
-43.5,1,1
-42.5,1,0
-40.5,3,0
-39.5,2,1
-38.5,2,2
-37.5,0,6
-36.5,1,1
-35.5,2,0
-34.5,3,1
-33.5,5,0
-32.5,6,0
-31.5,5,1
-30.5,5,1
-29.5,6,1
-28.5,6,2
-27.5,11,1
-26.5,7,2
-25.5,16,3
-24.5,13,3
-23.5,2,11
-22.5,17,3
-21.5,10,2
-20.5,2,2
-19.5,14,0
-18.5,12,7
-17.5,19,3
-16.5,13,4
-15.5,18,3
-14.5,13,3
-13.5,18,6
-12.5,41,5
-11.5,82,6
-10.5,106,4
-9.5,160,6
-8.5,486,6
-7.5,473,49
-6.5,557,21
-5.5,999,15
-4.5,553,29
-3.5,1453,13
-2.5,818,14
-1.5,1017,15
-0.5,783,36
0.5,1181,96037
1.5,844,1204
2.5,675,106
3.5,1359,100
4.5,746,78
5.5,812,48
6.5,825,21
7.5,299,113
8.5,618,41
9.5,353,56
10.5,190,69
11.5,99,52
12.5,94,45
13.5,62,25
14.5,44,25
15.5,45,44
16.5,49,67
17.5,35,22
18.5,12,42
19.5,60,24
20.5,36,26
21.5,38,32
22.5,26,14
23.5,17,50
24.5,17,10
25.5,14,14
26.5,17,77
27.5,13,23
28.5,3,10
29.5,22,22
30.5,10,62
31.5,6,13
32.5,8,15
33.5,9,14
34.5,15,18
35.5,4,15
36.5,5,12
37.5,17,14
38.5,5,18
39.5,8,6
40.5,6,20
41.5,2,8
42.5,1,122
43.5,0,33
44.5,4,9
45.5,2,8
46.5,3,12
47.5,0,12
48.5,0,8
49.5,1,10
50.5,1,13
51.5,0,8
52.5,0,12
53.5,2,7
54.5,0,8
55.5,0,12
56.5,1,14
57.5,0,10
58.5,2,5
59.5,1,20
60.5,0,9
61.5,1,12
62.5,0,3
63.5,0,16
64.5,1,10
65.5,1,7
66.5,2,8
67.5,2,18
68.5,0,11
69.5,2,15
70.5,0,9
71.5,1,2
72.5,1,13
73.5,1,13
74.5,2,7
75.5,0,14
76.5,2,5
77.5,0,5
78.5,0,6
79.5,1,12
80.5,0,1
81.5,0,7
82.5,0,5
83.5,0,5
84.5,0,16
85.5,1,12
86.5,1,51
87.5,1,11
88.5,2,6
89.5,3,5
90.5,0,12
91.5,3,12
92.5,3,20
93.5,2,9
94.5,1,14
95.5,0,11
96.5,1,19
97.5,0,10
98.5,2,21
99.5,4,10
100.5,0,12
101.5,0,10
102.5,1,11
103.5,0,14
104.5,1,9
105.5,3,6
106.5,1,19
107.5,3,18
108.5,3,50
109.5,0,24
110.5,0,14
111.5,1,23
112.5,3,34
113.5,0,35
114.5,2,34
115.5,2,27
116.5,1,26
117.5,2,18
118.5,4,21
119.5,3,24
120.5,4,15
121.5,2,15
122.5,0,12
123.5,3,28
124.5,2,27
125.5,3,34
126.5,3,34
127.5,2,25
128.5,3,27
129.5,2,51
130.5,4,42
131.5,1,27
132.5,1,23
133.5,1,10
134.5,3,31
135.5,9,43
136.5,3,36
137.5,1,48
138.5,2,44
139.5,2,31
140.5,4,21
141.5,3,31
142.5,5,19
143.5,5,48
144.5,2,36
145.5,1,49
146.5,6,20
147.5,2,12
148.5,4,27
149.5,4,27
150.5,1,11
151.5,4,13
152.5,5,28
153.5,2,16
154.5,4,6
155.5,2,16
156.5,5,23
157.5,3,36
158.5,3,35
159.5,3,14
160.5,3,22
161.5,3,21
162.5,4,17
163.5,3,15
164.5,1,19
165.5,2,32
166.5,2,19
167.5,8,15
168.5,4,24
169.5,3,37
170.5,6,15
171.5,3,11
172.5,2,9
173.5,2,39
174.5,1,50
175.5,0,39
176.5,1,9
177.5,4,26
178.5,8,31
179.5,3,24
180.5,7,9
181.5,2,7
182.5,5,21
183.5,4,23
184.5,5,13
185.5,3,10
186.5,6,18
187.5,1,54
188.5,4,10
189.5,2,20
190.5,3,16
191.5,4,6
192.5,2,18
193.5,3,7
194.5,3,31
195.5,1,21
196.5,3,16
197.5,5,11
198.5,3,7
199.5,6,22
200.5,3,17
201.5,4,10
202.5,3,12
203.5,2,16
204.5,2,14
205.5,7,2
206.5,1,20
207.5,4,0
208.5,2,9
209.5,1,3
210.5,2,16
211.5,0,9
212.5,3,14
213.5,1,11
214.5,1,9
215.5,3,9
216.5,3,13
217.5,1,7
218.5,2,2
219.5,5,3
220.5,2,7
221.5,3,4
222.5,1,6
223.5,2,1
224.5,5,2
225.5,2,5
226.5,3,0
227.5,3,1
228.5,2,3
229.5,1,4
230.5,3,4
231.5,2,1
232.5,0,1
233.5,6,2
234.5,0,3
235.5,1,1
236.5,0,1
237.5,1,3
238.5,0,1
239.5,0,2
240.5,0,1
241.5,2,1
242.5,2,1
243.5,0,1
244.5,0,1
245.5,0,2
247.5,1,0
248.5,1,1
249.5,0,1
250.5,0,3
251.5,2,3
252.5,0,3
253.5,1,0
254.5,0,3
259.5,1,0
261.5,0,2
262.5,1,0
264.5,0,1
266.5,0,1
270.5,0,1
272.5,1,0
