Base index shifted,ATMi1_1#TOP,ATMi1_1#BOT
-200.5,12,15
-199.5,12,11
-198.5,18,12
-197.5,19,14
-196.5,8,7
-195.5,26,19
-194.5,5,13
-193.5,15,17
-192.5,29,15
-191.5,16,24
-190.5,19,28
-189.5,10,20
-188.5,6,9
-187.5,3,28
-186.5,10,10
-185.5,12,12
-184.5,15,9
-183.5,18,16
-182.5,18,11
-181.5,18,14
-180.5,24,11
-179.5,8,13
-178.5,16,10
-177.5,14,12
-176.5,13,19
-175.5,8,12
-174.5,17,22
-173.5,14,14
-172.5,18,6
-171.5,15,18
-170.5,22,16
-169.5,8,20
-168.5,8,19
-167.5,14,14
-166.5,16,10
-165.5,13,11
-164.5,9,6
-163.5,10,12
-162.5,6,11
-161.5,7,8
-160.5,4,11
-159.5,1,9
-158.5,4,19
-157.5,1,9
-156.5,10,14
-155.5,9,11
-154.5,9,10
-153.5,12,21
-152.5,2,11
-151.5,9,8
-150.5,17,13
-149.5,5,16
-148.5,9,8
-147.5,8,11
-146.5,7,9
-145.5,9,11
-144.5,5,5
-143.5,4,6
-142.5,5,3
-141.5,5,9
-140.5,10,5
-139.5,4,4
-138.5,6,3
-137.5,5,13
-136.5,3,4
-135.5,3,7
-134.5,4,14
-133.5,6,13
-132.5,1,6
-131.5,2,4
-130.5,6,12
-129.5,5,7
-128.5,5,7
-127.5,7,6
-126.5,7,2
-125.5,4,4
-124.5,5,8
-123.5,1,10
-122.5,4,7
-121.5,3,9
-120.5,4,4
-119.5,4,9
-118.5,2,7
-117.5,6,3
-116.5,6,6
-115.5,1,0
-114.5,1,7
-113.5,7,2
-112.5,4,2
-111.5,5,4
-110.5,6,1
-109.5,6,1
-108.5,4,6
-107.5,5,2
-106.5,4,6
-105.5,5,5
-104.5,3,3
-103.5,5,2
-102.5,1,3
-101.5,6,6
-100.5,2,5
-99.5,5,1
-98.5,2,3
-97.5,1,0
-96.5,0,3
-95.5,2,1
-94.5,0,4
-93.5,4,3
-92.5,3,2
-91.5,6,2
-90.5,0,1
-89.5,2,3
-88.5,2,0
-87.5,1,4
-86.5,1,0
-85.5,5,1
-84.5,4,1
-83.5,1,1
-82.5,6,0
-81.5,3,0
-80.5,1,2
-78.5,1,0
-77.5,2,2
-76.5,1,1
-75.5,2,2
-74.5,2,1
-73.5,3,1
-72.5,4,0
-71.5,3,1
-70.5,3,0
-69.5,4,0
-68.5,3,1
-67.5,1,1
-66.5,0,1
-65.5,3,0
-64.5,2,0
-63.5,1,0
-62.5,1,1
-61.5,2,0
-60.5,1,0
-59.5,2,0
-58.5,2,0
-57.5,4,0
-55.5,1,2
-54.5,1,1
-53.5,3,0
-52.5,5,1
-51.5,5,0
-50.5,12,0
-49.5,5,2
-48.5,4,0
-47.5,5,0
-46.5,5,0
-45.5,5,0
-44.5,4,2
-43.5,7,4
-42.5,8,0
-41.5,4,1
-40.5,17,0
-39.5,10,0
-38.5,10,4
-37.5,8,3
-36.5,22,4
-35.5,8,3
-34.5,10,4
-33.5,29,2
-32.5,14,2
-31.5,50,2
-30.5,37,1
-29.5,70,6
-28.5,45,3
-27.5,61,7
-26.5,63,2
-25.5,95,2
-24.5,131,2
-23.5,49,8
-22.5,109,3
-21.5,55,1
-20.5,65,0
-19.5,111,1
-18.5,86,6
-17.5,213,2
-16.5,133,6
-15.5,164,3
-14.5,161,6
-13.5,229,5
-12.5,449,9
-11.5,729,3
-10.5,967,9
-9.5,1041,7
-8.5,3022,3
-7.5,3296,51
-6.5,4322,20
-5.5,4434,13
-4.5,1344,10
-3.5,9497,7
-2.5,5060,21
-1.5,12756,13
-0.5,11026,17
0.5,7180,55694
1.5,11281,1047
2.5,4665,219
3.5,12696,63
4.5,6229,87
5.5,3565,33
6.5,5033,28
7.5,1696,102
8.5,2390,72
9.5,1012,45
10.5,1367,76
11.5,801,62
12.5,488,75
13.5,298,35
14.5,163,24
15.5,163,48
16.5,135,57
17.5,157,26
18.5,77,35
19.5,205,24
20.5,161,18
21.5,211,23
22.5,112,18
23.5,129,29
24.5,97,19
25.5,76,15
26.5,82,50
27.5,55,14
28.5,30,4
29.5,55,7
30.5,22,24
31.5,18,9
32.5,28,9
33.5,28,6
34.5,25,5
35.5,24,6
36.5,36,6
37.5,47,2
38.5,21,5
39.5,19,8
40.5,23,5
41.5,8,8
42.5,19,32
43.5,11,20
44.5,6,4
45.5,12,2
46.5,7,3
47.5,12,3
48.5,5,10
49.5,9,4
50.5,7,12
51.5,7,8
52.5,4,6
53.5,7,5
54.5,3,10
55.5,12,2
56.5,4,10
57.5,5,8
58.5,7,6
59.5,5,14
60.5,6,9
61.5,5,10
62.5,7,5
63.5,5,7
64.5,6,2
65.5,11,2
66.5,8,3
67.5,8,5
68.5,10,8
69.5,8,4
70.5,7,4
71.5,5,4
72.5,10,8
73.5,10,6
74.5,4,9
75.5,15,9
76.5,4,2
77.5,7,4
78.5,28,8
79.5,12,12
80.5,10,3
81.5,6,5
82.5,11,3
83.5,12,5
84.5,5,3
85.5,8,9
86.5,10,11
87.5,10,5
88.5,45,2
89.5,10,2
90.5,9,7
91.5,7,4
92.5,22,8
93.5,14,9
94.5,10,12
95.5,16,4
96.5,3,3
97.5,13,4
98.5,16,10
99.5,19,3
100.5,11,5
101.5,16,3
102.5,22,9
103.5,13,12
104.5,22,4
105.5,22,4
106.5,11,6
107.5,12,5
108.5,5,22
109.5,3,14
110.5,4,11
111.5,2,8
112.5,3,14
113.5,12,4
114.5,5,8
115.5,2,11
116.5,5,12
117.5,7,9
118.5,6,8
119.5,4,9
120.5,11,9
121.5,6,6
122.5,4,5
123.5,7,5
124.5,4,7
125.5,6,6
126.5,9,11
127.5,3,14
128.5,9,9
129.5,11,16
130.5,2,12
131.5,3,16
132.5,3,13
133.5,11,4
134.5,7,17
135.5,23,20
136.5,13,19
137.5,0,17
138.5,4,16
139.5,5,11
140.5,3,7
141.5,5,11
142.5,1,9
143.5,1,14
144.5,9,15
145.5,2,17
146.5,12,8
147.5,3,2
148.5,12,15
149.5,5,5
150.5,3,7
151.5,13,11
152.5,15,17
153.5,9,5
154.5,9,1
155.5,4,6
156.5,9,10
157.5,17,6
158.5,5,13
159.5,7,8
160.5,7,7
161.5,9,11
162.5,17,5
163.5,12,6
164.5,6,7
165.5,2,11
166.5,2,7
167.5,22,6
168.5,14,10
169.5,5,13
170.5,4,4
171.5,2,13
172.5,2,4
173.5,3,11
174.5,5,20
175.5,3,11
176.5,4,7
177.5,4,3
178.5,10,8
179.5,15,6
180.5,10,5
181.5,6,0
182.5,7,4
183.5,4,13
184.5,8,8
185.5,6,9
186.5,4,9
187.5,5,10
188.5,4,6
189.5,1,7
190.5,5,9
191.5,6,5
192.5,4,3
193.5,1,5
194.5,7,9
195.5,5,5
196.5,2,7
197.5,4,9
198.5,4,4
199.5,4,7
200.5,5,5
201.5,1,3
202.5,2,7
203.5,2,11
204.5,3,6
205.5,6,4
206.5,1,10
207.5,3,1
208.5,2,2
209.5,4,2
210.5,1,8
211.5,3,9
212.5,2,2
213.5,2,7
214.5,0,10
215.5,5,4
216.5,1,2
217.5,4,3
218.5,2,3
219.5,2,2
220.5,5,5
221.5,2,3
222.5,7,1
223.5,3,2
224.5,4,4
225.5,1,6
226.5,0,5
227.5,8,2
228.5,0,6
229.5,0,1
230.5,1,2
231.5,3,1
232.5,2,2
233.5,7,4
234.5,3,5
235.5,1,3
236.5,2,1
237.5,0,1
238.5,1,0
239.5,1,3
240.5,0,1
242.5,1,0
244.5,0,1
245.5,0,1
246.5,1,2
248.5,1,2
249.5,0,3
250.5,0,3
251.5,2,3
252.5,0,2
253.5,1,2
255.5,1,1
256.5,0,1
257.5,0,2
258.5,1,1
259.5,0,1
260.5,1,0
261.5,0,1
262.5,0,2
263.5,0,1
264.5,1,1
265.5,1,1
266.5,0,1
269.5,0,2
271.5,0,1
272.5,0,1
274.5,0,2
