Base index shifted,ATMi0_3#TOP,ATMi0_3#BOT
-20.5,48,3
-19.5,118,1
-18.5,85,5
-17.5,240,4
-16.5,204,0
-15.5,330,4
-14.5,289,3
-13.5,289,3
-12.5,336,6
-11.5,489,7
-10.5,708,4
-9.5,347,8
-8.5,1039,3
-7.5,864,41
-6.5,1396,10
-5.5,1175,10
-4.5,210,9
-3.5,3221,4
-2.5,2520,26
-1.5,5247,18
-0.5,5708,18
0.5,4657,66030
1.5,5036,95
2.5,1782,78
3.5,4860,40
4.5,1568,57
5.5,2082,18
6.5,2174,20
7.5,706,78
8.5,609,30
9.5,575,37
10.5,607,30
11.5,606,24
12.5,377,28
13.5,251,39
14.5,111,39
15.5,134,30
16.5,82,49
17.5,86,19
18.5,38,35
19.5,105,54
20.5,64,17
21.5,116,8
22.5,43,8
23.5,38,28
24.5,29,9
25.5,30,2
26.5,31,32
27.5,27,9
28.5,10,4
29.5,23,2
30.5,8,11
31.5,11,8
32.5,14,7
33.5,8,2
34.5,15,1
35.5,11,6
36.5,21,3
37.5,18,5
38.5,7,3
39.5,13,3
40.5,2,6
41.5,9,4
42.5,3,30
43.5,3,14
44.5,5,3
45.5,4,2
46.5,6,5
47.5,3,3
48.5,2,4
49.5,2,3
50.5,2,6
51.5,4,2
52.5,0,6
53.5,3,2
54.5,0,4
55.5,2,2
56.5,2,4
57.5,2,1
58.5,3,4
59.5,2,8
60.5,1,7
61.5,3,2
62.5,2,1
63.5,3,0
64.5,2,0
65.5,1,2
66.5,1,3
67.5,2,7
68.5,2,1
69.5,2,9
70.5,2,2
71.5,1,0
72.5,5,3
73.5,4,4
74.5,2,6
75.5,3,4
76.5,5,2
77.5,1,2
78.5,6,1
79.5,0,1
80.5,1,3
81.5,4,1
82.5,2,1
83.5,2,3
84.5,2,0
85.5,4,3
86.5,3,7
87.5,3,5
88.5,16,4
89.5,6,2
90.5,2,4
91.5,4,3
92.5,3,2
93.5,3,6
94.5,3,3
95.5,7,3
96.5,5,4
97.5,3,6
98.5,0,4
99.5,9,1
100.5,7,2
101.5,3,3
102.5,1,7
103.5,8,3
104.5,8,0
105.5,7,2
106.5,1,3
107.5,2,2
108.5,1,11
109.5,2,3
110.5,0,5
111.5,1,4
112.5,0,6
113.5,4,3
114.5,1,6
115.5,1,3
116.5,1,5
117.5,0,2
118.5,0,5
119.5,1,4
120.5,2,2
121.5,1,1
122.5,1,5
123.5,1,5
124.5,2,7
125.5,0,3
126.5,3,7
127.5,0,9
128.5,4,5
129.5,0,4
130.5,0,8
131.5,0,3
132.5,0,6
133.5,0,3
134.5,1,3
135.5,6,8
136.5,0,8
137.5,0,10
138.5,1,7
139.5,4,5
140.5,4,2
141.5,0,5
142.5,0,3
143.5,0,6
144.5,1,1
145.5,2,10
146.5,2,6
147.5,1,2
148.5,3,5
149.5,0,9
150.5,0,2
151.5,5,4
152.5,1,9
153.5,0,3
154.5,1,2
155.5,1,6
156.5,1,2
157.5,2,6
158.5,0,7
159.5,2,6
160.5,2,5
161.5,1,3
162.5,3,2
163.5,2,0
165.5,1,5
166.5,0,6
167.5,3,2
168.5,2,7
169.5,3,5
170.5,2,2
171.5,0,1
173.5,0,6
174.5,2,5
175.5,1,3
176.5,0,1
177.5,2,4
178.5,1,1
179.5,3,3
180.5,1,2
181.5,0,1
183.5,2,5
184.5,0,3
185.5,0,3
186.5,0,1
187.5,0,6
188.5,0,1
189.5,0,4
190.5,3,3
191.5,2,1
193.5,2,2
194.5,1,4
195.5,0,2
196.5,1,2
197.5,2,2
198.5,1,2
199.5,2,4
200.5,1,3
201.5,0,1
202.5,0,2
203.5,1,2
204.5,1,0
206.5,0,3
208.5,0,2
209.5,0,1
210.5,0,5
211.5,0,1
213.5,1,3
214.5,1,0
215.5,1,2
216.5,0,5
217.5,1,1
218.5,1,2
219.5,0,1
223.5,1,0
225.5,1,2
226.5,0,1
227.5,2,1
228.5,0,2
229.5,1,1
232.5,1,0
233.5,0,3
234.5,5,0
236.5,1,1
237.5,1,1
239.5,0,3
241.5,1,0
242.5,1,0
243.5,2,0
244.5,0,1
245.5,0,1
248.5,0,1
249.5,1,0
252.5,0,2
253.5,0,1
256.5,1,0
258.5,0,1
259.5,1,0
262.5,0,1
263.5,1,0
272.5,1,0
273.5,1,0
