Base index shifted,ATMi1_2#TOP,ATMi1_2#BOT
-44.5,6,0
-43.5,2,3
-42.5,2,1
-41.5,8,0
-40.5,8,0
-39.5,7,0
-38.5,4,4
-37.5,5,3
-36.5,7,4
-35.5,2,2
-34.5,10,5
-33.5,25,3
-32.5,10,1
-31.5,10,6
-30.5,9,3
-29.5,20,2
-28.5,20,5
-27.5,26,0
-26.5,24,5
-25.5,30,6
-24.5,50,7
-23.5,27,12
-22.5,32,6
-21.5,26,4
-20.5,26,4
-19.5,60,1
-18.5,37,6
-17.5,104,3
-16.5,56,8
-15.5,80,6
-14.5,68,13
-13.5,92,8
-12.5,155,11
-11.5,299,9
-10.5,461,13
-9.5,471,11
-8.5,1536,6
-7.5,1565,83
-6.5,1797,25
-5.5,1872,21
-4.5,542,26
-3.5,4359,8
-2.5,2375,48
-1.5,6111,27
-0.5,5722,30
0.5,3613,84792
1.5,5692,1699
2.5,1944,190
3.5,5923,73
4.5,2659,124
5.5,1413,48
6.5,2057,35
7.5,788,133
8.5,1295,57
9.5,653,93
10.5,875,98
11.5,450,104
12.5,251,118
13.5,177,46
14.5,91,47
15.5,128,73
16.5,84,87
17.5,80,30
18.5,24,46
19.5,143,36
20.5,101,33
21.5,124,31
22.5,65,20
23.5,74,61
24.5,43,24
25.5,39,15
26.5,36,80
27.5,33,22
28.5,16,7
29.5,30,9
30.5,18,34
31.5,13,12
32.5,24,10
33.5,29,6
34.5,18,19
35.5,16,12
36.5,31,9
37.5,34,11
38.5,28,13
39.5,17,10
40.5,10,16
41.5,9,5
42.5,3,50
43.5,5,26
44.5,8,2
45.5,12,6
46.5,6,6
47.5,2,5
48.5,4,15
49.5,4,9
50.5,4,8
51.5,6,5
52.5,1,8
53.5,9,2
54.5,0,10
55.5,4,4
56.5,1,11
57.5,5,3
58.5,4,3
59.5,8,8
60.5,1,5
61.5,5,7
62.5,7,4
63.5,6,7
64.5,6,3
65.5,2,1
66.5,9,10
67.5,2,5
68.5,8,8
69.5,2,6
70.5,2,5
71.5,2,2
72.5,2,5
73.5,5,8
74.5,1,13
75.5,1,3
76.5,1,7
77.5,3,5
78.5,14,5
79.5,5,6
80.5,3,1
81.5,6,1
82.5,3,0
83.5,3,3
84.5,0,2
85.5,8,5
86.5,6,11
87.5,3,2
88.5,19,3
89.5,6,4
90.5,4,2
91.5,4,4
92.5,2,3
93.5,5,3
94.5,2,5
95.5,8,2
96.5,2,3
97.5,6,5
98.5,2,5
99.5,1,2
100.5,7,1
101.5,3,2
102.5,9,4
103.5,10,2
104.5,10,2
105.5,10,3
106.5,9,3
107.5,8,1
108.5,3,18
109.5,3,5
110.5,2,4
111.5,2,6
112.5,1,9
113.5,4,7
114.5,1,5
115.5,0,3
116.5,1,2
117.5,2,4
118.5,3,5
119.5,6,9
120.5,2,6
121.5,8,3
122.5,1,3
123.5,3,7
124.5,8,5
125.5,7,8
126.5,3,5
127.5,2,7
128.5,4,5
129.5,4,8
130.5,2,12
131.5,6,5
132.5,2,7
133.5,5,5
134.5,3,7
135.5,10,5
136.5,4,4
137.5,1,8
138.5,1,5
139.5,4,4
140.5,1,1
141.5,2,3
142.5,3,7
143.5,4,7
144.5,0,3
145.5,1,5
146.5,8,2
147.5,5,1
148.5,7,1
149.5,3,1
150.5,3,4
151.5,6,4
152.5,6,4
153.5,0,3
154.5,6,0
155.5,1,4
156.5,6,2
157.5,7,2
158.5,5,2
159.5,6,3
160.5,3,2
161.5,3,2
162.5,5,1
163.5,1,1
164.5,3,0
165.5,2,2
166.5,2,0
167.5,8,4
168.5,6,2
169.5,0,1
170.5,4,1
171.5,2,0
172.5,0,4
173.5,1,5
174.5,4,2
175.5,2,5
176.5,5,1
177.5,1,2
178.5,1,3
179.5,13,4
180.5,4,0
181.5,2,0
182.5,3,2
183.5,5,5
184.5,5,0
185.5,1,1
186.5,4,3
187.5,3,9
188.5,3,0
189.5,1,2
190.5,1,3
191.5,8,0
192.5,7,0
193.5,7,1
194.5,0,7
195.5,3,0
196.5,2,3
197.5,4,1
198.5,3,2
199.5,2,4
200.5,2,6
201.5,4,4
202.5,2,1
203.5,1,2
204.5,0,1
205.5,2,0
206.5,1,2
207.5,1,2
208.5,1,6
209.5,0,4
210.5,0,11
211.5,1,2
212.5,2,1
213.5,0,3
214.5,3,4
215.5,1,1
216.5,1,2
217.5,1,2
218.5,4,1
219.5,1,1
220.5,4,1
222.5,2,0
223.5,3,1
224.5,1,0
225.5,5,2
226.5,5,0
227.5,3,0
228.5,1,3
229.5,1,3
230.5,1,1
231.5,1,1
232.5,0,4
233.5,5,3
234.5,4,0
235.5,1,1
236.5,0,1
238.5,3,0
241.5,2,0
242.5,1,0
243.5,1,0
248.5,1,0
250.5,0,4
251.5,1,3
252.5,0,1
253.5,1,0
254.5,0,1
255.5,0,1
256.5,1,1
257.5,1,0
258.5,0,1
260.5,0,1
262.5,1,1
266.5,1,0
