Base index,dsDNA_3#TOP,dsDNA_3#BOT
450,0,13
451,0,25
452,1,18
453,3,25
454,0,12
455,0,11
456,1,9
457,1,25
458,0,20
459,1,5
460,0,55
461,0,4
462,1,6
463,2,6
464,0,7
465,0,8
466,2,1
467,0,9
468,2,8
469,2,4
470,1,23
471,0,9
472,0,3
473,0,10
474,1,9
475,1,30
476,0,38
477,0,9
478,0,7
479,3,12
480,1,17
481,0,2
482,0,3
483,0,4
484,1,5
485,0,4
486,1,4
487,0,2
488,0,6
489,1,5
490,2,1
491,0,9
492,1,5
493,1,2
494,0,22
495,0,12
496,0,5
497,0,4
498,2,21
499,1,3
500,2,5
501,0,16
502,0,4
503,1,14
504,4,12
505,4,1
506,1,2
507,1,6
508,0,5
509,2,16
510,1,4
511,0,11
512,0,11
513,0,6
514,0,4
515,0,8
516,0,27
517,0,14
518,1,4
519,1,6
520,0,14
521,2,4
522,2,3
523,0,4
524,1,6
525,1,4
526,0,8
527,0,11
528,0,8
529,1,2
530,0,12
531,0,7
532,0,5
533,1,7
534,0,1
535,0,5
536,0,6
537,0,12
538,0,15
539,0,9
540,1,4
541,0,3
542,0,3
543,0,13
544,0,16
545,0,8
546,1,8
547,0,8
548,0,2
549,1,8
550,0,7
551,0,9
552,0,8
553,0,12
554,1,5
555,1,1
556,0,6
557,0,4
558,1,7
559,0,5
560,1,6
561,1,9
562,0,5
563,0,2
564,1,4
565,0,5
566,0,4
567,0,25
568,1,4
569,0,11
570,0,10
571,0,2
572,0,6
573,0,4
574,0,6
575,0,13
576,0,23
577,0,1
578,0,1
579,0,11
580,3,29
581,0,4
582,0,3
583,0,10
584,0,7
585,1,8
586,0,16
587,2,10
588,0,8
589,0,3
590,3,9
591,2,7
592,1,3
593,0,6
594,0,11
595,0,36
596,0,10
597,0,8
598,1,10
599,0,6
600,1,8
601,1,12
602,1,12
603,0,10
604,0,9
605,0,7
606,1,9
607,0,7
608,0,1
609,0,4
610,0,10
611,0,12
612,1,6
613,2,11
614,0,12
615,0,11
616,0,11
617,1,13
618,1,9
619,0,12
620,0,3
621,0,18
622,0,3
623,2,6
624,0,2
625,0,5
626,0,10
627,1,3
628,0,1
629,0,15
630,0,7
631,0,12
632,0,2
633,0,7
634,0,15
635,0,7
636,4,15
637,0,4
638,0,3
639,0,3
640,0,10
641,0,10
642,0,4
643,0,6
644,0,1
645,0,28
646,0,18
647,3,6
648,0,6
649,0,7
650,0,9
651,0,8
652,1,21
653,1,12
654,0,10
655,0,7
656,0,17
657,0,14
658,1,4
659,1,5
660,1,7
661,0,3
662,0,10
663,1,9
664,2,3
665,0,9
666,0,16
667,0,3
668,0,2
670,0,11
671,1,2
672,0,2
673,3,1
674,0,1
675,0,3
676,0,1
677,0,2
678,3,0
679,0,4
680,0,3
681,5,1
683,0,4
684,1,0
685,0,4
686,1,3
688,0,6
689,1,0
690,0,2
692,0,3
693,0,1
698,0,1
699,0,1
700,0,2
701,0,1
703,1,0
705,0,1
708,2,0
715,0,1
716,1,0
719,0,1
720,0,2
721,0,1
