Base index shifted,dsDNA#TOP#AVERAGE,dsDNA#TOP#STD,dsDNA#BOT#AVERAGE,dsDNA#BOT#STD
-162.5,0.0004785617785986211,0.00030289467208783244,0.0016106528113779134,0.00020362475379542087
-161.5,0.0005600749342714465,0.00037811162317648637,0.000751000022727836,5.203782101067436e-05
-160.5,0.0006740984982222546,0.0003257116448088479,0.0006158608288169252,0.0002937949672337828
-159.5,0.0008186881952939331,0.000570252414562718,0.0006131619953422194,0.00014568729797790532
-158.5,0.0006649249789577286,0.0003795050947430728,0.0003973293018014725,0.00014707202806995935
-157.5,0.0006555723082033618,0.00040633848009352224,0.0016246324445241159,0.0001332131016169298
-156.5,0.0005745966070000586,0.00041200172275619485,0.0006384224281599186,0.00014324367563495452
-155.5,0.0008755208257794964,0.0005170923607951232,0.0016910994678749837,0.00019113893190195595
-154.5,0.0008904903772327102,0.0006183826218342703,0.002475209580711871,0.00014571054904288392
-153.5,0.0008379309912721887,0.0005974658376131454,0.001024224087157129,3.0510564155145784e-05
-152.5,0.0005636315728371254,0.00019619452685266472,0.0015007740502847018,0.00015645092640566958
-151.5,0.0009141855692258484,0.0005984792714797537,0.0031673453942474253,7.842907148712592e-05
-150.5,0.0010136874604480444,0.0005121891935324068,0.00202858540844597,0.0005241251838143233
-149.5,0.000651030336443559,0.00043997522120657866,0.001398991789615608,0.0005536001067835509
-148.5,0.0011337757838223016,0.0006553130230138038,0.0016143307968908235,4.649890064245818e-05
-147.5,0.0006977936902153928,0.00030580829445433133,0.0019209117945619334,0.00011934254963141092
-146.5,0.0006398861507907851,0.00019720796071927312,0.0014740407791632667,0.0002448989463783309
-145.5,0.000779485997378059,0.00040798531012676073,0.0009656067210976128,0.00010302837530294118
-144.5,0.000534767378869742,0.00015537439227702343,0.000817467046078704,0.00010996365129570062
-143.5,0.0006638500700186843,0.00021774470724041981,0.0028536552686832606,0.000572695366828618
-142.5,0.0005921374638248275,0.00018309453226075513,0.001766642143688174,0.0003881542475457746
-141.5,0.0006252749023172527,0.00014983782884767685,0.0020276062564077656,0.0008293587062231634
-140.5,0.0006438906680810658,8.269102585489022e-05,0.0015824467019527424,9.15898201278838e-05
-139.5,0.0009164881473626423,0.00022784172306950363,0.0016008448500101522,0.0006226270288699878
-138.5,0.0009268261513111331,0.00034928869292981954,0.001545658626330781,0.000346181877150593
-137.5,0.0010324823777016984,0.0004720024551233957,0.0008697075931506039,1.4557104265301225e-05
-136.5,0.0009803708704657786,0.0005184858323617097,0.0023542968630799284,0.0005699142811120205
-135.5,0.001113816381884683,0.0005202593416282742,0.001650633406740112,0.0006028568420776278
-134.5,0.0009028622320832339,0.00032875194640867274,0.0033655204691290593,0.0003045818467265256
-133.5,0.0011988861761231874,0.00041355919639310645,0.001235399643146761,0.0004304640813146029
-132.5,0.0005539205991030773,0.00016910778303556328,0.0022395141213028364,0.0007322415912595528
-131.5,0.0010277612544520548,0.00047867913165267653,0.002378578143859423,0.0005862168299080008
-130.5,0.0007881220621730629,0.00027331166644120933,0.00238740695318898,0.0004724480772422739
-129.5,0.0007359209791922227,0.0003063150113876354,0.003121975352428673,0.0006996481192000813
-128.5,0.0011023138932522278,0.0002235719519734176,0.0032610393749852593,0.0005536233578485293
-127.5,0.00046732801720092686,4.6647379308639154e-05,0.002207136340099224,0.0002716160346959399
-126.5,0.0011600422811869947,0.00030521222112470033,0.0021781979217686148,0.0007176728614617623
-125.5,0.000978489779822451,0.00023540515423206682,0.002698406465771297,0.001146740587151822
-124.5,0.0012521621680430719,0.0005423162389493332,0.002847031606562879,0.00032885531270118355
-123.5,0.001465418895981315,0.0003631860857586847,0.0027744346073571603,0.0005328059043377619
-122.5,0.0014191034209340828,0.0005647531739703706,0.0018713700809647393,0.0003919709744482902
-121.5,0.0007880324864281425,0.00025983163414932157,0.002341543225104696,0.0005879506489061908
-120.5,0.0013090843742735556,0.0005026362174736263,0.002420270200165265,0.00012212363534800803
-119.5,0.001298298491600463,0.0003137890861538717,0.002343016063408432,0.000788433602546389
-118.5,0.001374911372533804,0.00036872264918803106,0.00334393802182427,0.00043638696718642267
-117.5,0.0014220330292853195,0.00028847585160333473,0.0036353133911782073,0.0006320175527381872
-116.5,0.0011593256752276317,0.00019737196278959838,0.0016628933584498132,7.910399823441904e-05
-115.5,0.001359583518100909,0.00021351225898133295,0.002003078132495505,0.0005601979194026638
-114.5,0.0013306297483886053,0.00015921209211380372,0.0033108279317152194,0.0005338531710561693
-113.5,0.0008497653916531901,0.00022695496843622143,0.003283600974328253,0.00011658471497979195
-112.5,0.0017340118579726106,0.0006228537178376808,0.0031033385817313556,0.0012324191469403752
-111.5,0.0010022745475605096,0.00022898183616943814,0.003494036000919588,0.00018101535362401717
-110.5,0.0007725254805054064,7.766117935884786e-05,0.0050203173271547545,6.063716280668778e-05
-109.5,0.0013275209885475281,0.0004085293498970641,0.0028367299589295864,0.00024214111172671208
-108.5,0.000549020324363593,0.00014882439498106861,0.004471170364821463,4.364806173092491e-05
-107.5,0.0019285632444021204,0.000497390335347931,0.0050872780367711545,0.0005030051435273768
-106.5,0.0020383135638278867,0.0005190671949690121,0.0034501387974045714,0.0006406866477291368
-105.5,0.0010833398245087332,0.0002367986257986533,0.0036593478288249365,0.00039546186350964844
-104.5,0.0019355237612747728,0.000827714466115844,0.0017943545668478134,5.527294835726872e-06
-103.5,0.0017569008682614658,0.0004816300768561747,0.003173969056367807,0.00032226912561456007
-102.5,0.0012851204550456564,0.0004820994709524796,0.005103215973993765,0.0001778735534687944
-101.5,0.0009798334159962564,0.00043760563861038314,0.0021997803690734035,0.000585867741001865
-100.5,0.0013184370450279224,0.00047580283212317673,0.0030662954424837702,8.251350856835238e-05
-99.5,0.0023781712532884376,0.0007459848405682343,0.0025303958043912424,0.0004221557007622788
-98.5,0.001460608196986751,0.00035638272999607767,0.002299110639400557,0.0002934691293926254
-97.5,0.0007916787007387418,9.139457011738767e-05,0.0017703201292010844,0.00023102839439281204
-96.5,0.001232381917595294,0.0004342226221475793,0.0020751814454356924,0.00014946914828295306
-95.5,0.0015809652475957691,0.0005399466563531379,0.0010320737444484808,0.0001609542055879675
-94.5,0.0011118457154964353,0.00022369863120674357,0.0016094268162069431,0.00025600003817974175
-93.5,0.0010540277518167479,0.00012857832976357315,0.002965245490720115,0.00024345608862383065
-92.5,0.0009486402526609438,4.6304664445660306e-05,0.0027687900972749825,1.626767219851251e-05
-91.5,0.001374373918064282,0.0002878424554367046,0.001224851152380703,9.089164231561222e-05
-90.5,0.000983031751582254,0.0002017684131190105,0.0019807551557924196,6.657167421099705e-05
-89.5,0.0014314752757846065,0.0002751224985447731,0.0019098778380232022,0.0005907201090902987
-88.5,0.0015157388883188278,4.7102062682615646e-05,0.0014470606649090662,8.048872832647299e-05
-87.5,0.0013925418051034936,0.00015329549098447916,0.002494586880807485,0.0003715142353761478
-86.5,0.0008437006322297412,3.1431160587186084e-05,0.0016462148918289046,1.4079811570325615e-06
-85.5,0.0019581440443288667,0.0006460507282586744,0.0017546208146183803,0.00015190114509341455
-84.5,0.0016669044080523418,0.00015307155396248386,0.0009668327162685829,5.0653090918620334e-05
-83.5,0.0016456277611720533,0.00023079266827300175,0.0027165495502030827,0.00010825308336248918
-82.5,0.0014448324638292541,0.00013377217832994084,0.002619424427085104,4.3042888178567774e-05
-81.5,0.0021379050307950035,0.00044625714931355304,0.002592444312830903,0.00012136732987329031
-80.5,0.0023382524494132005,0.0004758774777971753,0.0010497313631075938,6.658329974348628e-05
-79.5,0.0015444239307963704,6.096213267448151e-05,0.0027812968921174493,0.000287162278017202
-78.5,0.0023979251125050803,0.00013296006937065676,0.0017384360342630033,0.00027611931387823765
-77.5,0.0019925091520190414,8.039608893269295e-05,0.0018164307004181336,0.0003683840607534146
-76.5,0.001716534185661627,0.00014412255262567672,0.001970700351291893,9.957236283905062e-05
-75.5,0.0020972696209604035,6.830952820739167e-05,0.0026716649741570036,8.147786738243422e-05
-74.5,0.0022491517466532805,2.4023830102605814e-05,0.0020881819265436904,8.535272194739595e-05
-73.5,0.0019196320611412202,0.00012949450584151228,0.0017565873391876474,0.0005542982845958224
-72.5,0.0012470563505826114,0.00022604560168826846,0.002695699411803733,0.000318033556610973
-71.5,0.0021204273584840196,3.2474015898451055e-05,0.0017421140197759134,0.00011899346072527497
-70.5,0.0020293823805669865,0.00010781764622043119,0.0016177619392709684,0.0003634851905350238
-69.5,0.00266882065263317,2.1990153039402946e-05,0.0023881392620944183,8.56436831910856e-05
-68.5,0.0014614775632048192,0.0002299353350843763,0.0014531906407639168,0.00018138769359513142
-67.5,0.0019061852973516523,1.6242179185678323e-06,0.0024747158944463396,0.0003600059270061546
-66.5,0.002393383140745277,0.00016659681048371308,0.002063406959498665,0.00043666630289762294
-65.5,0.001529543955088077,2.6848096072777942e-05,0.0032338124175982936,0.00013635490177215225
-64.5,0.001955188044746495,0.00020120966262637872,0.001222399162038763,0.0001956422110842539
-63.5,0.0008003147655337457,4.327907356816374e-05,0.0009577570638062608,8.843639444017211e-05
-62.5,0.0027492588993669512,6.455328337459587e-05,0.0020256397318384987,0.0001231592765339265
-61.5,0.001968186929811461,5.93921324399542e-06,0.0024658870851167834,0.0002462371743404278
-60.5,0.0026983118768149957,0.00015717051365825868,0.0009616818924519368,7.295990431384534e-06
-59.5,0.0023939205952147997,0.00024747700423503974,0.0025630122082347623,0.00018102697915650638
-58.5,0.002387407957066749,1.544696507343436e-05,0.002816858972568441,0.0004893790506555904
-57.5,0.0038877558064388962,0.0005840830631099271,0.0012258303044189074,0.00021434188009322806
-56.5,0.0023444699690953552,2.2757037769345176e-05,0.002957642676561529,0.00018206262034242454
-55.5,0.003923464550302876,0.00022062890816226151,0.003005958394987753,0.0004023157607749831
-54.5,0.004581876891112554,0.00033721003359686087,0.0018554239232492697,0.0002438168030624557
-53.5,0.002183862202862554,0.00019076993193431596,0.0027413162967552507,0.0006863943662994091
-52.5,0.002577712490202352,0.000654284878424867,0.0025929297786035765,0.000932317328331169
-51.5,0.0023856428333994774,0.00043607077708814225,0.002725131516399874,0.00025837390732775693
-50.5,0.003434770310476741,0.0005443657187972206,0.003152625231702926,0.000609733990407941
-49.5,0.0032764651223807333,0.0003872551400906319,0.0016241387582585846,0.0003725033744321089
-48.5,0.0011664389523589897,0.00016646222985804482,0.002743035978191752,0.00023305317463469128
-47.5,0.0023239995039193496,0.00048242747509313,0.0029630403435109407,0.0001141527181693306
-46.5,0.003552708815972909,0.0003639687732733113,0.002036920531509995,9.536004490044231e-05
-45.5,0.0017484175637251672,7.785460287382995e-05,0.0018863288661491464,1.6325799860958964e-05
-44.5,0.0023447386963301163,1.76830591063177e-05,0.003576934647758599,0.00029825174428612375
-43.5,0.0022340030437102256,0.00015227415572552846,0.0027207212219815245,0.0004568437062585653
-42.5,0.001711186032197541,5.643900311174333e-05,0.0016960034485588643,1.8362205635327584e-05
-41.5,0.003356007611665311,0.00016591138075775538,0.0016113851202833522,0.00035446700663793865
-40.5,0.001418897878213107,0.00018332527861273642,0.0028033730256877697,8.674907757193945e-05
-39.5,0.001868685038589265,9.222929119134242e-05,0.0037687329036526166,6.308078514963865e-05
-38.5,0.003156555950496317,0.00027109137519301055,0.0015314321500518127,0.0001637352913045648
-37.5,0.00320314015277831,0.00010996438385698765,0.003091802718434235,0.00011858624415669288
-36.5,0.002301711132613802,3.107045881481255e-06,0.001981734307830624,0.0003718051966198372
-35.5,0.002971357234821174,0.0003697213723323109,0.0016744210012540756,0.00011344291482456964
-34.5,0.0027019580911255953,1.1266550373675024e-05,0.0028492367537720532,2.8753494091977426e-05
-33.5,0.0024016609025606,2.1996962369389102e-05,0.0021127100504559513,0.00035451350876789575
-32.5,0.0028239906896569645,0.00029270039847007927,0.001758792486396822,0.00019668947780266145
-31.5,0.0025973767736740742,2.7780074935401612e-05,0.0036684152607944004,0.0007821151256384765
-30.5,0.00358850713558181,1.3994650617534429e-05,0.0026101019314900163,0.00034890483520474394
-29.5,0.0042311437432339906,9.203477561400398e-05,0.0020962784269678084,0.0005296757297150287
-28.5,0.0017258868564159937,0.00011728916727522727,0.0018600892812932427,0.000610490295882659
-27.5,0.0016633477694866629,2.8845542361337657e-05,0.001403402084033957,0.00016161750680277127
-26.5,0.0030309403221681335,1.3323931613904614e-05,0.0030199380281339555,0.00047272741295347403
-25.5,0.0031484309489397,0.000234473175369443,0.0029549438430868233,0.0003301702895983021
-24.5,0.001567223365340305,9.374154059891253e-05,0.00247839387995925,0.0005171317801591173
-23.5,0.004052636817196739,0.0002964792554175462,0.0014904724026514097,6.973672543119797e-05
-22.5,0.004776760189290611,0.0004554516077246703,0.0012606600759644602,0.00014153310770174317
-21.5,0.0025489114807487534,9.417361185821811e-05,0.0031320301569291997,0.0005335040821500335
-20.5,0.003967451055982179,0.00033141901963850567,0.0027084530497789652,0.00033606992440514324
-19.5,0.0023215545675753647,0.0006026517847871706,0.0033532522969265,0.000488331783937183
-18.5,0.003014806286030955,0.00026320674921978293,0.0035759554957203944,6.981778122716505e-06
-17.5,0.003287851644037133,5.065589054573097e-05,0.0031624414135635447,0.0002879302090244093
-16.5,0.0037197132533777055,0.0003212326474130952,0.003312292549526097,0.0005823303498105498
-15.5,0.0031576940439491464,0.00027478659301178026,0.0017406411814721778,8.148949291492346e-05
-14.5,0.004982724488607655,0.000297707632851451,0.003267901659745549,0.00026634482450643465
-13.5,0.004253495299053323,0.00031413861034683654,0.0027160558639375515,0.0003974633926865494
-12.5,0.0042488637515486,0.0002939819015256681,0.0027148298687665814,0.00034508810830222836
-11.5,0.004316392688962336,0.00017177485626539623,0.0032683953460110804,0.0002393716515426042
-10.5,0.003999065706810958,0.0005938362720136755,0.0032198327844520907,0.0002067665539506432
-9.5,0.0032803536726949585,0.00046186021506497,0.003515132982451704,0.0004981295243739646
-8.5,0.002522887319387686,0.0004247511010927832,0.0038744399929673866,0.00036449758065596334
-7.5,0.005782976069627615,0.000366651649287829,0.0027057542163042595,0.0004841775936610208
-6.5,0.0038617052538466937,0.00046761281412396964,0.002007241583781089,0.0004078779322081777
-5.5,0.0046157941200781274,0.00029584476718855956,0.0037844322182353208,0.00031984875433658795
-4.5,0.00391310015512325,0.0006219364496973854,0.002796749363567388,0.0001570909765554947
-3.5,0.0037321746839731494,0.000597383290546805,0.0034812823629443556,0.0001629789858298469
-2.5,0.004672626750563691,0.00034900482095615417,0.0031504200844937515,0.0002521251836147797
-1.5,0.004553792487618319,0.0003034081983511228,0.0026410068743898925,8.87622322813293e-05
-0.5,0.004926044618380797,0.0009387059024994121,0.0034150621827262534,3.195342190964634e-05
0.5,0.0035846553785502345,0.0005656467379336392,0.003729492837688715,0.0002962618406417121
1.5,0.004139023856377913,0.0003291387934386369,0.003817542308344372,0.00022238255046684133
2.5,0.00455406121485308,0.00026296810147545963,0.0030930287136052056,0.00017096152854101357
3.5,0.002752367659208028,0.00031387054115785627,0.004345600509638406,0.0008429150459000144
4.5,0.005015324472630558,0.00041184453001585593,0.0036632726574706126,0.0004911942483812053
5.5,0.004676004237639529,0.0005578819818637511,0.0022709045299753863,0.00018143419572508863
6.5,0.00233054893535005,0.0006834052993051711,0.003301258592987366,0.0001109527903516617
