Base index shifted,HP4.0.4_1#TOP,HP4.0.4_1#BOT
-103.5,5,58
-102.5,12,50
-101.5,5,35
-100.5,10,51
-99.5,7,58
-98.5,5,58
-97.5,6,43
-96.5,13,52
-95.5,9,56
-94.5,17,49
-93.5,9,35
-92.5,12,36
-91.5,6,95
-90.5,12,80
-89.5,13,57
-88.5,13,68
-87.5,24,71
-86.5,10,67
-85.5,10,61
-84.5,15,67
-83.5,12,83
-82.5,9,83
-81.5,9,116
-80.5,12,80
-79.5,11,65
-78.5,11,49
-77.5,16,113
-76.5,12,64
-75.5,8,77
-74.5,6,57
-73.5,6,47
-72.5,3,54
-71.5,6,55
-70.5,4,55
-69.5,8,35
-68.5,12,55
-67.5,5,57
-66.5,6,44
-65.5,9,43
-64.5,11,49
-63.5,14,71
-62.5,4,43
-61.5,7,56
-60.5,8,60
-59.5,5,53
-58.5,1,52
-57.5,8,47
-56.5,15,65
-55.5,8,65
-54.5,16,55
-53.5,13,71
-52.5,11,95
-51.5,13,95
-50.5,10,90
-49.5,8,52
-48.5,10,45
-47.5,5,71
-46.5,8,120
-45.5,6,72
-44.5,10,102
-43.5,9,103
-42.5,8,101
-41.5,14,93
-40.5,14,66
-39.5,15,67
-38.5,20,114
-37.5,10,70
-36.5,11,97
-35.5,16,77
-34.5,18,77
-33.5,11,197
-32.5,14,1561
-31.5,20,257
-30.5,7,182
-29.5,5,151
-28.5,235,130
-27.5,28,202
-26.5,9,165
-25.5,24,138
-24.5,14,273
-23.5,8,264
-22.5,40,284
-21.5,22,332
-20.5,33,207
-19.5,28,188
-18.5,37,176
-17.5,28,342
-16.5,23,293
-15.5,18,318
-14.5,21,300
-13.5,27,455
-12.5,36,265
-11.5,42,360
-10.5,64,348
-9.5,61,353
-8.5,50,859
-7.5,48,577
-6.5,58,526
-5.5,45,577
-4.5,43,403
-3.5,36,538
-2.5,51,657
-1.5,43,756
-0.5,35,412
0.5,33,499
1.5,36,452
2.5,54,490
3.5,28,843
4.5,83,498
5.5,59,788
6.5,36,470
7.5,60,550
8.5,50,322
9.5,85,370
10.5,54,909
11.5,48,547
12.5,23,356
13.5,29,670
14.5,65,525
15.5,72,584
16.5,66,760
17.5,48,546
18.5,61,347
19.5,68,591
20.5,68,368
21.5,35,631
22.5,29,511
23.5,35,625
24.5,35,693
25.5,32,283
26.5,31,457
27.5,24,771
28.5,19,470
29.5,81,488
30.5,28,457
31.5,29,411
32.5,32,423
33.5,27,1658
34.5,37,361
35.5,49,368
36.5,30,353
37.5,30,419
38.5,28,271
39.5,25,278
40.5,25,419
41.5,21,420
42.5,18,481
43.5,21,369
44.5,20,351
45.5,24,487
46.5,29,286
47.5,19,412
48.5,26,387
49.5,21,357
50.5,20,347
51.5,13,290
52.5,21,351
53.5,14,397
54.5,22,368
55.5,13,381
56.5,18,492
57.5,22,564
58.5,6,500
59.5,14,352
60.5,19,261
61.5,19,326
62.5,22,235
63.5,5,250
64.5,18,391
65.5,20,394
66.5,24,523
67.5,22,341
68.5,24,550
69.5,20,483
70.5,17,416
71.5,16,359
72.5,13,358
73.5,23,454
74.5,24,367
75.5,25,296
76.5,18,374
77.5,9,419
78.5,28,369
79.5,22,457
80.5,12,551
81.5,20,533
82.5,33,564
83.5,16,317
84.5,41,320
85.5,82,326
86.5,25,647
87.5,40,351
88.5,44,398
89.5,53,461
90.5,22,543
91.5,19,353
92.5,26,459
93.5,26,307
94.5,29,263
95.5,10,387
96.5,14,230
97.5,19,290
98.5,12,421
99.5,13,505
100.5,29,421
101.5,16,402
102.5,22,403
103.5,4,301
104.5,8,239
105.5,19,370
106.5,13,418
107.5,21,307
108.5,9,213
109.5,8,256
110.5,13,818
111.5,9,327
112.5,11,228
113.5,3,308
114.5,11,281
115.5,15,185
116.5,22,332
117.5,8,199
118.5,2,153
119.5,4,212
120.5,4,160
121.5,3,201
122.5,8,200
123.5,8,246
124.5,3,220
125.5,0,113
126.5,17,127
127.5,1,229
128.5,4,238
129.5,6,179
130.5,4,176
131.5,3,172
132.5,2,188
133.5,2,128
134.5,1,175
135.5,3,118
136.5,1,191
137.5,10,188
138.5,4,100
139.5,4,129
140.5,1,129
141.5,1,73
142.5,2,146
143.5,2,105
144.5,8,114
145.5,7,227
146.5,5,133
147.5,7,91
148.5,9,92
149.5,3,110
150.5,0,172
151.5,1,107
152.5,7,153
153.5,3,132
154.5,5,131
155.5,1,105
156.5,1,96
157.5,6,159
158.5,4,124
159.5,2,111
160.5,3,114
161.5,2,145
162.5,2,91
163.5,5,128
164.5,1,102
165.5,1,103
166.5,9,102
167.5,6,73
168.5,2,103
169.5,4,88
170.5,7,68
171.5,3,112
172.5,4,100
173.5,7,65
174.5,4,87
175.5,3,128
176.5,5,125
177.5,4,98
178.5,9,94
179.5,4,87
180.5,2,79
181.5,6,116
182.5,6,49
183.5,4,77
184.5,9,95
185.5,6,112
186.5,2,106
187.5,4,73
188.5,3,63
189.5,3,75
190.5,10,107
191.5,4,83
192.5,2,77
193.5,2,63
194.5,15,79
195.5,1,127
196.5,3,95
197.5,3,88
198.5,6,92
199.5,3,103
200.5,1,113
201.5,16,75
202.5,1,85
203.5,2,56
204.5,9,93
205.5,3,97
206.5,5,67
207.5,6,60
208.5,10,65
209.5,2,68
210.5,5,129
211.5,5,69
212.5,1,88
213.5,0,96
214.5,3,113
215.5,3,71
216.5,10,67
217.5,3,88
218.5,1,79
219.5,4,66
220.5,5,99
221.5,11,91
222.5,6,80
223.5,3,61
224.5,4,75
225.5,1,47
226.5,2,55
227.5,5,79
228.5,2,59
229.5,7,52
230.5,3,66
231.5,2,62
232.5,4,68
233.5,14,84
234.5,4,104
235.5,2,81
236.5,9,78
237.5,0,80
238.5,3,39
239.5,3,27
240.5,2,62
241.5,3,64
242.5,1,56
243.5,0,57
244.5,3,44
245.5,2,52
246.5,0,32
247.5,2,22
248.5,3,47
249.5,2,32
250.5,2,25
251.5,0,40
252.5,3,25
253.5,4,18
254.5,2,20
255.5,3,16
256.5,7,9
257.5,0,19
258.5,0,13
259.5,1,14
260.5,1,15
261.5,2,8
262.5,1,7
263.5,1,17
264.5,0,11
265.5,4,9
266.5,1,4
267.5,6,9
268.5,3,19
269.5,1,8
270.5,2,9
271.5,1,4
272.5,0,8
273.5,0,5
274.5,0,7
275.5,2,2
276.5,2,10
277.5,1,7
278.5,3,5
279.5,0,1
280.5,0,1
281.5,1,4
282.5,1,6
283.5,3,6
284.5,0,11
285.5,1,9
286.5,2,0
287.5,0,7
288.5,0,5
289.5,1,4
290.5,0,1
291.5,2,2
292.5,2,1
293.5,1,2
