Base index shifted,HP4.6.4_1#TOP,HP4.6.4_1#BOT
128.5,21,110
129.5,11,92
130.5,9,118
131.5,11,99
132.5,68,101
133.5,13,93
134.5,10,145
135.5,17,73
136.5,15,164
137.5,18,105
138.5,26,70
139.5,10,104
140.5,7,95
141.5,34,84
142.5,11,141
143.5,38,82
144.5,19,101
145.5,23,250
146.5,13,110
147.5,16,69
148.5,21,102
149.5,8,95
150.5,54,211
151.5,22,133
152.5,16,175
153.5,32,170
154.5,33,161
155.5,18,141
156.5,14,123
157.5,17,172
158.5,42,165
159.5,17,163
160.5,23,130
161.5,24,234
162.5,18,117
163.5,51,143
164.5,31,141
165.5,33,126
166.5,26,140
167.5,28,126
168.5,25,145
169.5,63,147
170.5,19,126
171.5,25,181
172.5,30,179
173.5,31,96
174.5,17,162
175.5,16,231
176.5,22,251
177.5,12,229
178.5,20,168
179.5,21,135
180.5,38,135
181.5,14,238
182.5,32,82
183.5,43,126
184.5,29,127
185.5,33,225
186.5,38,171
187.5,65,183
188.5,36,129
189.5,22,154
190.5,79,188
191.5,25,167
192.5,18,154
193.5,53,135
194.5,37,137
195.5,38,241
196.5,53,280
197.5,16,130
198.5,12,132
199.5,27,229
200.5,114,207
201.5,13,139
202.5,16,213
203.5,19,132
204.5,35,232
205.5,19,247
206.5,20,118
207.5,93,129
208.5,29,135
209.5,25,143
210.5,71,277
211.5,19,166
212.5,27,178
213.5,34,204
214.5,89,236
215.5,31,198
216.5,50,202
217.5,58,242
218.5,54,234
219.5,38,134
220.5,43,290
221.5,37,196
222.5,54,142
223.5,46,120
224.5,33,153
225.5,27,129
226.5,31,120
227.5,80,171
228.5,42,150
229.5,37,107
230.5,35,145
231.5,28,207
232.5,28,172
233.5,59,149
234.5,40,269
235.5,75,202
236.5,30,127
237.5,31,245
238.5,58,98
239.5,77,79
240.5,45,132
241.5,47,93
242.5,82,135
243.5,26,116
244.5,60,75
245.5,49,143
246.5,43,97
247.5,37,76
248.5,30,115
249.5,18,90
250.5,25,50
251.5,9,76
252.5,16,58
253.5,18,72
254.5,8,31
255.5,24,29
256.5,16,24
257.5,10,41
258.5,27,24
259.5,28,30
260.5,35,16
261.5,20,18
262.5,14,15
263.5,14,17
264.5,9,10
265.5,11,17
266.5,13,20
267.5,15,14
268.5,13,42
269.5,16,18
270.5,10,13
271.5,13,13
272.5,15,17
273.5,44,28
274.5,9,25
275.5,17,22
276.5,13,11
277.5,9,15
278.5,8,8
279.5,14,18
280.5,10,6
281.5,23,25
282.5,4,8
283.5,6,8
284.5,12,11
285.5,9,16
286.5,12,9
287.5,8,4
288.5,16,15
289.5,15,12
290.5,19,1
291.5,5,10
292.5,2,11
293.5,8,2
294.5,3,0
295.5,18,0
296.5,9,0
297.5,14,0
298.5,15,0
299.5,9,0
