Base index shifted,HP0.6.8_2#TOP,HP0.6.8_2#BOT
-210.5,3,5
-209.5,6,4
-208.5,11,2
-207.5,9,4
-206.5,15,6
-205.5,6,4
-204.5,9,1
-203.5,6,5
-202.5,4,5
-201.5,5,4
-200.5,7,2
-199.5,9,6
-198.5,6,2
-197.5,11,6
-196.5,11,2
-195.5,6,5
-194.5,2,4
-193.5,8,9
-192.5,10,4
-191.5,9,6
-190.5,9,0
-189.5,1,9
-188.5,3,5
-187.5,6,2
-186.5,11,2
-185.5,7,5
-184.5,4,8
-183.5,6,8
-182.5,13,5
-181.5,12,4
-180.5,4,2
-179.5,10,9
-178.5,16,7
-177.5,6,6
-176.5,15,8
-175.5,7,2
-174.5,7,2
-173.5,2,7
-172.5,3,7
-171.5,5,6
-170.5,6,9
-169.5,2,3
-168.5,6,4
-167.5,9,2
-166.5,6,2
-165.5,10,3
-164.5,9,2
-163.5,2,3
-162.5,7,5
-161.5,6,5
-160.5,7,3
-159.5,4,3
-158.5,6,5
-157.5,8,12
-156.5,5,6
-155.5,4,0
-154.5,1,6
-153.5,5,7
-152.5,3,10
-151.5,3,3
-150.5,10,7
-149.5,2,3
-148.5,4,6
-147.5,0,11
-146.5,7,10
-145.5,2,15
-144.5,5,3
-143.5,6,6
-142.5,5,15
-141.5,7,10
-140.5,6,8
-139.5,5,5
-138.5,1,7
-137.5,3,2
-136.5,1,4
-135.5,7,7
-134.5,5,9
-133.5,7,4
-132.5,1,5
-131.5,0,8
-130.5,3,6
-129.5,9,7
-128.5,4,11
-127.5,4,12
-126.5,2,11
-125.5,3,8
-124.5,7,7
-123.5,3,13
-122.5,3,12
-121.5,8,11
-120.5,4,32
-119.5,7,20
-118.5,2,5
-117.5,2,11
-116.5,4,6
-115.5,1,5
-114.5,2,10
-113.5,4,4
-112.5,6,8
-111.5,5,7
-110.5,6,23
-109.5,2,12
-108.5,2,9
-107.5,1,23
-106.5,5,7
-105.5,1,18
-104.5,4,6
-103.5,3,9
-102.5,3,22
-101.5,1,14
-100.5,2,13
-99.5,1,9
-98.5,4,19
-97.5,7,27
-96.5,2,8
-95.5,5,14
-94.5,1,19
-93.5,4,10
-92.5,6,14
-91.5,1,11
-90.5,5,13
-89.5,6,27
-88.5,7,29
-87.5,3,18
-86.5,5,16
-85.5,3,8
-84.5,0,13
-83.5,4,20
-82.5,2,16
-81.5,3,23
-80.5,1,21
-79.5,1,46
-78.5,0,21
-77.5,1,23
-76.5,2,17
-75.5,3,28
-74.5,1,17
-73.5,5,43
-72.5,1,32
-71.5,8,12
-70.5,2,21
-69.5,0,17
-68.5,2,12
-67.5,2,11
-66.5,3,18
-65.5,0,23
-64.5,6,22
-63.5,3,9
-62.5,4,12
-61.5,3,20
-60.5,1,18
-59.5,6,21
-58.5,5,14
-57.5,4,17
-56.5,0,36
-55.5,1,19
-54.5,3,25
-53.5,1,12
-52.5,2,59
-51.5,5,50
-50.5,1,20
-49.5,2,48
-48.5,3,54
-47.5,6,28
-46.5,2,25
-45.5,4,28
-44.5,8,80
-43.5,6,28
-42.5,4,23
-41.5,4,38
-40.5,5,47
-39.5,7,35
-38.5,1,34
-37.5,2,34
-36.5,127,66
-35.5,6,45
-34.5,6,39
-33.5,12,37
-32.5,10,39
-31.5,6,67
-30.5,21,1130
-29.5,14,160
-28.5,20,83
-27.5,11,106
-26.5,12,73
-25.5,22,104
-24.5,16,74
-23.5,13,127
-22.5,10,190
-21.5,15,120
-20.5,20,236
-19.5,23,237
-18.5,35,198
-17.5,40,122
-16.5,35,123
-15.5,35,359
-14.5,80,284
-13.5,51,243
-12.5,97,234
-11.5,80,490
-10.5,122,324
-9.5,116,470
-8.5,127,490
-7.5,176,533
-6.5,90,1419
-5.5,164,1254
-4.5,120,1758
-3.5,19,2428
-2.5,56,3523
-1.5,77,7348
-0.5,129,9649
0.5,151,9020
1.5,157,7789
2.5,120,4134
3.5,134,2790
4.5,143,1500
5.5,116,1031
6.5,251,614
7.5,148,557
8.5,324,738
9.5,208,542
10.5,308,303
11.5,204,647
12.5,283,270
13.5,232,366
14.5,200,513
15.5,205,378
16.5,121,158
17.5,186,534
18.5,120,324
19.5,109,415
20.5,62,210
21.5,70,399
22.5,83,263
23.5,62,202
24.5,82,166
25.5,65,210
26.5,53,267
27.5,56,184
28.5,69,195
29.5,42,177
30.5,29,200
31.5,31,1040
32.5,22,167
33.5,34,134
34.5,21,203
35.5,19,176
36.5,29,123
37.5,121,167
38.5,32,189
39.5,23,118
40.5,23,204
41.5,15,124
42.5,19,136
43.5,40,175
44.5,18,116
45.5,22,134
46.5,15,141
47.5,12,143
48.5,12,147
49.5,11,98
50.5,19,111
51.5,16,152
52.5,18,184
53.5,14,105
54.5,10,135
55.5,7,239
56.5,11,198
57.5,18,111
58.5,10,84
59.5,9,105
60.5,18,112
61.5,10,91
62.5,22,140
63.5,7,108
64.5,3,230
65.5,18,98
66.5,2,255
67.5,5,187
68.5,8,173
69.5,13,120
70.5,18,141
71.5,12,118
72.5,9,90
73.5,16,90
74.5,6,113
75.5,14,89
76.5,6,157
77.5,15,144
78.5,9,108
79.5,6,183
80.5,11,194
81.5,8,63
82.5,10,88
83.5,15,96
84.5,12,268
85.5,7,113
86.5,18,116
87.5,8,141
88.5,11,194
89.5,15,75
90.5,16,126
91.5,6,111
92.5,10,67
93.5,62,89
94.5,9,76
95.5,13,97
96.5,16,124
97.5,31,139
98.5,12,106
99.5,10,118
100.5,10,104
101.5,18,101
102.5,19,64
103.5,5,122
104.5,6,102
105.5,13,91
106.5,7,62
107.5,10,67
108.5,16,320
109.5,18,116
110.5,6,66
111.5,12,95
112.5,9,77
113.5,8,78
114.5,10,142
115.5,31,61
116.5,14,68
117.5,9,119
118.5,9,70
119.5,10,97
120.5,8,66
121.5,5,99
122.5,10,79
123.5,12,34
124.5,12,47
125.5,6,109
126.5,4,116
127.5,4,62
128.5,3,68
129.5,4,80
130.5,8,78
131.5,5,58
132.5,4,82
133.5,4,49
134.5,17,70
135.5,6,82
136.5,3,44
137.5,7,83
138.5,8,58
139.5,1,59
140.5,2,78
141.5,5,56
142.5,1,55
143.5,6,96
144.5,3,72
145.5,12,49
146.5,6,63
147.5,7,77
148.5,8,120
149.5,3,72
150.5,4,83
151.5,3,71
152.5,10,81
153.5,7,62
154.5,4,58
155.5,17,97
156.5,11,74
157.5,1,83
158.5,5,77
159.5,6,97
160.5,9,55
161.5,5,50
162.5,3,75
163.5,8,65
164.5,6,53
165.5,14,46
166.5,8,68
167.5,4,55
168.5,6,48
169.5,4,64
170.5,5,76
171.5,9,26
172.5,8,63
173.5,2,101
174.5,6,71
175.5,8,82
176.5,4,51
177.5,4,55
178.5,3,31
179.5,2,64
180.5,1,26
181.5,11,48
182.5,7,53
183.5,5,80
184.5,6,44
185.5,11,51
186.5,7,50
187.5,11,57
188.5,8,47
189.5,10,39
190.5,4,43
191.5,5,41
192.5,16,38
193.5,3,50
194.5,4,70
195.5,12,31
196.5,8,28
197.5,2,52
198.5,5,55
199.5,2,40
200.5,5,45
201.5,3,36
202.5,31,41
203.5,0,52
204.5,4,35
205.5,7,24
206.5,7,39
207.5,5,33
208.5,5,65
209.5,20,38
210.5,8,37
211.5,2,51
212.5,10,43
213.5,2,33
214.5,2,31
215.5,4,50
216.5,19,49
217.5,8,34
218.5,2,52
219.5,8,47
220.5,4,39
221.5,3,32
222.5,7,44
223.5,3,19
224.5,5,22
225.5,4,50
226.5,2,36
227.5,1,33
228.5,4,31
229.5,9,40
230.5,2,41
231.5,6,32
232.5,6,43
233.5,4,29
234.5,3,31
235.5,7,34
236.5,2,14
237.5,7,14
238.5,3,30
239.5,7,16
240.5,9,33
241.5,9,32
242.5,8,17
243.5,5,25
244.5,9,17
245.5,2,21
246.5,5,16
247.5,7,12
248.5,5,7
249.5,4,18
250.5,3,16
251.5,2,13
252.5,4,9
253.5,3,13
254.5,2,6
255.5,2,16
256.5,1,4
257.5,4,9
258.5,2,3
259.5,3,4
260.5,3,6
261.5,9,4
262.5,5,4
263.5,4,1
264.5,1,2
265.5,1,3
266.5,2,5
267.5,1,3
268.5,2,3
269.5,3,2
270.5,2,2
271.5,2,4
272.5,0,4
273.5,0,2
274.5,0,2
275.5,8,4
276.5,1,2
277.5,2,5
278.5,4,0
279.5,1,4
280.5,0,3
281.5,0,3
282.5,1,4
283.5,2,2
284.5,0,4
285.5,2,0
286.5,0,1
287.5,2,5
288.5,1,1
289.5,0,6
290.5,3,0
291.5,1,1
293.5,1,0
294.5,1,0
295.5,1,0
296.5,3,0
297.5,9,0
298.5,2,0
300.5,3,0
301.5,1,0
