Base index shifted,HP0.0.4_1#TOP,HP0.0.4_1#BOT
-221.5,39,38
-220.5,42,20
-219.5,39,31
-218.5,55,40
-217.5,27,38
-216.5,30,66
-215.5,42,41
-214.5,81,37
-213.5,44,73
-212.5,34,44
-211.5,56,67
-210.5,36,38
-209.5,42,27
-208.5,54,52
-207.5,57,39
-206.5,67,62
-205.5,35,33
-204.5,52,35
-203.5,47,116
-202.5,38,40
-201.5,33,36
-200.5,40,62
-199.5,42,38
-198.5,53,51
-197.5,27,54
-196.5,58,67
-195.5,44,50
-194.5,41,56
-193.5,46,84
-192.5,74,68
-191.5,46,50
-190.5,36,45
-189.5,79,81
-188.5,66,89
-187.5,40,66
-186.5,28,45
-185.5,112,88
-184.5,50,46
-183.5,45,44
-182.5,77,37
-181.5,32,40
-180.5,43,47
-179.5,34,79
-178.5,36,70
-177.5,30,57
-176.5,53,60
-175.5,36,46
-174.5,42,31
-173.5,92,102
-172.5,38,55
-171.5,71,57
-170.5,47,34
-169.5,31,37
-168.5,78,52
-167.5,25,39
-166.5,54,44
-165.5,37,53
-164.5,24,29
-163.5,30,41
-162.5,44,61
-161.5,35,46
-160.5,38,25
-159.5,48,36
-158.5,37,31
-157.5,40,63
-156.5,55,40
-155.5,50,32
-154.5,40,42
-153.5,39,72
-152.5,36,71
-151.5,44,32
-150.5,26,43
-149.5,42,44
-148.5,42,36
-147.5,40,62
-146.5,34,59
-145.5,47,72
-144.5,29,44
-143.5,30,45
-142.5,142,85
-141.5,43,57
-140.5,41,56
-139.5,20,47
-138.5,70,34
-137.5,29,42
-136.5,15,32
-135.5,44,43
-134.5,21,44
-133.5,33,36
-132.5,38,66
-131.5,58,52
-130.5,33,35
-129.5,22,26
-128.5,18,59
-127.5,45,51
-126.5,48,51
-125.5,47,29
-124.5,26,33
-123.5,17,34
-122.5,44,47
-121.5,31,50
-120.5,46,121
-119.5,40,49
-118.5,37,27
-117.5,44,45
-116.5,35,37
-115.5,17,25
-114.5,28,42
-113.5,28,25
-112.5,46,27
-111.5,37,31
-110.5,41,78
-109.5,42,22
-108.5,47,31
-107.5,47,36
-106.5,40,22
-105.5,39,32
-104.5,35,20
-103.5,23,32
-102.5,75,38
-101.5,35,44
-100.5,30,38
-99.5,26,24
-98.5,45,55
-97.5,39,71
-96.5,57,46
-95.5,43,28
-94.5,51,44
-93.5,41,38
-92.5,37,42
-91.5,22,28
-90.5,42,35
-89.5,44,71
-88.5,45,67
-87.5,66,37
-86.5,47,16
-85.5,42,35
-84.5,44,32
-83.5,59,44
-82.5,47,23
-81.5,31,33
-80.5,49,40
-79.5,44,71
-78.5,84,51
-77.5,35,39
-76.5,34,31
-75.5,46,41
-74.5,12,33
-73.5,16,47
-72.5,20,30
-71.5,29,10
-70.5,12,30
-69.5,21,26
-68.5,21,22
-67.5,20,16
-66.5,21,23
-65.5,28,24
-64.5,24,22
-63.5,39,11
-62.5,47,17
-61.5,27,29
-60.5,45,28
-59.5,34,24
-58.5,24,22
-57.5,19,25
-56.5,30,46
-55.5,27,27
-54.5,88,31
-53.5,29,25
-52.5,18,73
-51.5,61,46
-50.5,79,32
-49.5,34,46
-48.5,19,51
-47.5,22,22
-46.5,50,31
-45.5,24,25
-44.5,36,72
-43.5,34,33
-42.5,25,25
-41.5,40,40
-40.5,35,42
-39.5,62,23
-38.5,35,33
-37.5,44,38
-36.5,46,61
-35.5,51,42
-34.5,54,36
-33.5,59,32
-32.5,50,43
-31.5,70,76
-30.5,55,1174
-29.5,60,121
-28.5,1274,60
-27.5,173,77
-26.5,104,67
-25.5,164,112
-24.5,88,60
-23.5,88,115
-22.5,209,127
-21.5,153,103
-20.5,245,145
-19.5,209,156
-18.5,217,120
-17.5,224,55
-16.5,271,70
-15.5,246,196
-14.5,282,157
-13.5,324,117
-12.5,395,102
-11.5,469,212
-10.5,852,97
-9.5,934,178
-8.5,962,173
-7.5,878,136
-6.5,1216,366
-5.5,1172,271
-4.5,1386,267
-3.5,1311,416
-2.5,1417,458
-1.5,1489,797
-0.5,1675,1214
0.5,1693,1726
1.5,1748,2205
2.5,1730,1623
3.5,1482,1581
4.5,1603,1104
5.5,1092,1148
6.5,795,1006
7.5,778,1029
8.5,563,1283
9.5,642,929
10.5,488,706
11.5,493,1067
12.5,286,642
13.5,281,620
14.5,442,860
15.5,365,607
16.5,480,318
17.5,408,644
18.5,240,454
19.5,380,493
20.5,512,290
21.5,380,417
22.5,228,290
23.5,284,270
24.5,253,234
25.5,391,244
26.5,225,284
27.5,185,227
28.5,278,212
29.5,752,186
30.5,236,211
31.5,270,657
32.5,313,157
33.5,210,126
34.5,189,219
35.5,423,187
36.5,225,132
37.5,313,184
38.5,224,167
39.5,175,132
40.5,199,177
41.5,183,106
42.5,140,153
43.5,231,205
44.5,133,127
45.5,290,150
46.5,225,114
47.5,107,137
48.5,130,128
49.5,173,109
50.5,127,98
51.5,81,120
52.5,136,190
53.5,98,82
54.5,210,109
55.5,89,283
56.5,83,207
57.5,169,105
58.5,71,80
59.5,88,80
60.5,77,87
61.5,156,81
62.5,221,113
63.5,77,96
64.5,70,194
65.5,133,70
66.5,97,250
67.5,93,182
68.5,51,129
69.5,68,96
70.5,64,104
71.5,84,89
72.5,57,89
73.5,75,102
74.5,94,80
75.5,88,69
76.5,56,207
77.5,69,125
78.5,142,94
79.5,55,134
80.5,43,158
81.5,48,90
82.5,64,66
83.5,61,81
84.5,34,224
85.5,158,78
86.5,65,62
87.5,43,78
88.5,90,115
89.5,137,50
90.5,31,93
91.5,46,69
92.5,51,37
93.5,41,72
94.5,114,47
95.5,41,64
96.5,34,95
97.5,85,109
98.5,60,73
99.5,47,103
100.5,49,77
101.5,33,56
102.5,24,49
103.5,58,103
104.5,40,88
105.5,89,92
106.5,47,50
107.5,122,59
108.5,74,325
109.5,32,74
110.5,56,51
111.5,62,95
112.5,40,61
113.5,34,64
114.5,52,93
115.5,82,61
116.5,110,32
117.5,50,104
118.5,29,83
119.5,35,62
120.5,45,50
121.5,33,81
122.5,48,64
123.5,41,43
124.5,60,41
125.5,43,65
126.5,176,75
127.5,51,60
128.5,41,64
129.5,48,59
130.5,53,61
131.5,41,55
132.5,71,84
133.5,47,46
134.5,31,87
135.5,66,52
136.5,44,59
137.5,99,51
138.5,43,49
139.5,55,47
140.5,59,83
141.5,46,42
142.5,51,68
143.5,48,130
144.5,182,82
145.5,69,35
146.5,40,51
147.5,113,63
148.5,80,123
149.5,52,80
150.5,56,93
151.5,54,72
152.5,103,83
153.5,61,57
154.5,80,56
155.5,80,87
156.5,67,102
157.5,108,78
158.5,64,76
159.5,94,128
160.5,74,61
161.5,47,71
162.5,84,86
163.5,137,64
164.5,55,53
165.5,48,39
166.5,89,84
167.5,87,51
168.5,67,64
169.5,38,72
170.5,72,61
171.5,74,49
172.5,65,68
173.5,74,92
174.5,106,93
175.5,49,104
176.5,57,82
177.5,102,68
178.5,97,67
179.5,77,111
180.5,71,41
181.5,103,40
182.5,84,88
183.5,46,107
184.5,244,58
185.5,53,70
186.5,43,64
187.5,88,60
188.5,51,70
189.5,63,75
190.5,91,58
191.5,49,67
192.5,36,68
193.5,52,98
194.5,176,104
195.5,52,61
196.5,45,52
197.5,70,92
198.5,124,63
199.5,50,64
200.5,27,94
201.5,169,40
202.5,50,76
203.5,37,73
204.5,102,45
205.5,37,46
206.5,29,52
207.5,37,42
208.5,126,114
209.5,55,60
210.5,47,61
211.5,40,74
212.5,43,66
213.5,46,50
214.5,43,55
215.5,33,94
216.5,44,76
217.5,41,35
218.5,30,72
219.5,25,64
220.5,29,54
221.5,88,27
222.5,44,56
223.5,41,46
224.5,43,34
225.5,26,52
226.5,35,47
227.5,76,18
228.5,53,42
229.5,66,50
230.5,28,52
231.5,38,52
232.5,73,117
233.5,54,66
234.5,36,42
235.5,52,78
236.5,89,37
237.5,41,24
238.5,32,53
239.5,33,41
240.5,24,40
241.5,24,49
242.5,55,36
243.5,23,54
244.5,29,29
245.5,35,23
246.5,35,54
247.5,44,38
248.5,9,27
249.5,51,35
250.5,13,38
251.5,23,37
252.5,37,31
253.5,49,23
254.5,34,18
255.5,12,45
256.5,19,18
257.5,21,20
258.5,10,22
259.5,10,32
260.5,9,17
261.5,23,39
262.5,14,19
263.5,17,23
264.5,15,17
265.5,15,18
266.5,21,78
267.5,39,23
268.5,5,21
269.5,13,18
270.5,21,29
271.5,7,38
272.5,4,19
273.5,5,15
274.5,19,26
275.5,30,17
276.5,10,11
277.5,12,36
278.5,13,24
279.5,17,30
280.5,8,19
281.5,17,15
282.5,22,19
283.5,3,14
284.5,21,18
285.5,5,21
286.5,10,17
287.5,6,12
288.5,8,5
289.5,9,7
290.5,2,9
291.5,9,3
292.5,5,0
293.5,2,0
