Base index,HP0.6.4.GC_2#TOP,HP0.6.4.GC_2#BOT
318,78,45
319,50,45
320,29,14
321,20,26
322,23,31
323,34,96
324,17,64
325,46,32
326,18,40
327,19,45
328,39,13
329,36,25
330,91,28
331,32,78
332,43,42
333,57,62
334,61,20
335,57,37
336,59,75
337,39,2571
338,49,192
339,39,66
340,31,91
341,1081,80
342,156,87
343,179,128
344,100,157
345,136,96
346,147,110
347,99,131
348,73,109
349,82,46
350,160,64
351,131,90
352,119,177
353,95,97
354,230,118
355,145,90
356,106,136
357,119,92
358,56,157
359,108,127
360,200,187
361,169,535
362,302,495
363,197,798
364,325,1046
365,382,1233
366,327,2048
367,393,1958
368,243,1703
369,750,2097
370,319,1082
371,635,890
372,506,779
373,774,291
374,716,433
375,448,284
376,579,224
377,703,188
378,285,194
379,1030,139
380,498,112
381,1140,161
382,809,141
383,1506,128
384,1321,158
385,917,81
386,1313,52
387,1136,55
388,779,106
389,1002,100
390,615,88
391,886,90
392,636,231
393,442,105
394,257,82
395,322,108
396,545,106
397,525,85
398,667,137
399,356,1036
400,273,89
401,388,80
402,520,124
403,300,111
404,289,87
405,345,125
406,243,124
407,285,63
408,170,145
409,103,79
410,155,91
411,1711,174
412,267,94
413,245,113
414,343,128
415,185,132
416,176,149
417,452,77
418,198,99
419,306,122
420,368,118
421,156,78
422,167,131
423,116,280
424,111,196
425,282,76
426,240,71
427,380,107
428,218,82
429,169,110
430,134,114
431,303,132
432,129,186
433,163,78
434,190,293
435,167,195
436,270,168
437,150,137
438,139,146
439,265,106
440,80,79
441,84,119
442,146,116
443,334,79
444,440,228
445,145,138
446,110,123
447,260,244
448,184,214
449,188,90
450,130,107
451,92,149
452,102,421
453,159,193
454,113,125
455,138,135
456,230,216
457,310,96
458,129,176
459,139,93
460,459,84
461,125,152
462,94,100
463,155,124
464,217,180
465,133,207
466,126,144
467,641,170
468,116,171
469,100,128
470,251,104
471,547,134
472,115,107
473,107,122
474,104,71
475,127,93
476,422,469
477,124,146
478,92,83
479,203,129
480,88,93
481,108,87
482,176,191
483,104,68
484,78,57
485,122,179
486,93,81
487,220,120
488,76,35
489,455,139
490,132,86
491,76,39
492,131,73
493,94,97
494,78,104
495,60,80
496,85,101
497,133,101
498,277,67
499,103,65
500,45,95
501,77,40
502,57,97
503,54,48
504,185,53
505,73,66
506,80,96
507,52,48
508,406,107
509,83,43
510,58,61
511,76,146
512,92,66
513,90,34
514,88,50
515,61,48
516,20,118
517,93,88
518,37,113
519,181,77
520,31,83
521,46,54
522,48,75
523,44,36
524,52,103
525,31,61
526,334,52
527,84,106
528,57,53
529,185,45
530,152,64
531,26,38
532,50,36
533,49,34
534,164,70
535,108,47
536,116,39
537,111,83
538,59,56
539,216,34
540,77,78
541,108,88
542,55,73
543,55,99
544,116,75
545,209,53
546,61,58
547,25,88
548,118,25
549,92,41
550,58,47
551,26,113
552,35,65
553,38,46
554,28,43
555,110,57
556,108,39
557,30,41
558,48,59
559,80,44
560,120,30
561,106,109
562,61,108
563,161,41
564,41,47
565,37,59
566,313,33
567,39,45
568,29,70
569,76,37
570,56,98
571,33,92
572,117,18
573,34,24
574,40,37
575,39,36
576,307,90
577,50,54
578,45,58
579,70,65
580,109,70
581,37,33
582,20,38
583,167,52
584,40,54
585,12,36
586,106,84
587,26,65
588,14,34
589,31,31
590,149,45
591,62,37
592,27,18
593,65,65
594,46,44
595,37,24
596,60,33
597,33,53
598,79,27
599,49,51
600,26,116
601,27,47
602,17,23
603,119,84
604,46,24
605,21,20
606,41,59
607,16,45
608,28,40
609,94,35
610,69,38
611,85,56
612,28,43
613,19,35
614,110,77
615,60,47
616,20,28
617,57,30
618,125,17
619,47,56
620,58,25
621,60,31
622,25,36
623,28,59
624,56,12
625,16,54
626,47,54
627,35,52
628,38,21
629,37,61
630,17,28
631,65,41
632,14,15
633,26,22
634,26,129
635,59,45
636,40,21
637,18,20
638,28,31
639,23,68
640,10,37
641,15,18
642,15,31
643,19,21
644,11,22
645,20,33
646,22,19
647,19,40
648,13,9
649,68,15
650,8,22
651,17,16
652,22,15
653,12,17
654,12,32
655,9,10
656,38,12
657,32,5
658,8,0
659,20,4
660,17,0
661,13,0
662,11,0
663,15,0
664,36,0
665,17,0
666,17,0
667,4,0
668,16,0
669,21,0
670,9,0
671,9,0
672,10,0
673,19,0
674,11,0
675,7,0
