Base index shifted,HP0.6.4_1#TOP,HP0.6.4_1#BOT
-176.5,38,5
-175.5,23,6
-174.5,49,5
-173.5,25,17
-172.5,38,12
-171.5,11,12
-170.5,15,9
-169.5,19,5
-168.5,31,2
-167.5,18,4
-166.5,27,7
-165.5,28,5
-164.5,19,8
-163.5,29,6
-162.5,45,12
-161.5,33,5
-160.5,30,7
-159.5,21,5
-158.5,25,9
-157.5,20,9
-156.5,17,6
-155.5,27,1
-154.5,21,7
-153.5,14,6
-152.5,8,8
-151.5,16,9
-150.5,16,9
-149.5,8,7
-148.5,19,6
-147.5,15,12
-146.5,19,10
-145.5,7,12
-144.5,17,9
-143.5,5,6
-142.5,11,16
-141.5,16,6
-140.5,5,6
-139.5,7,2
-138.5,11,6
-137.5,10,11
-136.5,6,2
-135.5,3,10
-134.5,8,11
-133.5,14,3
-132.5,12,6
-131.5,9,4
-130.5,3,7
-129.5,4,4
-128.5,13,9
-127.5,8,5
-126.5,11,7
-125.5,5,7
-124.5,5,2
-123.5,9,6
-122.5,2,3
-121.5,4,11
-120.5,6,21
-119.5,9,7
-118.5,6,3
-117.5,6,9
-116.5,4,7
-115.5,2,5
-114.5,5,5
-113.5,6,5
-112.5,8,5
-111.5,3,6
-110.5,7,12
-109.5,1,2
-108.5,7,5
-107.5,4,7
-106.5,2,2
-105.5,9,4
-104.5,5,3
-103.5,3,4
-102.5,8,11
-101.5,7,5
-100.5,4,5
-99.5,5,8
-98.5,4,6
-97.5,4,10
-96.5,1,10
-95.5,1,3
-94.5,4,6
-93.5,8,10
-92.5,4,10
-91.5,3,9
-90.5,6,7
-89.5,8,13
-88.5,1,13
-87.5,3,10
-86.5,4,8
-85.5,4,5
-84.5,7,7
-83.5,0,8
-82.5,1,7
-81.5,5,6
-80.5,0,17
-79.5,2,17
-78.5,3,12
-77.5,0,8
-76.5,0,11
-75.5,1,14
-74.5,3,5
-73.5,1,14
-72.5,1,13
-71.5,1,5
-70.5,1,18
-69.5,0,8
-68.5,3,10
-67.5,1,4
-66.5,3,9
-65.5,0,15
-64.5,1,16
-63.5,1,4
-62.5,5,6
-61.5,3,13
-60.5,4,10
-59.5,0,8
-58.5,0,14
-57.5,2,10
-56.5,2,19
-55.5,1,15
-54.5,2,16
-53.5,1,8
-52.5,10,24
-51.5,0,20
-50.5,0,16
-49.5,4,30
-48.5,2,30
-47.5,4,16
-46.5,3,7
-45.5,3,13
-44.5,2,53
-43.5,2,22
-42.5,2,15
-41.5,5,23
-40.5,4,44
-39.5,1,20
-38.5,0,32
-37.5,1,26
-36.5,5,54
-35.5,0,49
-34.5,88,23
-33.5,7,30
-32.5,5,34
-31.5,16,50
-30.5,3,1266
-29.5,0,139
-28.5,9,53
-27.5,6,102
-26.5,14,78
-25.5,12,91
-24.5,12,81
-23.5,8,134
-22.5,11,148
-21.5,12,94
-20.5,11,213
-19.5,7,192
-18.5,17,134
-17.5,11,82
-16.5,16,91
-15.5,20,261
-14.5,31,199
-13.5,38,181
-12.5,40,154
-11.5,31,311
-10.5,62,161
-9.5,54,294
-8.5,69,283
-7.5,62,243
-6.5,67,842
-5.5,113,689
-4.5,67,979
-3.5,142,1475
-2.5,101,2254
-1.5,111,4730
-0.5,103,6278
0.5,139,5845
1.5,124,5292
2.5,155,2882
3.5,113,1868
4.5,205,1082
5.5,120,814
6.5,225,418
7.5,190,357
8.5,225,661
9.5,147,448
10.5,216,174
11.5,153,510
12.5,140,200
13.5,130,285
14.5,74,478
15.5,89,337
16.5,86,145
17.5,72,483
18.5,36,302
19.5,34,356
20.5,56,207
21.5,56,298
22.5,44,210
23.5,48,189
24.5,12,122
25.5,29,232
26.5,39,262
27.5,29,141
28.5,28,190
29.5,20,199
30.5,19,250
31.5,25,882
32.5,9,146
33.5,9,132
34.5,19,239
35.5,99,200
36.5,19,124
37.5,9,245
38.5,17,199
39.5,5,105
40.5,15,278
41.5,14,100
42.5,8,187
43.5,9,231
44.5,7,138
45.5,5,195
46.5,6,132
47.5,7,194
48.5,5,162
49.5,15,99
50.5,5,115
51.5,5,146
52.5,7,277
53.5,3,120
54.5,5,141
55.5,13,393
56.5,3,291
57.5,5,150
58.5,4,91
59.5,10,141
60.5,17,147
61.5,6,117
62.5,1,179
63.5,7,150
64.5,0,346
65.5,1,125
66.5,10,339
67.5,9,289
68.5,5,236
69.5,6,153
70.5,6,158
71.5,9,155
72.5,5,143
73.5,8,173
74.5,4,106
75.5,4,118
76.5,4,266
77.5,4,207
78.5,2,141
79.5,3,239
80.5,5,235
81.5,6,112
82.5,3,89
83.5,4,91
84.5,10,316
85.5,2,127
86.5,3,104
87.5,7,112
88.5,6,195
89.5,5,77
90.5,10,132
91.5,35,98
92.5,3,66
93.5,6,67
94.5,13,80
95.5,10,88
96.5,4,143
97.5,2,167
98.5,3,116
99.5,6,135
100.5,8,166
101.5,7,96
102.5,3,101
103.5,2,125
104.5,2,124
105.5,1,141
106.5,5,90
107.5,3,98
108.5,3,394
109.5,6,165
110.5,3,94
111.5,8,168
112.5,4,120
113.5,9,117
114.5,12,173
115.5,3,98
116.5,7,104
117.5,9,176
118.5,5,118
119.5,7,144
120.5,4,135
121.5,9,122
122.5,15,166
123.5,9,95
124.5,5,106
125.5,7,189
126.5,8,196
127.5,1,161
128.5,7,148
129.5,4,172
130.5,5,134
131.5,0,117
132.5,8,203
133.5,6,101
134.5,2,200
135.5,4,156
136.5,5,108
137.5,6,138
138.5,3,150
139.5,4,113
140.5,0,204
141.5,5,163
142.5,3,167
143.5,11,267
144.5,3,172
145.5,4,122
146.5,7,170
147.5,8,172
148.5,6,284
149.5,8,208
150.5,9,197
151.5,9,217
152.5,0,230
153.5,11,160
154.5,9,202
155.5,5,329
156.5,2,224
157.5,7,204
158.5,7,235
159.5,6,272
160.5,4,203
161.5,7,263
162.5,9,231
163.5,9,217
164.5,8,186
165.5,11,166
166.5,9,220
167.5,7,183
168.5,10,198
169.5,13,202
170.5,7,206
171.5,7,118
172.5,14,219
173.5,7,321
174.5,4,286
175.5,4,260
176.5,4,245
177.5,5,199
178.5,6,148
179.5,4,246
180.5,7,97
181.5,5,153
182.5,10,215
183.5,17,249
184.5,11,233
185.5,10,215
186.5,7,135
187.5,13,143
188.5,6,195
189.5,7,207
190.5,20,141
191.5,3,161
192.5,5,172
193.5,6,150
194.5,2,232
195.5,6,184
196.5,9,176
197.5,2,232
198.5,2,285
199.5,10,145
200.5,26,207
201.5,4,138
202.5,3,162
203.5,2,219
204.5,12,135
205.5,7,106
206.5,0,167
207.5,15,144
208.5,5,249
209.5,5,133
210.5,16,168
211.5,2,184
212.5,5,227
213.5,6,196
214.5,8,185
215.5,7,198
216.5,5,197
217.5,6,100
218.5,6,204
219.5,5,174
220.5,8,154
221.5,1,116
222.5,11,194
223.5,4,127
224.5,2,88
225.5,2,177
226.5,4,150
227.5,16,95
228.5,7,131
229.5,4,147
230.5,7,144
231.5,1,175
232.5,4,158
233.5,11,146
234.5,3,125
235.5,6,194
236.5,5,68
237.5,5,57
238.5,2,106
239.5,1,104
240.5,5,97
241.5,4,129
242.5,5,86
243.5,6,113
244.5,7,74
245.5,3,82
246.5,2,80
247.5,6,80
248.5,4,63
249.5,3,66
250.5,3,87
251.5,1,51
252.5,3,36
253.5,1,37
254.5,0,24
255.5,7,45
256.5,2,39
257.5,3,30
258.5,6,10
259.5,3,29
260.5,6,17
261.5,3,29
262.5,4,9
263.5,2,12
264.5,1,15
265.5,0,14
266.5,1,20
267.5,3,19
268.5,5,12
269.5,0,6
270.5,2,11
271.5,2,13
272.5,1,11
273.5,3,4
274.5,2,11
275.5,1,8
276.5,3,4
277.5,0,16
278.5,2,10
279.5,2,13
280.5,0,9
281.5,3,6
282.5,0,8
283.5,0,8
284.5,2,7
285.5,1,7
286.5,0,3
287.5,1,8
288.5,3,2
289.5,0,7
290.5,1,3
291.5,1,0
292.5,1,0
297.5,1,0
298.5,1,0
