Base index shifted,HP0.6.4.GC#TOP#AVERAGE,HP0.6.4.GC#TOP#STD,HP0.6.4.GC#BOT#AVERAGE,HP0.6.4.GC#BOT#STD
33.5,0.0028077671228029085,0.0002338062217428755,0.0026761233099027505,0.00019521183260501205
34.5,0.004080705796336058,0.00018673947665193553,0.004178508956612157,0.0005694228389154705
35.5,0.04326896787981145,0.0045990845487227155,0.004005050674868236,0.0003963056336964489
36.5,0.006569410807051845,0.0006290447760532526,0.0030617153700589605,0.00021409594737469706
37.5,0.005803546597313865,0.0006933686313568828,0.004197722294226614,0.000312167568405062
38.5,0.008421389617777988,0.0007739394578202114,0.004351348772637888,0.0003874987641979704
39.5,0.004479028997613951,0.0004670467001371992,0.0020653454230213806,0.00020513226494983119
40.5,0.004363605098309951,0.0003559889932275307,0.004587061780996173,0.0005826850658254045
41.5,0.012499173797768688,0.0011167053140241196,0.0026509964851853724,0.0001847228214823538
42.5,0.004938423830162539,0.0003490716801978597,0.003233861764054891,0.0002483406190083567
43.5,0.008132671837786203,0.0003377303886141079,0.005959977806777669,0.0006992318235813292
44.5,0.008802026005239596,0.0010217773203732182,0.003134662819519157,0.0005389133954526279
45.5,0.00407412608250704,0.00011337979024243437,0.003950624398079408,0.0005201112649802994
46.5,0.004667362532110563,0.00016762635913347059,0.003827962018090111,0.0007252466344144719
47.5,0.0031403810614883025,0.00011412996443577694,0.004429078991255209,0.00037329936124342916
48.5,0.0025288101923244886,0.0004256860466163336,0.004708782936757006,0.0006085290029344142
49.5,0.006468905426957619,0.0009941258173233624,0.0025191914912950477,0.00023871744643771917
