Base index shifted,HP4.6.4_2#TOP,HP4.6.4_2#BOT
-248.5,39,17
-247.5,63,14
-246.5,34,23
-245.5,63,12
-244.5,55,21
-243.5,40,11
-242.5,48,20
-241.5,51,23
-240.5,53,14
-239.5,70,18
-238.5,94,44
-237.5,293,16
-236.5,97,11
-235.5,74,14
-234.5,104,25
-233.5,111,18
-232.5,80,48
-231.5,108,21
-230.5,78,15
-229.5,51,25
-228.5,98,15
-227.5,101,24
-226.5,88,15
-225.5,86,16
-224.5,101,43
-223.5,61,16
-222.5,57,10
-221.5,111,19
-220.5,144,17
-219.5,94,18
-218.5,81,36
-217.5,106,27
-216.5,101,22
-215.5,130,43
-214.5,163,21
-213.5,144,41
-212.5,131,25
-211.5,116,28
-210.5,168,28
-209.5,145,17
-208.5,65,33
-207.5,102,27
-206.5,91,27
-205.5,96,68
-204.5,113,32
-203.5,102,25
-202.5,81,31
-201.5,94,22
-200.5,120,29
-199.5,101,24
-198.5,113,32
-197.5,80,35
-196.5,71,31
-195.5,158,59
-194.5,163,39
-193.5,70,28
-192.5,92,31
-191.5,148,43
-190.5,150,31
-189.5,105,30
-188.5,171,19
-187.5,63,52
-186.5,98,36
-185.5,80,30
-184.5,77,23
-183.5,84,31
-182.5,88,17
-181.5,77,32
-180.5,53,42
-179.5,175,29
-178.5,80,37
-177.5,111,19
-176.5,102,25
-175.5,66,44
-174.5,144,33
-173.5,94,28
-172.5,111,19
-171.5,76,21
-170.5,40,20
-169.5,70,20
-168.5,74,22
-167.5,40,25
-166.5,74,21
-165.5,103,21
-164.5,61,28
-163.5,101,16
-162.5,107,23
-161.5,82,16
-160.5,92,25
-159.5,87,24
-158.5,85,16
-157.5,79,11
-156.5,36,15
-155.5,68,36
-154.5,60,25
-153.5,50,15
-152.5,54,20
-151.5,56,15
-150.5,24,19
-149.5,34,25
-148.5,135,22
-147.5,47,53
-146.5,46,19
-145.5,30,31
-144.5,86,54
-143.5,36,34
-142.5,16,31
-141.5,52,18
-140.5,18,25
-139.5,34,16
-138.5,43,19
-137.5,38,22
-136.5,42,25
-135.5,20,7
-134.5,21,33
-133.5,57,29
-132.5,27,17
-131.5,47,17
-130.5,25,35
-129.5,23,24
-128.5,37,31
-127.5,36,26
-126.5,50,23
-125.5,29,28
-124.5,29,37
-123.5,44,31
-122.5,21,68
-121.5,31,33
-120.5,21,20
-119.5,27,39
-118.5,28,17
-117.5,30,10
-116.5,25,22
-115.5,22,10
-114.5,22,19
-113.5,17,11
-112.5,21,33
-111.5,23,11
-110.5,13,22
-109.5,8,41
-108.5,25,13
-107.5,27,22
-106.5,8,24
-105.5,18,11
-104.5,23,16
-103.5,5,30
-102.5,12,17
-101.5,6,17
-100.5,21,18
-99.5,29,31
-98.5,9,25
-97.5,10,29
-96.5,9,27
-95.5,17,17
-94.5,11,18
-93.5,27,12
-92.5,16,22
-91.5,15,30
-90.5,10,48
-89.5,21,15
-88.5,10,11
-87.5,15,14
-86.5,12,19
-85.5,14,21
-84.5,17,14
-83.5,13,21
-82.5,5,20
-81.5,10,48
-80.5,4,13
-79.5,5,20
-78.5,3,20
-77.5,5,29
-76.5,4,12
-75.5,2,32
-74.5,2,17
-73.5,2,12
-72.5,4,24
-71.5,9,14
-70.5,2,7
-69.5,4,13
-68.5,8,20
-67.5,3,19
-66.5,6,13
-65.5,6,10
-64.5,3,15
-63.5,3,26
-62.5,7,16
-61.5,3,11
-60.5,9,12
-59.5,5,17
-58.5,1,22
-57.5,5,15
-56.5,8,29
-55.5,14,28
-54.5,7,29
-53.5,7,30
-52.5,12,18
-51.5,5,35
-50.5,8,37
-49.5,7,21
-48.5,3,15
-47.5,7,28
-46.5,4,51
-45.5,18,38
-44.5,7,29
-43.5,4,31
-42.5,8,43
-41.5,13,34
-40.5,8,27
-39.5,11,34
-38.5,9,59
-37.5,9,43
-36.5,5,49
-35.5,7,34
-34.5,162,41
-33.5,22,91
-32.5,9,686
-31.5,15,154
-30.5,7,56
-29.5,5,98
-28.5,31,75
-27.5,16,102
-26.5,28,83
-25.5,16,87
-24.5,26,140
-23.5,20,93
-22.5,19,169
-21.5,18,173
-20.5,22,110
-19.5,24,98
-18.5,51,106
-17.5,48,214
-16.5,54,173
-15.5,45,181
-14.5,50,164
-13.5,57,310
-12.5,65,177
-11.5,53,262
-10.5,78,233
-9.5,69,243
-8.5,112,534
-7.5,104,501
-6.5,114,549
-5.5,195,689
-4.5,95,866
-3.5,206,1335
-2.5,158,1929
-1.5,162,2310
-0.5,171,2755
0.5,170,3566
1.5,205,3135
2.5,281,2679
3.5,212,2061
4.5,471,1027
5.5,227,1112
6.5,528,714
7.5,359,503
8.5,439,361
9.5,276,372
10.5,406,703
11.5,309,357
12.5,237,243
13.5,299,462
14.5,181,237
15.5,237,312
16.5,189,431
17.5,149,275
18.5,119,132
19.5,113,332
20.5,156,276
21.5,140,390
22.5,204,190
23.5,146,367
24.5,91,282
25.5,127,178
26.5,174,205
27.5,120,219
28.5,76,271
29.5,102,187
30.5,65,255
31.5,128,236
32.5,80,261
33.5,46,811
34.5,80,180
35.5,561,153
36.5,94,293
37.5,45,257
38.5,98,172
39.5,59,233
40.5,35,244
41.5,137,168
42.5,63,252
43.5,81,131
44.5,61,223
45.5,33,281
46.5,57,162
47.5,53,211
48.5,28,162
49.5,42,221
50.5,51,204
51.5,84,142
52.5,58,155
53.5,57,171
54.5,38,238
55.5,53,140
56.5,40,178
57.5,19,473
58.5,36,320
59.5,31,187
60.5,76,120
61.5,31,180
62.5,18,112
63.5,68,121
64.5,22,169
65.5,22,142
66.5,28,278
67.5,50,164
68.5,81,383
69.5,45,275
70.5,13,230
71.5,63,186
72.5,41,213
73.5,56,182
74.5,27,165
75.5,29,167
76.5,25,153
77.5,41,109
78.5,20,256
79.5,38,212
80.5,53,148
81.5,63,269
82.5,32,273
83.5,31,118
84.5,72,115
85.5,20,126
86.5,26,440
87.5,27,160
88.5,53,142
89.5,31,159
90.5,24,225
91.5,131,122
92.5,27,186
93.5,24,139
94.5,61,105
95.5,100,130
96.5,30,85
97.5,29,116
98.5,36,188
99.5,38,202
100.5,74,157
101.5,30,188
102.5,27,173
103.5,39,143
104.5,24,111
105.5,32,168
106.5,53,155
107.5,26,139
108.5,19,72
109.5,26,96
110.5,14,629
111.5,49,156
112.5,30,98
113.5,98,170
114.5,47,125
115.5,23,109
116.5,39,284
117.5,24,90
118.5,43,85
119.5,27,215
120.5,38,139
121.5,37,194
122.5,72,106
123.5,37,224
124.5,25,172
125.5,34,81
126.5,26,91
127.5,25,182
128.5,32,204
129.5,39,164
130.5,33,218
131.5,25,166
132.5,132,157
133.5,41,121
134.5,30,200
135.5,42,94
136.5,43,221
137.5,37,164
138.5,51,100
139.5,17,187
140.5,15,157
141.5,50,119
142.5,25,211
143.5,57,129
144.5,28,174
145.5,47,371
146.5,37,179
147.5,27,139
148.5,39,157
149.5,22,156
150.5,83,334
151.5,61,173
152.5,25,249
153.5,69,245
154.5,64,207
155.5,44,187
156.5,21,207
157.5,47,242
158.5,80,238
159.5,57,239
160.5,44,221
161.5,64,368
162.5,54,197
163.5,105,246
164.5,51,266
165.5,62,240
166.5,45,213
167.5,51,173
168.5,75,221
169.5,94,192
170.5,39,187
171.5,31,273
172.5,56,267
173.5,71,138
174.5,48,271
175.5,20,341
176.5,41,343
177.5,41,318
178.5,30,267
179.5,43,249
180.5,64,236
181.5,27,391
182.5,62,136
183.5,83,234
184.5,73,202
185.5,77,363
186.5,70,293
187.5,114,270
188.5,68,232
189.5,55,252
190.5,210,307
191.5,60,278
192.5,46,219
193.5,68,245
194.5,51,210
195.5,56,356
196.5,79,433
197.5,38,218
198.5,32,266
199.5,43,355
200.5,167,359
201.5,26,212
202.5,32,336
203.5,42,187
204.5,57,346
205.5,46,400
206.5,32,197
207.5,188,160
208.5,67,197
209.5,46,191
210.5,118,456
211.5,46,212
212.5,30,244
213.5,71,356
214.5,155,361
215.5,99,274
216.5,66,245
217.5,84,373
218.5,92,351
219.5,69,155
220.5,48,309
221.5,54,305
222.5,87,205
223.5,78,170
224.5,55,224
225.5,47,174
226.5,46,133
227.5,137,248
228.5,77,239
229.5,60,130
230.5,69,205
231.5,39,265
232.5,47,224
233.5,139,210
234.5,52,309
235.5,116,288
236.5,44,163
237.5,47,394
238.5,80,109
239.5,101,83
240.5,69,246
241.5,69,179
242.5,125,219
243.5,52,222
244.5,75,127
245.5,80,188
246.5,56,178
247.5,56,95
248.5,59,175
249.5,32,175
250.5,47,98
251.5,26,127
252.5,33,143
253.5,34,131
254.5,28,89
255.5,47,73
256.5,25,49
257.5,22,143
258.5,36,73
259.5,54,91
260.5,38,43
261.5,17,85
262.5,28,44
263.5,22,109
264.5,11,39
265.5,11,64
266.5,9,61
267.5,22,55
268.5,25,136
269.5,11,74
270.5,8,43
271.5,24,25
272.5,6,41
273.5,42,87
274.5,14,57
275.5,15,52
276.5,10,64
277.5,4,47
278.5,6,40
279.5,7,61
280.5,11,20
281.5,18,71
282.5,6,12
283.5,14,22
284.5,12,39
285.5,15,34
286.5,15,35
287.5,15,24
288.5,16,29
289.5,0,38
290.5,18,15
291.5,4,24
292.5,5,16
293.5,6,20
294.5,6,0
295.5,12,0
296.5,9,0
297.5,12,0
298.5,19,0
299.5,4,0
